,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
38,John-Michael Liles,BOS,D,36,583.53333333333,0,5,3,2,5,25.00,36,0.00,1.75,86,55,21,1,0,9,4,2,2,0,0,6,8,11,25,43,41,2,0,100.00
39,Deryk Engelland,CGY,D,81,1484.7166666667,4,12,6,6,16,34.04,107,3.74,3.39,218,141,41,6,2,9,85,25,15,9,1,22,49,19,135,120,134,1,0,100.00
40,Jason Spezza,DAL,C,68,1099.6166666667,15,35,15,20,50,65.79,149,10.07,14.58,285,220,128,62,4,15,29,13,12,1,0,9,49,32,13,43,31,354,324,52.21
41,Mikko Koivu,MIN,C,80,1529.2166666667,18,40,14,26,58,58.59,140,12.86,15.83,260,195,153,71,4,22,34,17,17,0,0,6,28,39,32,37,65,938,761,55.21
42,Dan Hamhuis,DAL,D,79,1529.4333333333,1,15,7,8,16,28.07,83,1.20,3.64,201,117,58,9,2,10,23,10,9,1,0,7,37,19,93,92,100,0,0,-
43,Ales Hemsky,DAL,R,15,216.3,4,3,3,0,7,100.00,30,13.33,3.53,52,41,27,10,2,4,0,0,0,0,0,1,6,9,1,14,4,0,0,-
44,Fedor Tyutin,COL,D,69,1306.75,1,12,1,11,13,39.39,46,2.17,1.6,100,64,23,3,2,5,38,19,19,0,0,5,19,15,116,81,90,0,0,-
45,Mike Cammalleri,N.J,L,61,1058.65,10,21,14,7,31,64.58,142,7.04,11.85,244,192,117,34,4,9,16,8,8,0,0,13,32,24,44,52,14,17,11,60.71
46,Chris Thorburn,WPG,R,64,446.46666666667,3,1,1,0,4,40.00,36,8.33,3.14,63,45,35,13,2,1,95,28,15,13,0,19,4,4,90,36,25,13,13,50.00
47,Jason Pominville,MIN,R,78,1109.65,13,34,19,15,47,78.33,176,7.39,13.99,306,235,130,56,10,24,4,2,2,0,0,10,13,22,44,77,38,39,39,50.00
48,Jay McClement,CAR,C,65,739.86666666667,5,3,2,1,8,50.00,37,13.51,5.73,87,65,52,28,7,6,18,9,9,0,0,5,15,29,49,57,40,253,272,48.19
49,Tomas Plekanec,MTL,C,78,1311.8666666667,10,18,9,9,28,57.14,139,7.19,13.57,236,181,136,58,6,13,24,12,12,0,0,12,29,30,57,79,45,692,660,51.18
50,Patrick Sharp,DAL,L,48,765.28333333333,8,10,4,6,18,69.23,146,5.48,12.72,261,194,108,38,5,11,31,14,13,1,0,11,21,16,24,48,24,29,32,47.54
51,Jordin Tootoo,CHI,R,50,337.35,2,1,0,1,3,60.00,43,4.65,4.17,81,59,39,21,4,3,28,8,4,4,0,12,9,9,52,24,8,1,0,100.00
52,Kevin Bieksa,ANA,D,81,1518.8333333333,3,11,2,9,14,24.14,94,3.19,5.34,197,146,46,14,2,7,63,24,19,5,0,19,54,13,173,73,100,0,0,-
53,Dennis Seidenberg,NYI,D,73,1418.15,5,17,5,12,22,32.35,89,5.62,2.99,166,111,26,5,3,13,32,16,16,0,0,7,33,10,154,175,146,0,0,-
54,Jussi Jokinen,FLA,L,69,1201.3333333333,11,17,11,6,28,57.14,118,9.32,10.72,199,158,97,37,7,10,39,18,17,1,0,16,59,27,28,44,33,75,69,52.08
55,Johnny Oduya,"CHI, DAL",D,52,950.18333333333,2,7,3,4,9,29.03,37,5.41,1.81,118,70,31,5,6,9,18,9,9,0,0,5,37,14,29,59,123,0,0,-
56,PA Parenteau,"N.J, NSH",R,67,984.73333333333,13,15,8,7,28,70.00,123,10.57,10.87,173,148,87,48,7,16,35,16,15,1,0,11,31,21,60,69,9,6,14,30.00
57,Vernon Fiddler,"N.J, NSH","C, L",59,687.48333333333,2,2,1,1,4,33.33,48,4.17,4.35,89,72,36,15,6,4,66,21,17,2,2,23,21,12,57,65,33,370,319,53.70
58,Zbynek Michalek,ARI,D,3,52.983333333333,0,0,0,0,0,0.00,3,0.00,0.04,5,3,1,0,0,0,0,0,0,0,0,0,3,0,7,4,5,0,0,-
59,Dennis Wideman,CGY,D,57,1153.0833333333,5,13,6,7,18,40.91,87,5.75,3.89,191,117,42,4,0,4,32,12,11,0,1,7,49,21,61,78,74,0,0,-
60,Rick Nash,NYR,"L, R",67,1103.1,23,15,13,2,38,62.30,195,11.79,21.52,319,265,182,96,10,22,26,13,13,0,0,21,46,43,63,53,35,0,1,0.00
61,Valtteri Filppula,"PHI, T.B",C,79,1375.0833333333,12,30,21,9,42,62.69,97,12.37,10.73,147,128,100,44,7,10,26,13,13,0,0,11,39,30,26,83,39,556,606,47.85
62,Tom Gilbert,L.A,D,18,278.21666666667,1,4,4,0,5,83.33,12,8.33,0.71,30,21,10,1,1,1,6,3,3,0,0,1,7,1,10,34,28,0,0,-
63,Scottie Upshall,STL,R,73,801.78333333333,10,8,6,2,18,72.00,86,11.63,7.13,143,110,82,32,7,14,45,21,20,1,0,14,18,16,99,72,21,3,9,25.00
64,Trevor Daley,PIT,D,56,1141.1833333333,5,14,6,8,19,32.20,84,5.95,6.07,156,117,50,15,1,6,37,17,16,1,0,11,18,20,29,44,83,0,0,-
65,Matt Greene,L.A,D,26,342.73333333333,1,1,0,1,2,22.22,14,7.14,0.36,50,24,5,0,0,3,19,8,7,1,0,2,17,3,71,34,27,0,0,-
66,Frans Nielsen,DET,C,79,1354.6833333333,17,24,12,12,41,68.33,162,10.49,15.42,275,219,149,69,9,15,18,9,9,0,0,14,26,29,64,108,54,653,561,53.79
67,Jay Bouwmeester,STL,D,81,1814.8166666667,1,14,7,7,15,20.27,106,0.94,4.02,205,139,46,6,1,12,28,14,14,0,0,3,37,11,67,115,111,0,0,-
68,Boyd Gordon,PHI,C,13,106.31666666667,1,0,0,0,1,50.00,8,12.50,0.91,13,10,7,4,0,2,2,1,1,0,0,0,0,2,4,10,7,48,38,55.81
69,Matt Stajan,CGY,C,81,1027.1833333333,6,17,10,7,23,74.19,59,10.17,6.32,108,92,66,33,3,6,40,20,20,0,0,13,22,30,60,39,39,385,383,50.13
70,Johnny Boychuk,NYI,D,66,1368.25,6,17,10,7,23,35.94,155,3.87,7.93,339,235,56,9,5,13,19,8,7,1,0,7,45,13,160,109,133,1,0,100.00
71,Jiri Hudler,DAL,R,32,379.2,3,8,5,3,11,78.57,27,11.11,2.66,55,38,35,13,1,7,4,2,2,0,0,4,7,12,9,8,3,3,2,60.00
72,Alexander Steen,STL,L,76,1467.2333333333,16,35,20,15,51,66.23,117,13.68,14.52,228,174,122,51,7,15,53,21,19,1,1,25,18,27,33,101,69,101,146,40.89
73,Duncan Keith,CHI,D,80,2049.3333333333,6,47,19,28,53,47.32,183,3.28,7.71,384,243,73,5,1,16,16,8,8,0,0,1,73,32,24,81,107,0,0,-
74,Jonathan Ericsson,DET,D,51,980.25,1,8,4,4,9,25.00,43,2.33,1.89,95,69,25,7,1,3,63,23,19,3,1,13,27,9,86,50,36,0,0,-
75,Josh Gorges,BUF,D,66,1218.1833333333,1,5,3,2,6,20.00,40,2.50,1.11,80,54,16,2,5,4,50,21,19,2,0,11,17,7,143,96,108,0,1,0.00
76,Alexandre Burrows,"OTT, VAN",L,75,1098.0833333333,15,16,10,6,31,65.96,143,10.49,12.65,237,180,119,57,11,13,62,20,16,2,2,20,19,35,68,75,34,5,9,35.71
77,Chris Kunitz,PIT,L,71,1101.4666666667,9,20,11,9,29,59.18,134,6.72,14.63,220,174,125,55,9,16,36,18,18,0,0,12,28,25,216,114,28,3,10,23.08
78,Eric Staal,MIN,C,82,1525.8,28,37,24,13,65,70.65,211,13.27,24.12,361,274,212,93,17,23,34,17,17,0,0,17,24,51,42,70,39,577,597,49.15
79,Thomas Vanek,"DET, FLA",L,68,979.48333333333,17,31,21,10,48,80.00,133,12.78,14.35,216,172,132,70,4,18,22,11,11,0,0,8,34,21,29,28,5,6,9,40.00
80,Milan Michalek,TOR,L,5,71.35,1,1,0,1,2,100.00,6,16.67,0.63,10,8,7,2,0,0,2,1,1,0,0,0,1,3,7,8,9,0,1,0.00
81,Ryan Suter,MIN,D,82,2207.8166666667,9,31,10,21,40,31.75,164,5.49,8.75,332,226,87,17,7,20,34,17,17,0,0,5,38,41,72,45,105,0,0,-
82,Braydon Coburn,T.B,D,80,1338.9166666667,5,7,4,3,12,27.91,102,4.90,4.19,220,142,52,14,6,10,50,22,20,2,0,9,35,6,109,98,76,0,0,-
83,Dion Phaneuf,OTT,D,81,1866.3666666667,9,21,10,11,30,36.14,156,5.77,8.24,310,212,86,20,5,15,98,41,38,2,1,25,54,16,132,86,156,0,0,-
84,Jeff Carter,L.A,C,82,1478.6166666667,32,34,22,12,66,77.65,250,12.80,25.16,468,358,242,105,13,35,41,19,18,1,0,13,46,24,86,64,37,735,680,51.94
85,Dustin Brown,L.A,"L, R",80,1280.0166666667,14,22,9,13,36,62.07,175,8.00,16.79,326,251,168,78,5,30,22,11,11,0,0,25,27,25,190,151,31,2,3,40.00
86,Brent Seabrook,CHI,D,79,1729.45,3,36,16,20,39,42.39,131,2.29,6.86,298,191,62,6,7,17,26,13,13,0,0,7,88,24,111,131,147,0,1,0.00
87,Zach Parise,MIN,L,69,1202.6,19,23,17,6,42,64.62,194,9.79,24.2,300,250,219,116,8,30,30,15,15,0,0,17,17,33,46,67,69,8,5,61.54
88,Eric Fehr,"PIT, TOR",C,53,579.18333333333,6,5,3,2,11,61.11,62,9.68,6.81,97,79,64,29,2,7,14,7,7,0,0,2,10,24,82,51,35,79,75,51.30
89,Ryan Getzlaf,ANA,C,74,1559.2166666667,15,58,38,20,73,79.35,138,10.87,14.55,288,211,161,58,5,19,49,19,17,1,1,13,68,61,99,79,88,509,503,50.30
90,Brent Burns,S.J,D,82,2038.7333333333,29,47,27,20,76,62.81,321,9.03,16.9,778,482,190,24,13,37,40,20,20,0,0,11,153,53,69,52,142,0,0,-
91,Mark Stuart,WPG,D,42,523.08333333333,2,2,1,1,4,23.53,24,8.33,0.66,52,33,9,1,1,3,27,11,10,1,0,7,23,3,68,36,79,0,0,-
92,Ryan Kesler,ANA,C,82,1746.9,22,36,23,13,58,63.04,186,11.83,29.36,352,279,234,139,8,24,83,33,29,3,1,24,39,22,146,115,75,1029,764,57.39
93,Brian Boyle,"T.B, TOR",C,75,977.48333333333,13,12,7,5,25,53.19,131,9.92,13.64,216,181,134,65,5,11,66,16,8,6,2,14,19,22,115,74,41,302,278,52.07
94,Corey Perry,ANA,R,82,1452.7,19,34,21,13,53,67.09,215,8.84,29.4,385,316,243,136,12,26,76,35,33,2,0,29,38,32,81,98,35,7,13,35.00
95,Patrick Eaves,"ANA, DAL",R,79,1296.2666666667,32,19,8,11,51,59.30,209,15.31,26.14,360,296,226,112,9,25,24,12,12,0,0,21,19,30,89,69,43,2,2,50.00
96,Loui Eriksson,VAN,L,65,1213.75,11,13,10,3,24,52.17,132,8.33,13.08,212,159,133,79,9,14,8,4,4,0,0,12,16,37,11,60,26,0,1,0.00
97,Kevin Klein,NYR,D,60,1058.1666666667,3,11,6,5,14,26.92,54,5.56,3.39,115,76,36,7,0,4,31,10,7,3,0,7,35,12,135,75,123,0,0,-
98,Patrice Bergeron,BOS,C,79,1534.5,21,32,21,11,53,51.96,302,6.95,29.06,480,393,316,121,14,28,24,12,12,0,0,7,23,65,54,88,47,1089,723,60.10
99,Matt Carle,NSH,D,6,78.866666666667,0,1,1,0,1,33.33,2,0.00,0.04,4,3,0,0,0,0,0,0,0,0,0,1,4,0,3,6,5,0,0,-
100,Shea Weber,MTL,D,78,1954.7666666667,17,25,9,16,42,47.19,183,9.29,7.82,425,284,64,3,7,17,38,19,19,0,0,6,80,11,140,94,157,0,0,-
101,Colin McDonald,PHI,R,3,27.066666666667,1,0,0,0,1,100.00,5,20.00,0.57,6,6,4,2,0,0,0,0,0,0,0,0,0,0,9,3,0,0,1,0.00
102,David Backes,BOS,R,74,1266.7833333333,17,21,12,9,38,55.88,175,9.71,19.45,286,241,153,83,10,20,69,26,22,3,1,22,35,28,226,100,47,60,63,48.78
103,Clarke MacArthur,OTT,L,4,53.95,0,0,0,0,0,-,5,0.00,0.48,13,9,6,1,1,0,0,0,0,0,0,0,1,1,4,3,1,0,1,0.00
104,Kyle Quincey,"CBJ, N.J",D,73,1306.25,6,9,5,4,15,32.61,79,7.59,3.6,163,96,43,7,3,6,51,24,23,1,0,10,38,19,97,73,97,0,0,-
105,Lee Stempniak,CAR,R,82,1299.2,16,24,13,11,40,57.14,131,12.21,14.76,249,187,142,71,10,17,32,15,15,0,0,14,49,57,113,117,16,3,5,37.50
106,John Mitchell,COL,C,65,816.0,3,4,1,3,7,50.00,57,5.26,4.92,127,85,67,23,2,6,45,17,15,1,1,5,17,29,88,38,45,298,240,55.39
107,Brad Richardson,ARI,R,16,245.53333333333,5,4,1,3,9,90.00,25,20.00,2.12,44,32,19,10,2,2,15,6,5,1,0,4,3,10,19,16,7,121,109,52.61
108,Marc Methot,OTT,D,68,1347.75,0,12,5,7,12,21.82,69,0.00,2.66,113,80,41,9,2,3,24,12,12,0,0,10,38,11,164,67,77,0,0,-
109,Nate Thompson,ANA,C,30,311.56666666667,1,1,0,1,2,33.33,19,5.26,1.31,34,24,17,8,1,3,14,4,2,2,0,5,5,6,69,23,9,130,115,53.06
110,Drew Miller,DET,L,55,565.48333333333,5,2,1,1,7,77.78,43,11.63,4.58,69,56,41,21,3,8,18,9,9,0,0,1,5,13,71,54,52,2,1,66.67
111,Joe Pavelski,S.J,C,81,1548.5,29,39,23,16,68,69.39,233,12.45,33.16,422,342,297,158,12,18,34,15,15,0,0,24,84,33,130,70,73,449,407,52.45
112,Kyle Brodziak,STL,C,69,773.23333333333,8,7,3,4,15,55.56,55,14.55,5.25,91,72,48,26,1,5,27,12,11,1,0,10,6,33,56,45,39,323,330,49.46
113,Toby Enstrom,WPG,D,60,1314.2666666667,1,13,7,6,14,23.73,46,2.17,1.69,111,66,31,5,1,11,42,21,21,0,0,12,33,8,24,83,94,0,0,-
114,Dustin Byfuglien,WPG,D,80,2195.5666666667,13,39,20,19,52,42.98,241,5.39,15.39,452,342,130,52,12,22,115,44,39,3,2,19,85,65,183,61,124,0,0,-
115,Matt Moulson,BUF,L,81,940.13333333333,14,18,9,9,32,64.00,134,10.45,15.82,200,174,126,81,5,15,10,5,5,0,0,5,12,18,37,29,18,1,3,25.00
116,Tanner Glass,NYR,L,11,120.01666666667,1,1,0,1,2,100.00,8,12.50,1.55,18,15,11,7,0,3,17,4,1,3,0,3,0,2,37,14,4,2,0,100.00
117,Clayton Stoner,ANA,D,14,245.71666666667,1,2,1,1,3,60.00,16,6.25,0.6,29,19,4,1,0,1,28,7,4,2,1,8,3,2,35,26,17,0,0,-
118,Mark Giordano,CGY,D,81,1910.1666666667,12,27,12,15,39,37.86,151,7.95,8.41,373,229,95,9,4,18,59,28,27,1,0,15,43,45,78,94,184,0,0,-
119,Alex Ovechkin,WSH,L,82,1506.0166666667,33,36,20,16,69,62.16,313,10.54,27.54,624,455,264,85,25,39,50,25,25,0,0,23,46,29,216,77,29,0,1,0.00
120,Evgeni Malkin,PIT,C,62,1154.3833333333,33,39,26,13,72,74.23,192,17.19,20.71,314,249,209,82,3,25,75,35,34,1,0,23,54,52,40,84,25,365,481,43.14
121,Andrew Ladd,NYI,L,78,1261.7,23,8,7,1,31,63.27,142,16.20,16.58,277,206,165,67,6,13,45,20,19,1,0,11,43,37,112,83,54,4,6,40.00
122,Blake Wheeler,WPG,R,82,1651.65,26,48,33,15,74,71.84,259,10.04,24.65,419,345,223,83,12,24,45,21,20,1,0,20,44,39,100,109,51,43,51,45.74
123,Drew Stafford,"BOS, WPG",R,58,788.85,8,13,9,4,21,53.85,109,7.34,8.46,155,131,75,36,6,9,24,12,12,0,0,7,28,13,62,44,3,7,15,31.82
124,Alexander Radulov,MTL,R,76,1390.0833333333,18,36,26,10,54,62.79,148,12.16,17.27,283,215,170,90,6,21,62,29,29,0,0,24,52,42,76,159,41,6,6,50.00
125,Lauri Korpikoski,"CBJ, DAL",L,69,856.06666666667,8,12,9,3,20,62.50,108,7.41,8.81,178,139,80,43,5,16,10,5,5,0,0,3,21,12,37,63,36,0,7,0.00
126,Travis Zajac,N.J,C,80,1578.0333333333,14,31,21,10,45,56.96,126,11.11,13.71,195,161,125,59,4,14,33,15,14,1,0,11,25,44,81,91,26,884,733,54.67
127,Mike Green,DET,D,72,1696.05,14,22,14,8,36,50.70,125,11.20,7.42,284,183,82,14,4,9,40,20,20,0,0,15,52,24,67,127,92,0,0,-
128,Bryan Bickell,CAR,L,11,114.85,1,0,0,0,1,14.29,8,12.50,0.93,20,14,7,4,0,1,4,2,2,0,0,0,2,3,16,7,3,0,2,0.00
129,Blake Comeau,COL,L,77,1153.8166666667,8,12,6,6,20,57.14,103,7.77,9.26,197,144,81,34,7,8,58,25,24,0,1,31,18,35,129,66,22,114,132,46.34
130,Carl Soderberg,COL,C,80,1075.6166666667,6,8,4,4,14,46.67,128,4.69,10.44,212,172,104,50,7,12,22,11,11,0,0,17,19,30,34,77,42,365,337,51.99
131,Nicklas Grossmann,CGY,D,3,39.033333333333,0,0,0,0,0,0.00,3,0.00,0.05,7,3,1,0,0,0,2,1,1,0,0,0,1,0,7,5,1,0,0,-
132,Brandon Dubinsky,CBJ,C,80,1431.6333333333,12,29,21,8,41,62.12,115,10.43,11.61,204,156,132,69,3,11,91,30,23,5,2,26,32,38,248,61,60,770,718,51.75
133,Alex Goligoski,ARI,D,82,1913.0,6,30,14,16,36,42.86,112,5.36,4.75,235,156,58,8,1,15,28,14,14,0,0,11,57,15,137,107,143,0,0,-
134,David Krejci,BOS,C,82,1497.6666666667,23,31,23,8,54,72.97,158,14.56,18.21,310,229,168,70,14,15,26,12,12,0,0,14,51,60,40,111,51,659,620,51.52
135,Andrej Sekera,EDM,D,80,1718.6333333333,8,27,13,14,35,44.30,128,6.25,7.78,320,192,81,14,5,13,18,9,9,0,0,5,95,38,55,128,166,0,0,-
136,Alexei Emelin,MTL,D,76,1620.45,2,8,3,5,10,21.28,82,2.44,2.94,200,127,36,5,7,7,71,33,32,1,0,21,84,16,241,212,127,0,0,-
137,Alexander Edler,VAN,D,68,1653.3333333333,6,15,7,8,21,37.50,138,4.35,5.81,309,194,76,12,5,10,36,18,18,0,0,9,37,17,106,134,138,2,1,66.67
138,Kevin Porter,PIT,C,2,22.5,0,0,0,0,0,-,0,-,0.09,2,1,1,1,0,0,0,0,0,0,0,0,0,2,5,1,1,7,12,36.84
139,Torrey Mitchell,MTL,C,78,983.2,8,9,4,5,17,58.62,68,11.76,7.92,124,98,79,40,5,11,38,16,14,2,0,17,39,43,47,63,56,410,342,54.52
140,Ryan Callahan,T.B,R,18,254.56666666667,2,2,1,1,4,57.14,22,9.09,2.0,42,33,20,6,4,0,23,6,4,1,1,7,10,7,48,27,13,5,4,55.56
141,Kris Versteeg,CGY,R,69,1016.1833333333,15,22,10,12,37,74.00,136,11.03,10.09,254,178,97,24,9,9,46,16,13,2,1,19,31,38,5,40,28,53,49,51.96
142,Adam Pardy,NSH,D,4,43.966666666667,0,0,0,0,0,0.00,4,0.00,0.13,6,5,1,0,0,1,6,3,3,0,0,0,0,1,3,6,3,0,0,-
143,Roman Polak,TOR,D,75,1344.05,4,7,2,5,11,24.44,64,6.25,1.94,165,102,25,4,2,7,65,24,20,3,1,8,49,16,232,123,133,0,1,0.00
144,Troy Brouwer,CGY,R,74,1200.4833333333,13,12,5,7,25,46.30,87,14.94,10.04,153,127,96,55,5,6,31,14,13,1,0,12,30,22,171,46,39,20,44,31.25
145,Matt Hunwick,TOR,D,72,1294.45,1,18,9,9,19,41.30,73,1.37,2.2,174,111,27,1,5,5,18,8,8,0,0,6,44,26,91,116,90,0,0,-
146,Daniel Winnik,WSH,L,72,929.88333333333,12,13,10,3,25,78.13,82,14.63,9.19,133,115,76,33,4,11,49,16,12,3,1,20,30,30,25,84,34,9,12,42.86
147,Adam Cracknell,DAL,R,69,721.75,10,6,3,3,16,55.17,87,11.49,8.38,170,127,94,43,7,10,12,5,5,0,0,16,16,19,91,52,37,135,160,45.76
148,Jannik Hansen,"S.J, VAN",R,43,690.23333333333,8,12,10,2,20,60.61,73,10.96,8.38,132,105,81,38,8,7,34,10,7,2,1,19,14,21,43,28,15,0,1,0.00
