,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
24,Steve Sullivan,"N.J, PHX",L,42,611.26666666667,7,10,4,6,17,58.62,61,11.48,6.2,109,76,64,31,3,6,24,8,7,0,1,5,15,15,12,38,3,3,3,50.00
25,Eric Boulton,NYI,L,15,85.1,0,0,0,0,0,-,5,0.00,0.35,13,9,2,0,1,1,36,8,3,4,1,4,1,1,23,11,6,0,0,-
26,Wade Redden,"BOS, STL",D,29,437.13333333333,3,4,2,2,7,33.33,28,10.71,1.41,68,46,17,1,1,4,11,4,3,1,0,2,5,7,16,40,30,0,0,-
27,Shane Doan,PHX,R,48,866.63333333333,13,14,7,7,27,62.79,129,10.08,11.77,220,167,121,55,9,15,37,17,16,1,0,13,20,23,118,57,10,4,11,26.67
28,Radek Dvorak,ANA,R,9,118.2,4,0,0,0,4,100.00,17,23.53,1.8,23,22,15,11,2,0,2,1,1,0,0,0,4,4,2,9,1,0,2,0.00
29,Jarome Iginla,"CGY, PIT",R,44,827.65,14,19,13,6,33,63.46,134,10.45,13.42,219,171,122,53,4,10,31,11,8,3,0,12,17,18,65,37,13,123,124,49.80
30,Jochen Hecht,BUF,C,47,643.8,5,9,6,3,14,60.87,69,7.25,5.12,107,91,57,25,9,3,18,9,9,0,0,5,13,22,24,30,27,147,206,41.64
31,Michal Handzus,"CHI, S.J",C,39,512.25,2,6,4,2,8,61.54,41,4.88,3.77,68,57,43,19,10,3,16,8,8,0,0,5,14,16,31,41,30,236,190,55.40
32,Stephane Robidas,DAL,D,48,1067.45,1,12,5,7,13,26.00,46,2.17,2.1,129,80,30,3,0,12,52,19,16,2,1,13,18,9,136,133,93,0,0,-
33,Filip Kuba,FLA,D,44,933.83333333333,1,9,4,5,10,32.26,50,2.00,2.26,82,66,16,4,2,7,24,12,12,0,0,5,17,14,37,40,69,0,0,-
34,Jody Shelley,PHI,L,1,7.9666666666667,0,0,0,0,0,-,0,-,0.03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,-
35,Chris Phillips,OTT,D,48,1010.1333333333,5,9,3,6,14,40.00,89,5.62,3.78,162,117,39,9,4,11,43,16,14,1,1,7,20,9,93,111,78,0,0,-
36,Derek Morris,PHX,D,39,834.45,0,11,4,7,11,42.31,68,0.00,2.66,153,111,19,2,2,9,36,18,18,0,0,6,15,10,92,54,69,0,0,-
37,Marty Reasoner,NYI,C,31,348.0,0,5,2,3,5,55.56,34,0.00,3.53,54,42,41,21,3,3,4,2,2,0,0,6,1,14,21,32,14,157,142,52.51
38,Daniel Briere,PHI,C,34,546.03333333333,6,10,4,6,16,57.14,87,6.90,9.98,143,106,81,45,1,9,10,5,5,0,0,10,13,7,15,25,6,62,73,45.93
39,Dainius Zubrus,N.J,C,22,369.26666666667,2,7,5,2,9,81.82,22,9.09,2.38,39,32,26,15,2,6,12,5,5,0,0,4,6,6,31,27,9,11,17,39.29
40,Cory Sarich,CGY,D,28,416.11666666667,0,2,1,1,2,20.00,14,0.00,0.38,38,20,10,0,2,1,16,5,3,2,0,4,13,6,43,56,33,0,0,-
41,Matt Cullen,MIN,C,42,667.43333333333,7,20,15,5,27,71.05,79,8.86,8.88,140,111,77,40,5,13,10,5,5,0,0,8,24,14,18,45,18,245,203,54.69
42,Steve Begin,CGY,L,36,287.76666666667,4,4,0,4,8,61.54,31,12.90,3.08,58,49,35,17,3,4,22,5,1,4,0,7,7,4,62,15,21,57,60,48.72
43,Zdeno Chara,BOS,D,48,1196.9333333333,7,12,10,2,19,35.19,119,5.88,5.19,248,173,51,7,2,9,70,28,25,2,1,9,34,12,101,64,64,0,1,0.00
44,Tom Poti,WSH,D,16,243.58333333333,0,2,2,0,2,25.00,8,0.00,0.52,24,13,5,1,0,2,2,1,1,0,0,3,5,2,5,15,15,0,0,-
45,Arron Asham,NYR,R,27,179.08333333333,2,0,0,0,2,50.00,14,14.29,1.36,24,17,16,6,2,1,50,12,5,6,1,10,3,5,39,15,4,5,5,50.00
46,Toni Lydman,ANA,D,35,678.55,0,6,3,3,6,28.57,28,0.00,1.76,61,41,19,3,2,5,12,6,6,0,0,0,19,6,83,42,76,0,0,-
47,Eric Belanger,EDM,C,26,367.23333333333,0,3,2,1,3,37.50,31,0.00,2.01,54,35,24,9,4,2,10,5,5,0,0,3,9,12,19,14,15,203,175,53.70
48,Michal Rozsival,CHI,D,27,489.01666666667,0,12,4,8,12,40.00,13,0.00,0.88,43,27,6,1,0,1,14,7,7,0,0,1,13,10,44,78,28,0,2,0.00
49,Brett Clark,MIN,D,8,112.53333333333,0,1,1,0,1,50.00,6,0.00,0.37,18,8,4,1,0,1,0,0,0,0,0,0,4,1,5,7,11,0,0,-
50,Craig Adams,PIT,R,48,535.76666666667,3,6,3,3,9,75.00,46,6.52,3.78,71,58,31,11,3,3,28,11,9,2,0,14,7,5,107,43,37,51,47,52.04
51,Tomas Kaberle,MTL,D,10,135.45,0,3,1,2,3,37.50,11,0.00,0.53,23,16,4,0,0,3,0,0,0,0,0,0,1,1,2,9,11,0,0,-
52,Sami Salo,T.B,D,46,965.31666666667,2,15,4,11,17,35.42,48,4.17,2.06,99,65,12,3,3,4,16,8,8,0,0,3,16,13,40,43,65,0,0,-
53,Francis Bouillon,MTL,D,48,867.65,1,8,4,4,9,20.45,46,2.17,1.64,101,59,18,2,0,5,21,9,8,1,0,6,34,9,78,65,50,0,0,-
54,Matt Cooke,PIT,L,48,706.21666666667,8,13,8,5,21,84.00,61,13.11,6.84,103,84,68,30,3,5,36,14,13,0,1,14,13,11,97,65,41,3,11,21.43
55,Shawn Thornton,BOS,L,45,364.76666666667,3,4,1,3,7,70.00,55,5.45,3.87,98,72,41,16,0,5,60,14,5,8,1,12,3,11,77,37,13,7,10,41.18
56,Joe Thornton,S.J,C,48,882.15,7,33,20,13,40,70.18,85,8.24,9.22,136,109,79,32,3,14,26,10,8,2,0,8,42,37,23,37,21,410,291,58.49
57,Patrick Marleau,S.J,L,48,917.31666666667,17,14,5,9,31,59.62,150,11.33,17.34,245,196,152,80,4,24,24,12,12,0,0,10,26,25,38,45,13,71,79,47.33
58,Olli Jokinen,WPG,C,45,770.71666666667,7,7,3,4,14,50.00,85,8.24,11.24,176,129,102,48,2,13,14,7,7,0,0,9,17,14,91,54,27,300,330,47.62
59,Eric Brewer,T.B,D,48,984.63333333333,4,8,5,3,12,26.67,56,7.14,2.43,136,80,28,3,3,5,30,15,15,0,0,2,30,13,88,52,94,0,0,-
60,Marian Hossa,CHI,R,40,721.65,17,14,7,7,31,68.89,116,14.66,11.55,205,152,104,32,2,7,16,8,8,0,0,7,14,48,12,33,13,1,2,33.33
61,Daniel Cleary,DET,R,48,789.28333333333,9,6,1,5,15,51.72,93,9.68,9.17,133,115,88,56,4,7,40,20,20,0,0,12,19,11,56,83,21,11,12,47.83
62,Scott Hannan,"NSH, S.J",D,33,638.5,0,1,1,0,1,7.69,25,0.00,0.91,53,33,9,0,1,3,22,8,6,2,0,4,10,9,35,42,54,0,0,-
63,Brenden Morrow,"DAL, PIT",L,44,653.93333333333,12,13,8,5,25,62.50,55,21.82,7.7,96,77,69,42,5,7,37,17,16,1,0,18,15,11,85,53,20,13,11,54.17
64,Henrik Tallinder,N.J,D,25,439.26666666667,1,3,1,2,4,33.33,22,4.55,1.04,76,36,15,1,0,3,10,5,5,0,0,3,7,6,15,52,15,0,0,-
65,Joe Corvo,CAR,D,40,750.38333333333,6,11,4,7,17,41.46,71,8.45,4.26,148,101,35,8,3,14,14,7,7,0,0,4,20,15,27,45,38,0,0,-
66,Jason Chimera,WSH,L,47,595.71666666667,3,11,6,5,14,70.00,92,3.26,6.15,139,111,70,26,10,8,48,17,14,2,1,11,20,10,73,64,12,21,15,58.33
67,Brian Campbell,FLA,D,48,1268.0,8,19,6,13,27,47.37,70,11.43,3.91,144,104,30,4,1,7,12,6,6,0,0,7,27,14,14,88,65,0,0,-
68,Andrew Ference,BOS,D,48,935.5,4,9,5,4,13,34.21,66,6.06,2.98,160,103,33,6,1,8,35,15,14,1,0,7,31,5,89,100,60,0,0,-
69,Martin St. Louis,T.B,R,48,1055.2,17,43,17,26,60,78.95,112,15.18,12.53,192,152,113,49,7,10,14,7,7,0,0,19,40,43,23,45,32,12,16,42.86
70,Pascal Dupuis,PIT,R,48,840.33333333333,20,18,6,12,38,63.33,140,14.29,15.11,258,199,145,58,8,13,26,13,13,0,0,8,13,29,83,44,36,27,30,47.37
71,Tom Kostopoulos,N.J,R,15,136.45,1,0,0,0,1,33.33,13,7.69,1.14,22,18,13,6,1,1,18,6,4,2,0,7,1,2,23,16,3,3,2,60.00
72,Dan Boyle,S.J,D,46,1048.7,7,13,6,7,20,37.74,97,7.22,8.72,235,154,81,24,5,15,25,11,10,1,0,7,42,16,29,46,81,0,0,-
73,Vincent Lecavalier,T.B,C,39,697.43333333333,10,22,15,7,32,65.31,86,11.63,9.23,136,115,84,43,3,6,29,10,7,3,0,12,7,12,74,34,13,404,338,54.45
74,David Legwand,NSH,C,48,884.43333333333,12,13,5,8,25,65.79,78,15.38,9.17,127,107,69,44,4,8,20,10,10,0,0,8,32,31,20,35,20,362,359,50.21
75,Brad Stuart,S.J,D,48,981.96666666667,0,6,2,4,6,17.14,39,0.00,1.97,131,69,28,2,5,10,25,11,10,1,0,10,27,15,87,114,89,0,0,-
76,Bryan Allen,ANA,D,41,768.28333333333,0,6,1,5,6,24.00,25,0.00,1.53,90,54,15,3,1,2,32,13,11,2,0,8,22,4,63,77,66,0,0,-
77,Manny Malhotra,VAN,C,9,100.16666666667,0,0,0,0,0,0.00,2,0.00,0.26,6,4,4,2,0,0,0,0,0,0,0,2,0,3,8,4,4,64,34,65.31
78,Mike Rupp,"MIN, NYR",L,40,334.26666666667,1,3,2,1,4,66.67,29,3.45,2.27,49,39,28,13,2,7,79,16,7,5,4,10,5,6,48,33,9,16,11,59.26
79,Alex Tanguay,CGY,L,40,774.36666666667,11,16,10,6,27,72.97,44,25.00,6.1,84,64,55,28,2,9,22,11,11,0,0,3,33,19,24,29,28,68,105,39.31
80,Robyn Regehr,"BUF, L.A",D,41,796.26666666667,0,4,1,3,4,16.67,27,0.00,0.96,68,51,7,0,2,1,23,10,9,1,0,5,21,1,100,71,69,0,0,-
81,Simon Gagne,"L.A, PHI",L,38,537.23333333333,5,11,5,6,16,64.00,76,6.58,7.75,135,103,76,33,4,7,8,4,4,0,0,4,10,17,24,33,15,2,0,100.00
82,Scott Gomez,S.J,C,39,527.81666666667,2,13,5,8,15,75.00,58,3.45,5.9,100,82,49,27,3,10,22,7,6,0,1,4,21,20,4,26,11,181,143,55.86
83,Nik Antropov,WPG,C,40,638.26666666667,6,12,8,4,18,60.00,56,10.71,5.48,97,71,57,27,3,5,16,8,8,0,0,8,19,15,76,29,27,128,176,42.11
84,John Erskine,WSH,D,30,553.86666666667,3,3,1,2,6,24.00,32,9.38,0.98,68,42,9,1,0,5,34,10,7,2,1,6,28,4,91,35,62,0,0,-
85,Mike Fisher,NSH,C,38,739.55,10,11,7,4,21,61.76,68,14.71,7.53,138,101,80,39,2,3,27,11,10,1,0,10,13,23,67,44,46,275,288,48.85
86,Mike Ribeiro,WSH,C,48,856.0,13,36,20,16,49,72.06,63,20.63,6.87,99,85,66,32,5,3,53,17,14,1,2,10,22,22,55,66,29,226,279,44.75
87,Brad Richards,NYR,C,46,865.66666666667,11,23,14,9,34,72.34,110,10.00,10.14,221,154,100,30,3,16,14,7,7,0,0,8,24,31,25,53,43,391,382,50.58
88,Erik Cole,"DAL, MTL",L,47,770.43333333333,9,4,1,3,13,33.33,86,10.47,10.42,170,129,100,56,5,13,20,10,10,0,0,21,17,18,101,67,27,22,45,32.84
89,Francois Beauchemin,ANA,D,48,1125.9833333333,6,18,5,13,24,40.00,74,8.11,5.03,148,101,37,11,4,8,22,11,11,0,0,3,35,17,81,56,111,0,0,-
90,Brian Gionta,MTL,R,48,869.91666666667,14,12,8,4,26,53.06,112,12.50,10.96,198,152,105,57,7,20,8,4,4,0,0,14,15,23,37,69,23,14,28,33.33
91,Alexei Ponikarovsky,"N.J, WPG",L,42,552.66666666667,4,5,2,3,9,52.94,51,7.84,5.48,101,81,64,31,5,3,14,7,7,0,0,4,7,4,81,36,15,2,5,28.57
92,Shawn Horcoff,EDM,C,31,522.5,7,5,1,4,12,38.71,41,17.07,5.05,60,51,40,23,3,2,24,12,12,0,0,6,19,6,24,10,20,245,255,49.00
93,Krys Barch,N.J,R,22,128.78333333333,0,0,0,0,0,0.00,4,0.00,0.53,9,7,5,5,0,0,44,9,2,6,1,7,2,0,25,12,3,1,1,50.00
94,Rob Scuderi,L.A,D,48,1045.9833333333,1,11,3,8,12,30.77,33,3.03,0.98,73,47,12,2,0,5,4,2,2,0,0,2,41,6,30,42,66,0,1,0.00
95,Mikael Samuelsson,DET,R,4,51.45,0,1,1,0,1,100.00,4,0.00,0.3,11,9,4,0,0,0,0,0,0,0,0,0,1,1,6,2,1,0,0,-
96,Kent Huskins,"DET, PHI",D,19,297.63333333333,0,1,1,0,1,16.67,4,0.00,0.19,17,11,3,0,0,1,4,2,2,0,0,5,5,0,18,33,37,0,0,-
97,Chris Neil,OTT,R,48,665.41666666667,4,8,4,4,12,50.00,87,4.60,8.09,136,111,81,41,2,7,142,38,26,6,6,27,9,13,206,81,10,3,3,50.00
98,Andrei Markov,MTL,D,48,1158.2166666667,10,20,12,8,30,47.62,79,12.66,5.45,175,113,43,13,3,12,14,7,7,0,0,7,50,18,22,43,60,0,0,-
99,Pavel Datsyuk,DET,C,47,948.51666666667,15,34,18,16,49,71.01,107,14.02,11.22,217,161,113,38,6,3,14,7,7,0,0,11,38,56,31,45,30,488,399,55.02
100,Toby Petersen,DAL,C,1,6.6666666666667,0,0,0,0,0,-,0,-,0.09,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,50.00
101,Michael Ryder,"DAL, MTL",R,46,738.23333333333,16,19,8,11,35,70.00,101,15.84,10.71,186,133,109,49,4,7,16,8,8,0,0,7,15,19,35,60,16,3,6,33.33
102,Mark Eaton,PIT,D,23,413.51666666667,0,0,0,0,0,0.00,8,0.00,0.32,32,15,8,0,1,2,4,2,2,0,0,4,3,2,9,31,33,0,0,-
103,Jeff Halpern,"MTL, NYR",C,46,468.48333333333,1,2,1,1,3,60.00,26,3.85,2.6,50,38,33,16,0,4,10,5,5,0,0,9,4,15,56,43,22,208,163,56.06
104,Daniel Sedin,VAN,L,47,894.0,12,28,16,12,40,75.47,138,8.70,11.53,221,177,121,60,7,8,18,9,9,0,0,14,21,16,15,49,7,3,4,42.86
105,Henrik Sedin,VAN,C,48,928.68333333333,11,34,18,16,45,77.59,70,15.71,8.41,114,91,69,43,5,10,24,12,12,0,0,15,19,21,22,30,9,440,451,49.38
106,Taylor Pyatt,NYR,L,48,628.81666666667,6,5,4,1,11,50.00,56,10.71,6.01,93,80,67,36,1,4,6,3,3,0,0,2,10,11,85,89,28,4,6,40.00
107,Barret Jackman,STL,D,46,888.78333333333,3,9,6,3,12,33.33,39,7.69,0.8,84,48,17,1,1,3,39,15,12,3,0,8,12,11,70,61,89,0,0,-
108,Martin Havlat,S.J,R,40,633.73333333333,8,10,7,3,18,69.23,89,8.99,9.08,144,116,84,43,6,8,30,11,10,0,1,7,20,8,6,30,13,1,5,16.67
109,Nolan Yonkman,FLA,D,7,68.383333333333,0,0,0,0,0,0.00,4,0.00,0.23,8,8,2,0,0,0,11,4,3,1,0,1,1,0,12,9,2,0,0,-
110,Jordan Leopold,"BUF, STL",D,39,781.98333333333,2,8,4,4,10,38.46,60,3.33,2.83,121,81,27,6,5,4,14,7,7,0,0,3,14,7,39,56,57,0,0,-
111,Adam Hall,"CAR, PHI, T.B",R,37,389.68333333333,0,4,3,1,4,50.00,34,0.00,2.7,52,47,28,9,5,2,23,6,4,1,1,7,6,11,59,29,26,141,110,56.18
112,Matt Carkner,NYI,D,22,277.0,0,2,2,0,2,20.00,19,0.00,0.58,41,30,4,0,0,0,46,17,13,4,0,7,7,3,27,28,19,0,0,-
113,Chris Kelly,BOS,C,34,509.08333333333,3,6,3,3,9,81.82,40,7.50,4.44,70,54,42,18,4,4,16,8,8,0,0,10,9,19,43,32,20,216,157,57.91
114,Brian McGrattan,"CGY, NSH",R,21,149.18333333333,3,0,0,0,3,100.00,18,16.67,1.19,31,23,10,6,2,1,49,8,2,3,3,7,2,3,32,13,6,0,1,0.00
115,Ryan Malone,T.B,L,24,377.71666666667,6,2,0,2,8,33.33,37,16.22,3.48,55,48,32,21,3,5,22,11,11,0,0,8,7,14,49,24,9,9,14,39.13
116,Derek MacKenzie,CBJ,C,43,444.56666666667,3,5,2,3,8,61.54,33,9.09,2.85,60,45,23,11,3,2,36,12,8,4,0,19,5,12,122,29,19,192,131,59.44
117,Martin Erat,"NSH, WSH",R,45,806.46666666667,5,19,8,11,24,77.42,69,7.25,7.36,124,89,71,35,0,7,30,14,14,0,0,8,35,18,48,55,12,32,30,51.61
118,Henrik Zetterberg,DET,L,46,944.05,11,37,19,18,48,78.69,173,6.36,15.59,278,223,156,61,2,15,18,9,9,0,0,11,27,29,20,46,10,263,281,48.35
119,Radim Vrbata,PHX,R,34,622.51666666667,12,16,10,6,28,77.78,106,11.32,8.41,174,140,76,32,11,15,14,7,7,0,0,3,11,18,26,13,14,10,22,31.25
120,George Parros,FLA,R,39,257.8,1,1,0,1,2,40.00,16,6.25,1.46,30,26,13,7,0,1,57,15,6,9,0,10,3,5,53,25,13,0,0,-
121,Radek Martinek,NYI,D,13,209.9,3,0,0,0,3,50.00,12,25.00,0.59,25,20,4,1,0,1,4,2,2,0,0,1,6,2,15,10,19,0,0,-
122,Douglas Murray,"PIT, S.J",D,43,756.21666666667,1,5,1,4,6,35.29,27,3.70,1.12,81,50,13,1,0,2,35,13,10,3,0,9,10,10,89,70,98,0,0,-
123,Jerred Smithson,"EDM, FLA",C,45,479.73333333333,3,3,3,0,6,66.67,29,10.34,3.28,48,38,29,13,2,1,12,6,6,0,0,6,7,8,96,30,30,265,213,55.44
124,Ruslan Fedotenko,PHI,L,47,590.96666666667,4,9,5,4,13,56.52,43,9.30,4.62,83,64,41,19,5,6,12,6,6,0,0,8,12,13,52,29,34,67,119,36.02
125,Joel Ward,WSH,R,39,590.01666666667,8,12,6,6,20,66.67,52,15.38,5.48,89,68,63,32,2,5,12,6,6,0,0,7,7,16,37,52,28,38,27,58.46
126,Mark Streit,NYI,D,48,1120.6666666667,6,21,8,13,27,48.21,83,7.23,5.5,206,120,40,13,6,12,22,11,11,0,0,6,37,20,34,56,86,0,0,-
127,Andy McDonald,STL,L,37,638.4,7,14,9,5,21,58.33,86,8.14,7.79,138,110,82,35,5,13,16,8,8,0,0,13,18,13,10,31,13,95,103,47.98
128,Mike Weaver,FLA,D,27,543.73333333333,1,8,3,5,9,47.37,21,4.76,0.81,44,28,9,2,0,2,8,4,4,0,0,6,10,4,49,61,51,0,0,-
129,Dany Heatley,MIN,L,36,667.21666666667,11,10,7,3,21,63.64,83,13.25,9.79,135,104,91,44,5,7,8,4,4,0,0,7,8,8,26,30,22,12,19,38.71
130,Marian Gaborik,"CBJ, NYR",R,47,870.41666666667,12,15,9,6,27,61.36,151,7.95,15.15,236,183,154,73,9,15,14,6,6,0,0,6,18,19,21,59,18,1,2,33.33
131,Rostislav Klesla,PHX,D,38,669.83333333333,2,6,3,3,8,34.78,44,4.55,1.86,96,66,16,3,1,5,22,11,11,0,0,3,5,4,40,70,60,0,0,-
132,Raffi Torres,"PHX, S.J",L,39,517.51666666667,7,11,6,5,18,81.82,60,11.67,5.58,101,88,59,32,2,8,17,7,6,1,0,7,16,12,87,44,15,6,7,46.15
133,Scott Hartnell,PHI,L,32,507.86666666667,8,3,3,0,11,40.74,74,10.81,8.89,128,109,82,43,5,11,70,28,25,2,1,21,21,11,68,45,21,3,1,75.00
134,Ron Hainsey,WPG,D,47,1074.4166666667,0,13,5,8,13,33.33,52,0.00,1.83,121,73,29,3,3,4,10,5,5,0,0,4,32,8,36,58,123,0,0,-
135,Brooks Orpik,PIT,D,46,1025.3166666667,0,8,3,5,8,16.67,32,0.00,0.73,72,44,13,1,0,1,32,16,16,0,0,10,19,5,119,74,114,0,0,-
136,Anton Volchenkov,N.J,D,37,593.95,1,4,1,3,5,27.78,38,2.63,1.44,77,57,9,3,0,3,37,13,11,1,1,5,10,7,51,61,50,0,0,-
137,Brad Boyes,NYI,R,48,874.11666666667,10,25,16,9,35,67.31,97,10.31,11.69,189,142,114,58,6,7,16,8,8,0,0,6,40,19,44,64,20,4,12,25.00
138,Steve Ott,BUF,C,48,890.78333333333,9,15,9,6,24,72.73,73,12.33,7.03,126,97,66,35,4,8,93,31,24,5,2,20,24,10,187,60,21,298,237,55.70
139,Justin Williams,L.A,R,48,815.51666666667,11,22,10,12,33,70.21,142,7.75,14.87,250,198,124,59,7,18,22,11,11,0,0,13,28,15,29,81,12,2,4,33.33
140,Niklas Kronwall,DET,D,48,1169.3666666667,5,24,9,15,29,46.03,68,7.35,4.32,182,106,48,8,0,11,44,21,21,0,0,12,21,11,42,52,83,0,0,-
141,Nick Schultz,EDM,D,48,894.35,1,8,3,5,9,33.33,33,3.03,1.47,68,47,5,2,0,2,24,11,11,0,0,3,27,9,52,87,106,0,2,0.00
142,Tomas Kopecky,FLA,R,47,831.21666666667,15,12,7,5,27,69.23,93,16.13,9.81,166,126,79,31,8,7,28,10,9,0,1,13,11,24,23,78,25,42,44,48.84
143,Kurtis Foster,PHI,D,23,301.1,1,4,2,2,5,31.25,21,4.76,0.84,52,34,11,3,1,5,25,7,5,1,1,1,3,3,16,23,16,0,0,-
144,Jarret Stoll,L.A,C,48,792.88333333333,7,11,6,5,18,69.23,73,9.59,6.0,120,95,58,21,2,4,28,14,14,0,0,10,12,8,107,66,44,418,328,56.03
145,Andreas Lilja,PHI,D,4,67.116666666667,0,0,0,0,0,0.00,2,0.00,0.18,7,5,3,0,2,0,0,0,0,0,0,0,3,1,12,4,7,0,0,-
146,Antoine Vermette,PHX,C,48,875.8,13,8,3,5,21,63.64,91,14.29,12.32,157,129,101,51,8,9,36,17,17,0,0,16,7,24,63,62,35,482,357,57.45
147,Paul Martin,PIT,D,34,861.05,6,17,9,8,23,41.82,38,15.79,2.55,101,58,37,6,1,13,16,8,8,0,0,2,12,14,17,44,50,0,0,-
148,Lubomir Visnovsky,NYI,D,35,798.18333333333,3,11,3,8,14,28.57,69,4.35,3.78,143,87,40,12,2,9,20,10,10,0,0,4,30,13,20,29,52,0,0,-
