,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
59,Chris Kelly,BOS,C,80,1211.2666666667,7,21,9,12,28,70.00,112,6.25,10.47,188,154,110,51,7,13,48,17,14,2,1,20,16,28,126,76,61,262,277,48.61
60,Brian McGrattan,CGY,R,8,53.1,0,0,0,0,0,-,10,0.00,0.55,15,14,6,2,0,0,4,2,2,0,0,1,0,3,11,6,1,0,0,-
61,Ryan Malone,NYR,L,6,60.166666666667,0,0,0,0,0,0.00,6,0.00,1.06,8,8,7,6,0,1,4,2,2,0,0,2,3,0,14,6,2,1,0,100.00
62,Derek MacKenzie,FLA,C,82,1020.9666666667,5,6,2,4,11,68.75,72,6.94,8.67,125,101,56,29,10,8,45,21,20,1,0,20,12,26,273,88,51,543,479,53.13
63,Martin Erat,ARI,R,79,1253.3833333333,9,23,14,9,32,60.38,91,9.89,10.06,180,129,108,48,2,11,48,24,24,0,0,11,26,27,96,135,25,0,6,0.00
64,Henrik Zetterberg,DET,L,77,1471.55,17,49,30,19,66,70.21,227,7.49,20.07,419,317,210,71,6,20,32,16,16,0,0,15,29,37,55,94,26,541,523,50.85
65,Radim Vrbata,VAN,R,79,1312.3333333333,31,32,18,14,63,71.59,267,11.61,21.99,451,355,192,68,18,15,20,10,10,0,0,6,26,33,44,43,25,5,4,55.56
66,Joel Ward,WSH,R,82,1382.6666666667,19,15,10,5,34,56.67,138,13.77,18.34,233,195,148,86,8,20,30,15,15,0,0,19,19,39,53,115,38,60,67,47.24
67,Mark Streit,PHI,D,81,1811.8,9,43,24,19,52,48.15,144,6.25,8.86,316,196,73,18,6,20,36,18,18,0,0,10,41,16,63,105,103,0,0,-
68,Mike Weaver,MTL,D,31,439.08333333333,0,4,0,4,4,25.00,8,0.00,0.31,33,18,7,1,1,3,6,3,3,0,0,2,17,5,35,70,61,0,0,-
69,Dany Heatley,ANA,L,6,72.75,0,0,0,0,0,0.00,8,0.00,0.94,13,11,6,4,0,1,0,0,0,0,0,0,0,1,5,8,3,0,0,-
70,Marian Gaborik,L.A,R,69,1167.1333333333,27,20,14,6,47,58.75,174,15.52,21.75,288,233,183,93,11,21,16,8,8,0,0,7,43,18,39,70,6,1,0,100.00
71,Scott Hartnell,CBJ,L,77,1331.8666666667,28,32,21,11,60,65.93,204,13.73,21.74,308,257,191,101,7,22,100,43,40,2,1,22,40,36,160,95,38,7,7,50.00
72,Ron Hainsey,CAR,D,81,1708.8333333333,2,8,5,3,10,19.61,83,2.41,3.39,175,118,43,11,2,13,16,8,8,0,0,4,48,22,110,101,120,1,0,100.00
73,Brooks Orpik,WSH,D,78,1699.8166666667,0,19,7,12,19,27.54,66,0.00,1.7,168,90,43,2,4,11,66,33,33,0,0,16,37,11,306,130,192,0,0,-
74,Anton Volchenkov,NSH,D,46,606.2,0,7,1,6,7,29.17,35,0.00,1.27,79,51,22,2,2,3,14,7,7,0,0,3,13,3,93,102,48,0,0,-
75,Brad Boyes,FLA,R,78,1220.7333333333,14,24,18,6,38,62.30,151,9.27,15.41,261,213,149,58,12,11,20,10,10,0,0,5,31,41,60,82,38,97,76,56.07
76,Steve Ott,STL,C,78,907.46666666667,3,9,4,5,12,66.67,49,6.12,4.38,105,73,49,18,5,5,86,34,28,6,0,29,8,21,184,77,14,160,124,56.34
77,Justin Williams,L.A,R,81,1279.9166666667,18,23,10,13,41,62.12,174,10.34,16.48,307,240,152,70,5,10,29,13,12,1,0,22,57,25,29,129,24,3,3,50.00
78,Niklas Kronwall,DET,D,80,1907.05,9,35,13,22,44,44.90,101,8.91,6.04,215,140,54,13,1,12,40,20,20,0,0,4,52,11,91,83,106,1,0,100.00
79,Nick Schultz,PHI,D,80,1523.75,2,13,4,9,15,34.09,69,2.90,3.46,155,108,36,7,2,3,47,22,21,1,0,8,23,6,113,172,166,0,0,-
80,Tomas Kopecky,FLA,R,64,825.83333333333,2,6,5,1,8,72.73,106,1.89,8.64,184,144,77,38,10,8,28,14,14,0,0,17,12,11,88,104,22,3,1,75.00
81,Jarret Stoll,L.A,C,73,1130.75,6,11,6,5,17,41.46,83,7.23,8.18,135,113,76,42,3,6,58,29,29,0,0,15,17,11,167,92,57,592,569,50.99
82,Antoine Vermette,"ARI, CHI",C,82,1463.0333333333,13,25,15,10,38,61.29,109,11.93,12.63,188,148,118,57,6,10,40,19,19,0,0,7,36,30,80,106,50,872,705,55.29
83,Paul Martin,PIT,D,74,1687.05,3,17,11,6,20,28.99,61,4.92,3.77,163,104,38,11,3,12,20,10,10,0,0,7,37,24,60,109,139,0,0,-
84,Dominic Moore,NYR,C,82,1132.4,10,17,9,8,27,67.50,116,8.62,10.91,204,157,107,51,7,11,28,14,14,0,0,14,19,30,55,99,45,585,489,54.47
85,Lubomir Visnovsky,NYI,D,53,1034.95,5,15,9,6,20,37.74,85,5.88,5.22,181,120,57,11,1,10,8,4,4,0,0,7,46,46,38,29,61,0,1,0.00
86,Matt Hendricks,EDM,L,71,933.8,8,8,6,2,16,64.00,103,7.77,9.44,172,140,79,37,7,8,76,26,18,8,0,17,15,31,220,115,72,98,100,49.49
87,Travis Moen,"DAL, MTL",L,44,412.8,3,6,4,2,9,60.00,34,8.82,3.14,55,46,41,18,3,2,18,6,4,2,0,4,7,7,62,54,24,0,4,0.00
88,John-Michael Liles,CAR,D,57,1091.4833333333,2,20,6,14,22,57.89,90,2.22,4.89,194,135,56,9,6,10,14,7,7,0,0,11,38,19,71,134,74,0,0,-
89,Deryk Engelland,CGY,D,76,1093.1833333333,2,9,3,6,11,36.67,51,3.92,1.62,117,76,18,0,2,2,53,16,9,7,0,11,38,20,132,112,141,0,0,-
90,Paul Gaustad,NSH,C,73,907.65,4,10,5,5,14,58.33,54,7.41,3.99,102,74,44,24,4,6,60,21,15,6,0,18,10,19,143,58,58,619,478,56.43
91,Colton Orr,TOR,R,1,6.1,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
92,Jason Spezza,DAL,C,82,1412.25,17,45,19,26,62,63.92,204,8.33,22.36,412,313,198,81,10,31,28,14,14,0,0,17,75,51,16,66,26,682,580,54.04
93,Stephen Weiss,DET,C,52,589.85,9,16,7,9,25,69.44,52,17.31,6.74,91,70,63,36,1,5,16,8,8,0,0,3,18,9,19,35,12,10,11,47.62
94,Mikko Koivu,MIN,C,80,1540.1,14,34,17,17,48,60.76,179,7.82,18.22,301,236,146,65,5,15,38,19,19,0,0,6,26,60,40,58,41,989,802,55.22
95,Tuomo Ruutu,N.J,L,77,836.6,7,6,2,4,13,81.25,74,9.46,6.67,122,102,79,31,7,3,28,14,14,0,0,16,22,15,174,123,23,4,5,44.44
96,Dan Hamhuis,VAN,D,59,1270.3666666667,1,22,10,12,23,38.98,82,1.22,3.74,178,112,45,10,4,10,44,19,17,2,0,12,47,18,82,97,71,0,0,-
97,Ales Hemsky,DAL,R,76,1036.6833333333,11,21,8,13,32,62.75,140,7.86,10.34,255,179,127,39,6,12,16,8,8,0,0,14,37,30,22,99,35,0,0,-
98,R.J. Umberger,PHI,C,67,925.85,9,6,5,1,15,60.00,96,9.38,9.84,177,137,106,54,8,10,19,8,7,1,0,12,11,9,114,99,40,9,13,40.91
99,Carlo Colaiacovo,PHI,D,33,544.0,2,6,4,2,8,50.00,42,4.76,2.58,108,72,32,6,2,4,10,5,5,0,0,1,18,10,46,41,33,0,0,-
100,Marcel Goc,"PIT, STL",C,74,864.46666666667,3,6,1,5,9,60.00,77,3.90,6.12,130,106,68,23,1,4,8,4,4,0,0,3,13,18,87,57,35,372,313,54.31
101,Tim Gleason,"CAR, WSH",D,72,1175.9166666667,1,8,4,4,9,27.27,54,1.85,1.71,110,80,17,3,2,4,55,19,14,5,0,26,22,11,167,70,108,0,0,-
102,Derek Roy,"EDM, NSH",C,72,1128.3666666667,12,20,15,5,32,62.75,113,10.62,14.44,196,157,125,68,9,9,24,11,11,0,0,15,34,42,32,45,43,407,502,44.77
103,Tim Jackman,ANA,R,55,460.93333333333,5,2,0,2,7,70.00,55,9.09,5.04,101,84,48,26,8,5,86,23,13,8,2,24,6,6,110,81,19,10,4,71.43
104,Fedor Tyutin,CBJ,D,67,1334.9,3,12,4,8,15,30.61,56,5.36,2.19,131,92,27,5,3,1,40,20,20,0,0,6,23,10,106,148,117,0,0,-
105,Mike Cammalleri,N.J,L,68,1246.5166666667,27,15,7,8,42,67.74,157,17.20,17.38,259,204,153,55,8,9,28,14,14,0,0,9,33,29,30,41,17,119,163,42.20
106,Chris Thorburn,WPG,R,81,655.01666666667,7,7,2,5,14,66.67,67,10.45,5.94,126,91,65,29,9,7,76,22,13,8,1,22,12,9,126,78,29,36,20,64.29
107,Jason Pominville,MIN,R,82,1498.9833333333,18,36,23,13,54,64.29,252,7.14,18.67,433,336,186,64,13,27,8,4,4,0,0,16,21,35,44,96,32,39,48,44.83
108,Jay McClement,CAR,C,82,1113.3833333333,7,14,8,6,21,53.85,68,10.29,7.69,121,96,79,47,3,11,17,7,6,1,0,5,14,42,79,89,53,549,441,55.45
109,Tomas Plekanec,MTL,C,82,1570.7666666667,26,34,20,14,60,78.95,248,10.48,23.4,392,316,203,66,17,21,46,19,18,0,1,17,42,30,47,78,55,777,780,49.90
110,Jay Harrison,"CAR, WPG",D,55,876.28333333333,3,6,4,2,9,31.03,50,6.00,2.74,130,79,31,6,2,5,65,24,20,3,1,7,32,16,76,52,74,0,0,-
111,Stephane Veilleux,MIN,L,12,92.333333333333,1,1,0,1,2,66.67,9,11.11,0.52,12,10,5,2,0,0,10,5,5,0,0,4,0,2,9,8,8,0,1,0.00
112,Patrick Sharp,CHI,L,68,1143.1333333333,16,27,15,12,43,71.67,230,6.96,17.85,413,306,185,68,13,17,33,15,14,1,0,15,25,38,74,111,15,53,55,49.07
113,Jordin Tootoo,N.J,R,68,711.11666666667,10,5,4,1,15,60.00,75,13.33,6.87,118,99,64,31,4,7,72,24,16,8,0,17,29,17,127,68,8,1,0,100.00
114,Christian Ehrhoff,PIT,D,49,1066.1833333333,3,11,6,5,14,29.17,110,2.73,5.23,226,167,55,6,3,13,26,13,13,0,0,12,21,12,73,76,49,0,0,-
115,Cody McCormick,BUF,C,33,386.55,1,3,3,0,4,66.67,31,3.23,2.42,55,40,24,12,2,3,40,13,10,2,1,14,10,3,77,16,29,147,147,50.00
116,Kevin Bieksa,VAN,D,60,1250.0,4,10,4,6,14,25.45,99,4.04,5.53,206,139,59,18,11,16,77,29,25,3,1,12,64,19,109,73,93,0,0,-
117,Dennis Seidenberg,BOS,D,82,1812.2666666667,3,11,3,8,14,22.58,103,2.91,3.57,209,136,35,6,2,8,34,17,17,0,0,9,24,8,212,293,146,0,0,-
118,Ryane Clowe,N.J,L,13,203.73333333333,1,3,2,1,4,44.44,15,6.67,1.28,26,18,14,7,1,2,4,2,2,0,0,1,3,3,21,14,1,0,1,0.00
119,Marek Zidlicky,"DET, N.J",D,84,1760.3333333333,7,27,12,15,34,43.04,130,5.38,8.66,289,189,74,12,3,10,56,26,26,0,0,16,44,20,95,111,92,0,1,0.00
120,Jussi Jokinen,FLA,L,81,1355.7833333333,8,36,19,17,44,73.33,134,5.97,11.39,217,170,120,40,9,13,34,17,17,0,0,14,26,29,52,67,50,126,124,50.40
121,Brooks Laich,WSH,C,66,971.73333333333,7,13,7,6,20,62.50,106,6.60,11.43,171,135,104,49,4,9,24,12,12,0,0,11,25,25,107,112,53,87,111,43.94
122,David Moss,ARI,R,60,774.85,4,8,5,3,12,66.67,96,4.17,11.32,166,131,107,57,6,15,24,11,11,0,0,5,10,18,115,58,36,6,7,46.15
123,Johnny Oduya,CHI,D,76,1541.7333333333,2,8,5,3,10,20.41,76,2.63,2.84,199,110,48,3,3,6,26,13,13,0,0,13,44,22,69,139,123,0,0,-
124,PA Parenteau,MTL,R,56,839.33333333333,8,14,9,5,22,59.46,97,8.25,9.88,177,132,103,40,4,10,30,11,10,0,1,12,13,18,32,60,19,10,16,38.46
125,Vernon Fiddler,DAL,C,80,1050.1166666667,13,16,12,4,29,69.05,132,9.85,11.31,227,182,122,52,11,10,34,14,12,2,0,28,21,32,43,84,61,569,528,51.87
126,Zbynek Michalek,"ARI, STL",D,68,1411.7333333333,4,8,4,4,12,24.49,86,4.65,2.58,189,120,37,3,8,10,18,9,9,0,0,8,26,16,85,175,160,0,0,-
127,Dennis Wideman,CGY,D,80,1971.4,15,41,15,26,56,50.00,173,8.67,10.71,413,251,107,15,10,20,34,17,17,0,0,26,92,51,94,166,184,0,0,-
128,Matt Ellis,BUF,L,39,324.63333333333,1,1,1,0,2,40.00,29,3.45,1.75,40,35,18,8,1,1,4,2,2,0,0,2,2,12,10,33,16,100,105,48.78
129,Tomas Fleischmann,"ANA, FLA",L,66,970.38333333333,8,19,16,3,27,58.70,131,6.11,10.56,233,177,121,51,10,8,12,6,6,0,0,13,15,30,64,79,15,4,10,28.57
130,Rick Nash,NYR,R,79,1378.7833333333,42,27,20,7,69,71.88,304,13.82,30.6,494,384,262,130,24,27,36,18,18,0,0,11,42,74,45,64,33,2,2,50.00
131,Valtteri Filppula,T.B,C,82,1559.3666666667,12,36,18,18,48,62.34,91,13.19,10.34,160,120,96,41,6,9,24,12,12,0,0,22,27,50,25,81,29,621,564,52.41
132,Keith Ballard,MIN,D,14,168.76666666667,0,1,0,1,1,12.50,5,0.00,0.15,10,7,4,0,0,0,26,10,8,2,0,7,5,2,15,20,20,0,0,-
133,Adam Burish,S.J,R,20,222.9,1,2,2,0,3,100.00,22,4.55,1.55,38,31,17,8,1,1,33,11,9,1,1,8,2,4,11,25,19,57,50,53.27
134,Ryan Craig,CBJ,C,2,14.55,0,0,0,0,0,0.00,2,0.00,0.19,3,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-
135,Tom Gilbert,MTL,D,72,1392.4333333333,4,8,3,5,12,24.00,70,5.71,2.76,154,101,35,4,1,4,30,13,13,0,0,7,53,11,55,153,164,0,0,-
136,Scottie Upshall,FLA,R,63,798.96666666667,8,7,4,3,15,75.00,93,8.60,8.33,163,125,81,34,12,9,28,14,14,0,0,19,7,19,128,88,27,34,31,52.31
137,Trevor Daley,DAL,D,68,1555.5166666667,16,22,14,8,38,46.34,113,14.16,8.95,244,174,90,19,7,14,34,17,17,0,0,12,32,29,29,62,123,0,0,-
138,Alexander Semin,CAR,R,57,907.65,6,13,7,6,19,51.35,93,6.45,8.91,207,137,105,38,9,16,32,16,16,0,0,18,34,48,30,70,17,3,6,33.33
139,Matt Greene,L.A,D,82,1295.6833333333,3,6,2,4,9,20.93,69,4.35,2.01,175,116,31,3,4,11,54,20,17,2,1,6,48,8,209,147,129,0,0,-
140,Frans Nielsen,NYI,C,78,1293.2166666667,14,29,18,11,43,58.90,157,8.92,17.67,310,227,184,71,12,17,12,6,6,0,0,16,38,56,48,128,80,506,544,48.19
141,Jay Bouwmeester,STL,D,72,1631.8833333333,2,11,6,5,13,20.31,92,2.17,5.01,199,148,42,5,6,5,24,12,12,0,0,2,18,14,42,132,99,0,0,-
142,Joakim Lindstrom,"STL, TOR",C,53,576.4,4,6,3,3,10,76.92,61,6.56,5.32,118,84,62,18,1,4,12,6,6,0,0,9,13,20,14,63,5,7,16,30.43
143,Boyd Gordon,EDM,C,68,906.13333333333,6,7,3,4,13,56.52,65,9.23,6.93,114,94,58,34,0,9,17,7,6,1,0,9,19,21,31,80,80,681,537,55.91
144,Matt Stajan,CGY,C,59,707.86666666667,7,10,6,4,17,70.83,46,15.22,5.7,91,62,50,22,8,8,28,14,14,0,0,8,30,33,72,50,21,303,299,50.33
145,Gregory Campbell,BOS,C,70,849.45,6,6,3,3,12,60.00,64,9.38,6.05,106,81,62,31,4,6,45,14,9,5,0,12,12,13,119,87,41,339,293,53.64
146,Max Talbot,"BOS, COL",C,81,1102.45,5,13,9,4,18,51.43,97,5.15,7.27,145,118,79,40,5,8,29,12,11,1,0,20,16,44,132,111,51,76,82,48.10
147,Sean Bergenheim,"FLA, MIN",L,56,734.56666666667,9,10,6,4,19,67.86,108,8.33,10.01,187,157,109,49,11,8,40,16,15,0,1,12,10,34,73,69,13,2,4,33.33
148,Eric Nystrom,NSH,L,60,791.68333333333,7,5,2,3,12,57.14,60,11.67,5.95,97,81,43,17,3,4,15,6,5,1,0,12,11,9,104,58,29,4,8,33.33
