Simulation,PlayerID,Player,Position,Team,Age,Games Played,Goals,Assists,Points
1,8474564,Steven Stamkos,C,TBL,33,79,34,44,78
1,8479343,Clayton Keller,R,ARI,25,82,33,45,78
1,8476454,Ryan Nugent-Hopkins,C,EDM,30,82,23,55,78
1,8480803,Evan Bouchard,D,EDM,24,82,18,60,78
1,8477946,Dylan Larkin,C,DET,27,76,38,39,77
1,8480018,Nick Suzuki,C,MTL,24,82,31,46,77
1,8481559,Jack Hughes,C,NJD,22,65,26,51,77
1,8475167,Victor Hedman,D,TBL,33,80,16,61,77
1,8473419,Brad Marchand,L,BOS,35,82,42,34,76
1,8478449,Roope Hintz,C,DAL,27,80,34,42,76
1,8475158,Ryan O'Reilly,C,NSH,32,82,30,46,76
1,8479542,Brandon Hagel,L,TBL,25,82,29,47,76
1,8475184,Chris Kreider,L,NYR,32,82,43,32,75
1,8470794,Joe Pavelski,C,DAL,39,82,32,43,75
1,8476389,Vincent Trocheck,C,NYR,30,82,29,46,75
1,8475786,Zach Hyman,L,EDM,31,81,47,27,74
1,8481540,Cole Caufield,R,MTL,22,82,30,44,74
1,8474600,Roman Josi,D,NSH,33,82,16,57,73
1,8477402,Pavel Buchnevich,L,STL,28,80,27,45,72
1,8477942,Kevin Fiala,L,LAK,27,82,24,48,72
1,8477500,Bo Horvat,C,NYI,28,81,33,38,71
1,8471685,Anze Kopitar,C,LAK,36,82,28,43,71
1,8479323,Adam Fox,D,NYR,25,72,13,58,71
1,8479385,Jordan Kyrou,C,STL,25,82,30,40,70
1,8477501,Valeri Nichushkin,R,COL,28,67,32,37,69
1,8478403,Jack Eichel,C,VGK,27,70,28,40,68
1,8480208,Drake Batherson,R,OTT,25,82,27,41,68
1,8480839,Rasmus Dahlin,D,BUF,23,81,23,45,68
1,8482116,Tim Stützle,C,OTT,21,82,17,51,68
1,8478975,Mason Marchment,L,DAL,28,81,29,38,67
1,8476539,Jonathan Marchessault,R,VGK,33,81,42,24,66
1,8475794,Tyler Seguin,C,DAL,31,82,27,39,66
1,8479337,Alex DeBrincat,R,DET,26,82,26,40,66
1,8480801,Brady Tkachuk,L,OTT,24,82,37,28,65
1,8476881,Tomas Hertl,C,SJS,30,76,28,37,65
1,8477960,Adrian Kempe,R,LAK,27,82,22,43,65
1,8475913,Mark Stone,R,VGK,31,81,19,46,65
1,8482093,Seth Jarvis,C,CAR,21,81,24,40,64
1,8475692,Mats Zuccarello,R,MIN,36,73,18,46,64
1,8480002,Nico Hischier,C,NJD,24,70,29,34,63
1,8475172,Nazem Kadri,C,CGY,33,82,27,36,63
1,8480797,Joel Farabee,L,PHI,23,81,25,38,63
1,8478366,Frank Vatrano,R,ANA,29,82,32,30,62
1,8475754,Brock Nelson,C,NYI,32,82,28,34,62
1,8477496,Elias Lindholm,C,VAN,29,81,24,38,62
1,8478493,Joel Eriksson Ek,C,MIN,26,82,34,27,61
1,8475810,Bryan Rust,R,PIT,31,69,28,33,61
1,8475765,Vladimir Tarasenko,R,OTT,32,80,27,34,61
1,8478873,Troy Terry,R,ANA,26,79,23,38,61
1,8475745,Charlie Coyle,C,BOS,31,82,22,39,61
1,8482078,Lucas Raymond,L,DET,21,82,22,39,61
1,8477949,Alex Tuch,R,BUF,27,75,23,37,60
1,8474679,Gustav Nyquist,C,NSH,34,82,21,39,60
1,8476346,Johnny Gaudreau,L,CBJ,30,81,16,44,60
1,8479999,Casey Mittelstadt,C,BUF,25,82,15,45,60
1,8471214,Alex Ovechkin,L,WSH,38,79,26,33,59
1,8476460,Mark Scheifele,C,WPG,30,75,22,37,59
1,8474578,Erik Karlsson,D,PIT,33,82,12,47,59
1,8478407,Vince Dunn,D,SEA,27,78,12,47,59
1,8476875,Mike Matheson,D,MTL,29,82,9,50,59
1,8476448,William Karlsson,C,VGK,30,69,24,34,58
1,8475166,John Tavares,C,TOR,33,80,22,36,58
1,8473512,Claude Giroux,R,OTT,35,82,20,38,58
1,8476882,Teuvo Teravainen,L,CAR,29,81,28,29,57
1,8476399,Blake Coleman,C,CGY,32,82,26,31,57
1,8482124,Quinton Byfield,R,LAK,21,80,24,33,57
1,8471215,Evgeni Malkin,C,PIT,37,82,21,36,57
1,8477955,Jared McCann,L,SEA,27,81,33,23,56
1,8481557,Matt Boldy,L,MIN,22,75,26,30,56
1,8477416,Oliver Bjorkstrand,R,SEA,28,82,19,37,56
1,8478440,Dylan Strome,C,WSH,26,82,31,24,55
1,8477497,Sean Monahan,C,WPG,29,83,21,34,55
1,8478460,Zach Werenski,D,CBJ,26,69,4,51,55
1,8475726,Tyler Toffoli,R,NJD,31,80,31,23,54
1,8480039,Martin Necas,C,CAR,24,76,22,32,54
1,8480830,Andrei Svechnikov,R,CAR,23,60,20,34,54
1,8474037,James van Riemsdyk,L,BOS,34,78,19,35,54
1,8481542,Moritz Seider,D,DET,22,82,9,45,54
1,8476853,Morgan Rielly,D,TOR,29,79,8,46,54
1,8480015,Owen Tippett,R,PHI,24,77,29,24,53
1,8474641,Adam Henrique,C,ANA,33,81,25,28,53
1,8482740,Wyatt Johnston,C,DAL,20,82,25,28,53
1,8481711,Matias Maccelli,L,ARI,23,82,11,42,53
1,8477951,Nick Schmaltz,C,ARI,27,79,26,26,52
1,8479325,Charlie McAvoy,D,BOS,26,74,10,42,52
1,8479420,Tage Thompson,C,BUF,26,72,28,23,51
1,8475784,Jeff Skinner,L,BUF,31,74,28,23,51
1,8477935,Sam Bennett,C,FLA,27,70,22,29,51
1,8476479,Phillip Danault,C,LAK,30,82,16,35,51
1,8477504,Josh Morrissey,D,WPG,28,81,11,40,51
1,8479675,Trevor Moore,L,LAK,28,82,27,23,50
1,8477346,MacKenzie Weegar,D,CGY,29,82,23,27,50
1,8478047,Michael Bunting,L,CAR,28,80,17,33,50
1,8476906,Shayne Gostisbehere,D,DET,30,81,10,40,50
1,8475798,Mikael Granlund,C,SJS,31,68,8,42,50
1,8479425,Filip Hronek,D,VAN,26,81,5,45,50
1,8477948,Travis Sanheim,D,PHI,27,80,5,45,50
1,8478474,Lawson Crouse,L,ARI,26,81,30,19,49
1,8482175,JJ Peterka,R,BUF,21,82,25,24,49
1,8477940,Nikolaj Ehlers,L,WPG,27,81,21,28,49
1,8481068,Yegor Sharangovich,C,CGY,25,82,24,24,48
1,8477494,Jonathan Drouin,L,COL,28,80,18,30,48
1,8478401,Pavel Zacha,C,BOS,26,78,14,34,48
1,8478396,Noah Hanifin,D,CGY,26,82,13,35,48
1,8478397,Rasmus Andersson,D,CGY,27,78,11,37,48
1,8475169,Evander Kane,L,EDM,32,81,28,19,47
1,8476456,Jonathan Huberdeau,C,CGY,30,81,13,34,47
1,8471724,Kris Letang,D,PIT,36,82,7,40,47
1,8474590,John Carlson,D,WSH,33,82,5,42,47
1,8482149,Cole Perfetti,C,WPG,21,81,20,26,46
1,8478519,Anthony Cirelli,C,TBL,26,81,18,28,46
1,8478233,Andrew Mangiapane,L,CGY,27,81,17,29,46
1,8481528,Dylan Cozens,C,BUF,22,79,16,30,46
1,8477451,Ryan Hartman,R,MIN,29,77,26,19,45
1,8482109,Alexis Lafrenière,L,NYR,22,82,20,25,45
1,8475170,Brayden Schenn,C,STL,32,82,19,26,45
1,8475760,Nick Bjugstad,C,ARI,31,82,19,26,45
1,8474563,Drew Doughty,D,LAK,34,82,16,29,45
1,8473994,Jamie Benn,L,DAL,34,82,14,31,45
1,8477998,Warren Foegele,L,EDM,27,82,14,31,45
1,8482122,Brock Faber,D,MIN,21,82,7,38,45
1,8479400,Pierre-Luc Dubois,C,LAK,25,82,22,22,44
1,8479365,Trent Frederic,C,BOS,25,82,20,24,44
1,8474586,Jordan Eberle,R,SEA,33,78,17,27,44
1,8480798,Philipp Kurashev,C,CHI,24,75,12,32,44
1,8476458,Ryan Strome,C,ANA,30,79,12,32,44
1,8477021,Alex Kerfoot,C,ARI,29,82,11,33,44
1,8480036,Miro Heiskanen,D,DAL,24,72,8,36,44
1,8478398,Kyle Connor,L,WPG,27,65,28,15,43
1,8482089,Jake Neighbours,L,STL,21,82,28,15,43
1,8480014,Gabriel Vilardi,C,WPG,24,61,22,21,43
1,8475151,Kyle Palmieri,C,NYI,32,82,20,23,43
1,8481624,Ilya Mikheyev,R,VAN,29,77,20,23,43
1,8475287,Erik Haula,L,NJD,32,75,19,24,43
1,8482745,Mason McTavish,C,ANA,20,74,19,24,43
1,8481581,Thomas Harley,D,DAL,22,79,18,25,43
1,8474150,Mikael Backlund,C,CGY,34,82,17,26,43
1,8478038,Devon Toews,D,COL,29,82,12,31,43
1,8480434,Sean Durzi,D,ARI,25,76,10,33,43
1,8477503,Max Domi,C,TOR,28,82,10,33,43
1,8476792,Torey Krug,D,STL,32,82,3,40,43
1,8482079,Marco Rossi,C,MIN,22,82,22,20,42
1,8477456,J.T. Compher,L,DET,28,77,18,24,42
1,8483515,Juraj Slafkovsky,L,MTL,19,82,18,24,42
1,8474141,Patrick Kane,R,DET,35,51,17,25,42
1,8477429,Andrew Copp,C,DET,29,81,16,26,42
1,8482684,Luke Hughes,D,NJD,20,81,14,28,42
1,8478542,Evan Rodrigues,C,FLA,30,82,12,30,42
1,8478438,Tommy Novak,C,NSH,26,71,17,24,41
1,8476905,Chandler Stephenson,C,VGK,29,77,14,27,41
1,8475764,Cam Fowler,D,ANA,32,82,6,35,41
1,8477511,Anthony Mantha,R,WSH,29,78,24,16,40
1,8482110,Dawson Mercer,C,NJD,22,81,23,17,40
1,8480893,Kirill Marchenko,R,CBJ,23,79,22,18,40
1,8475799,Nino Niederreiter,R,WPG,31,81,20,20,40
1,8482146,Luke Evangelista,R,NSH,21,80,18,22,40
1,8482720,Matthew Knies,L,TOR,21,80,15,25,40
1,8476872,Scott Laughton,C,PHI,29,81,11,29,40
1,8482113,Anton Lundell,C,FLA,22,78,9,31,40
1,8476432,Boone Jenner,C,CBJ,30,66,27,12,39
1,8480009,Eeli Tolvanen,R,SEA,24,82,20,19,39
1,8483808,Andrei Kuzmenko,L,CGY,27,76,19,20,39
1,8479525,Ross Colton,C,COL,27,80,18,21,39
1,8478414,Timo Meier,R,NJD,27,68,15,24,39
1,8476869,Brady Skjei,D,CAR,29,81,11,28,39
1,8470613,Brent Burns,D,CAR,38,81,9,30,39
1,8475191,Reilly Smith,R,PIT,32,76,19,19,38
1,8473422,Nick Foligno,L,CHI,36,75,19,19,38
1,8476925,Colton Sissons,C,NSH,30,82,18,20,38
1,8474102,David Perron,L,DET,35,76,17,21,38
1,8477964,Ivan Barbashev,C,VGK,28,81,17,21,38
1,8475722,Jason Zucker,L,ARI,31,72,15,23,38
1,8482667,William Eklund,L,SJS,21,80,11,27,38
1,8477450,Jason Dickinson,C,CHI,28,82,24,13,37
1,8477426,Nicholas Paul,L,TBL,28,82,20,17,37
1,8475768,Jaden Schwartz,C,SEA,31,66,18,19,37
1,8476419,Jean-Gabriel Pageau,C,NYI,31,82,15,22,37
1,8477479,Tyler Bertuzzi,L,TOR,28,81,15,22,37
1,8478462,Nicolas Roy,C,VGK,26,72,14,23,37
1,8478856,Conor Garland,R,VAN,27,81,14,23,37
1,8478055,Gustav Forsling,D,FLA,27,81,13,24,37
1,8479345,Jakob Chychrun,D,OTT,25,82,11,26,37
1,8480028,Morgan Frost,C,PHI,24,70,11,26,37
1,8482159,Tyson Foerster,R,PHI,21,78,23,13,36
1,8480064,Josh Norris,C,OTT,24,75,19,17,36
1,8477952,Robby Fabbri,C,DET,27,68,19,17,36
1,8480813,Joe Veleno,C,DET,23,80,17,19,36
1,8475193,Tomas Tatar,L,SEA,33,78,12,24,36
1,8482105,Jake Sanderson,D,OTT,21,79,10,26,36
1,8476927,Teddy Blueger,C,VAN,29,67,10,26,36
1,8476483,Rickard Rakell,R,PIT,30,70,7,29,36
1,8475753,Justin Faulk,D,STL,31,68,6,30,36
1,8474565,Alex Pietrangelo,D,VGK,33,76,3,33,36
1,8478498,Jake DeBrusk,L,BOS,27,80,19,16,35
1,8474149,Evgenii Dadonov,R,DAL,34,77,17,18,35
1,8474884,Mike Hoffman,C,SJS,34,79,16,19,35
1,8481186,Logan O'Connor,R,COL,27,78,16,19,35
1,8478057,Dakota Joshua,C,VAN,27,79,16,19,35
1,8482092,Ridly Greig,C,OTT,21,72,15,20,35
1,8482125,Alexander Holtz,R,NJD,21,81,15,20,35
1,8473986,Alex Killorn,L,ANA,34,63,14,21,35
1,8479987,Morgan Geekie,C,BOS,25,76,14,21,35
1,8475171,Oliver Ekman-Larsson,D,FLA,32,82,13,22,35
1,8478472,Mathieu Joseph,R,OTT,26,72,12,23,35
1,8476480,Vladislav Namestnikov,C,WPG,31,78,10,25,35
1,8479410,Mikhail Sergachev,D,TBL,25,60,6,29,35
1,8477495,Seth Jones,D,CHI,29,67,3,32,35
1,8480188,Fabian Zetterlund,L,SJS,24,81,21,13,34
1,8476438,Brandon Saad,L,STL,31,82,18,16,34
1,8479941,Justin Danforth,R,CBJ,30,81,17,17,34
1,8479339,Patrik Laine,L,CBJ,25,47,14,20,34
1,8478466,Daniel Sprong,R,DET,26,54,14,20,34
1,8475744,Evgeny Kuznetsov,C,WSH,31,72,12,22,34
1,8476892,Colton Parayko,D,STL,30,82,10,24,34
1,8477447,Shea Theodore,D,VGK,28,48,9,25,34
1,8481577,Philip Tomasino,C,NSH,22,68,9,25,34
1,8478500,Ivan Provorov,D,CBJ,26,81,6,28,34
1,8479351,Sam Steel,C,DAL,25,77,15,18,33
1,8476921,Jordan Martinook,L,CAR,31,81,14,19,33
1,8471218,Blake Wheeler,R,NYR,37,82,14,19,33
1,8476979,Erik Gustafsson,D,NYR,31,81,6,27,33
1,8476854,Hampus Lindholm,D,BOS,29,82,3,30,33
1,8477969,Marcus Pettersson,D,PIT,27,82,3,30,33
1,8475314,Anders Lee,L,NYI,33,82,22,10,32
1,8482475,Yegor Chinakhov,R,CBJ,22,69,18,14,32
1,8473449,Kyle Okposo,R,BUF,35,79,16,16,32
1,8477476,Artturi Lehkonen,L,COL,28,47,14,18,32
1,8473533,Jordan Staal,C,CAR,35,81,13,19,32
1,8475763,Kevin Hayes,R,STL,31,82,13,19,32
1,8475149,Marcus Johansson,L,MIN,33,82,12,20,32
1,8476392,Adam Lowry,C,WPG,30,81,12,20,32
1,8480855,Jack McBain,C,ARI,23,67,12,20,32
1,8478109,Victor Olofsson,L,BUF,28,63,12,20,32
1,8482665,Matty Beniers,C,SEA,21,77,11,21,32
1,8476462,Dougie Hamilton,D,NJD,30,48,9,23,32
1,8475181,Nick Leddy,D,STL,32,82,7,25,32
1,8478469,Thomas Chabot,D,OTT,26,60,6,26,32
1,8481582,Nicholas Robertson,L,TOR,22,64,18,13,31
1,8478891,Mason Appleton,C,WPG,27,81,12,19,31
1,8477986,Brandon Montour,D,FLA,29,66,9,22,31
1,8476958,Jaccob Slavin,D,CAR,29,81,7,24,31
1,8476885,Jacob Trouba,D,NYR,29,80,5,26,31
1,8482671,Owen Power,D,BUF,21,79,4,27,31
1,8476374,Sean Kuraly,C,CBJ,30,73,18,12,30
1,8479992,Michael Rasmussen,C,DET,24,82,16,14,30
1,8477505,Alex Wennberg,C,SEA,29,82,11,19,30
1,8475220,Marcus Foligno,L,MIN,32,75,11,19,30
1,8478507,John Marino,D,NJD,26,81,8,22,30
1,8476826,Yanni Gourde,C,SEA,32,80,8,22,30
1,8480145,Neal Pionk,D,WPG,28,81,6,24,30
1,8482655,J.J. Moser,D,ARI,23,80,6,24,30
1,8476292,Ondrej Palat,L,NJD,32,71,15,14,29
1,8475714,Calle Jarnkrok,C,TOR,32,75,15,14,29
1,8479415,Michael McLeod,C,NJD,25,73,15,14,29
1,8481560,Arthur Kaliyev,R,LAK,22,68,14,15,29
1,8482705,Cole Sillinger,C,CBJ,20,76,13,16,29
1,8480802,Ryan McLeod,C,EDM,24,81,13,16,29
1,8481032,Paul Cotter,C,VGK,24,80,9,20,29
1,8481546,Cam York,D,PHI,22,81,8,21,29
1,8476931,Jake McCabe,D,TOR,30,76,6,23,29
1,8475218,Mattias Ekholm,D,EDM,33,81,5,24,29
1,8480873,Rasmus Sandin,D,WSH,23,74,4,25,29
1,8476880,Tom Wilson,R,WSH,29,81,16,12,28
1,8480459,Pius Suter,C,VAN,27,67,16,12,28
1,8475343,Nic Dowd,C,WSH,33,73,15,13,28
1,8478046,Danton Heinen,L,BOS,28,74,15,13,28
1,8479977,Kailer Yamamoto,R,SEA,25,73,14,14,28
1,8478115,Pierre Engvall,L,NYI,27,76,13,15,28
1,8481604,Pavel Dorofeyev,L,VGK,23,57,13,15,28
1,8478020,Michael Amadio,R,VGK,27,74,12,16,28
1,8476474,Stefan Noesen,R,CAR,30,52,11,17,28
1,8477953,Kasperi Kapanen,R,STL,27,75,8,20,28
1,8479398,Samuel Girard,D,COL,25,61,7,21,28
1,8476902,Esa Lindell,D,DAL,29,82,7,21,28
1,8480336,Sean Walker,D,PHI,29,81,6,22,28
1,8476457,Adam Larsson,D,SEA,31,82,4,24,28
1,8474574,Tyler Myers,D,VAN,33,81,4,24,28
1,8474189,Lars Eller,C,PIT,34,82,16,11,27
1,8481601,Simon Holmstrom,R,NYI,22,81,16,11,27
1,8481524,Bowen  Byram,D,COL,22,74,11,16,27
1,8480113,Alex Iafallo,L,WPG,30,81,11,16,27
1,8474053,Logan Couture,C,SJS,34,34,9,18,27
1,8482097,Jack Quinn,R,BUF,22,45,9,18,27
1,8482055,Drew O'Connor,L,PIT,25,82,9,18,27
1,8478882,Vladislav Gavrikov,D,LAK,28,77,6,21,27
1,8478911,Matt Roy,D,LAK,28,81,6,21,27
1,8482245,Artem Zub,D,OTT,28,72,4,23,27
1,8480246,Nick Perbix,D,TBL,25,80,4,23,27
1,8475197,Tyson Barrie,D,NSH,32,62,3,24,27
1,8477330,Dominik Kubalik,L,OTT,28,78,18,8,26
1,8475793,Ryan Johansen,C,COL,31,82,14,12,26
1,8477498,Darnell Nurse,D,EDM,28,82,11,15,26
1,8476923,Damon Severson,D,CBJ,29,66,11,15,26
1,8480068,Ryan Poehling,C,PHI,24,76,11,15,26
1,8481533,Trevor Zegras,C,ANA,22,48,10,16,26
1,8480849,Barrett Hayton,C,ARI,23,50,9,17,26
1,8477932,Aaron Ekblad,D,FLA,27,64,7,19,26
1,8478178,Darren Raddysh,D,TBL,27,82,5,21,26
1,8479998,Mikey Anderson,D,LAK,24,82,3,23,26
1,8479619,Michael Carcone,L,ARI,27,76,18,7,25
1,8480185,Eetu Luostarinen,C,FLA,25,82,16,9,25
1,8477407,Anthony Duclair,L,SJS,28,76,14,11,25
1,8481580,Connor McMichael,C,WSH,22,80,13,12,25
1,8481618,Alex Newhook,C,MTL,22,55,12,13,25
1,8478136,Jake Middleton,D,MIN,27,82,11,14,25
1,8476897,Oskar Sundqvist,C,STL,29,82,8,17,25
1,8480817,K'Andre Miller,D,NYR,23,80,7,18,25
1,8482062,Cole Smith,L,NSH,28,81,6,19,25
1,8474602,Justin Schultz,D,SEA,33,72,4,21,25
1,8476918,Jimmy Vesey,L,NYR,30,80,17,7,24
1,8481535,Nils Hoglander,L,VAN,23,53,17,7,24
1,8471698,T.J. Oshie,R,WSH,37,65,15,9,24
1,8478013,Jake Walman,D,DET,27,76,14,10,24
1,8478413,Jordan Greenway,L,BUF,26,70,10,14,24
1,8475164,Jakob Silfverberg,R,ANA,33,81,8,16,24
1,8480835,Jack Drury,C,CAR,23,53,8,16,24
1,8478133,Jake Evans,C,MTL,27,82,6,18,24
1,8478458,Jack Roslovic,C,CBJ,26,58,5,19,24
1,8476422,Mike Reilly,D,NYI,30,61,4,20,24
1,8479661,Tanner Jeannot,L,TBL,26,68,14,9,23
1,8480829,Jesperi Kotkaniemi,C,CAR,23,81,13,10,23
1,8474870,Tyler Johnson,C,CHI,33,67,12,11,23
1,8479591,Michael Eyssimont,C,TBL,27,81,12,11,23
1,8475855,Jesper Fast,R,CAR,32,78,8,15,23
1,8477508,Curtis Lazar,C,NJD,28,76,8,15,23
1,8480078,Filip Chytil,C,NYR,24,38,6,17,23
1,8480878,Nils Lundkvist,D,DAL,23,70,5,18,23
1,8475790,Erik Gudbranson,D,CBJ,31,77,4,19,23
1,8475188,Brayden McNabb,D,VGK,32,81,3,20,23
1,8477425,Miles Wood,L,COL,28,77,11,11,22
1,8478043,Sam Lafferty,C,VAN,28,79,11,11,22
1,8476329,Travis Boyd,C,ARI,30,45,9,13,22
1,8475455,Brenden Dillon,D,WPG,33,78,8,14,22
1,8476312,Josh Manson,D,COL,32,77,8,14,22
1,8478463,Anthony Beauvillier,L,CHI,26,64,8,14,22
1,8474157,Max Pacioretty,L,WSH,35,47,8,14,22
1,8482142,Jamie Drysdale,D,PHI,21,49,5,17,22
1,8476463,Jonas Brodin,D,MIN,30,64,4,18,22
1,8482087,Kaiden Guhle,D,MTL,21,78,4,18,22
1,8478859,Niko Mikkola,D,FLA,27,82,4,18,22
1,8475200,Dmitry Orlov,D,CAR,32,81,4,18,22
1,8473507,Jeff Petry,D,DET,36,73,3,19,22
1,8476879,Cody Ceci,D,EDM,30,82,2,20,22
1,8480796,Martin Fehervary,D,WSH,24,76,2,20,22
1,8480281,Alexey Toropchenko,R,STL,24,82,16,5,21
1,8482157,Will Cuylle,L,NYR,21,82,11,10,21
1,8476981,Josh Anderson,R,MTL,29,78,9,12,21
1,8479390,Taylor Raddysh,R,CHI,25,77,9,12,21
1,8475231,Casey Cizikas,C,NYI,32,71,8,13,21
1,8470621,Corey Perry,R,EDM,38,54,8,13,21
1,8475233,David Savard,D,MTL,33,60,7,14,21
1,8478851,Alexandre Carrier,D,NSH,27,77,5,16,21
1,8481656,Aliaksei Protas,C,WSH,22,52,4,17,21
1,8474161,Jakub Voracek,R,CBJ,34,29,3,18,21
1,8478840,Will Borgen,D,SEA,27,82,2,19,21
1,8474673,TJ Brodie,D,TOR,33,81,1,20,21
1,8470600,Ryan Suter,D,DAL,38,82,1,20,21
1,8479316,Luke Kunin,C,SJS,26,76,12,8,20
1,8482699,Dylan Guenther,R,ARI,20,45,11,9,20
1,8481554,Kaapo Kakko,R,NYR,22,61,11,9,20
1,8482222,Alexander Barabanov,L,SJS,29,61,9,11,20
1,8479353,Brett Howden,C,VGK,25,79,9,11,20
1,8471699,Andrew Cogliano,C,COL,36,76,6,14,20
1,8477919,Frederick Gaudreau,C,MIN,30,70,4,16,20
1,8480043,Timothy Liljegren,D,TOR,24,65,2,18,20
1,8475906,John Klingberg,D,TOR,31,43,1,19,20
1,8476331,Dylan DeMelo,D,WPG,30,81,1,19,20
1,8475179,Dmitry Kulikov,D,FLA,33,78,0,20,20
1,8478508,Yakov Trenin,C,NSH,26,79,15,4,19
1,8476469,Joel Armia,R,MTL,30,66,13,6,19
1,8481704,Juuso Parssinen,C,NSH,22,71,13,6,19
1,8478831,Kevin Stenlund,C,FLA,27,82,12,7,19
1,8475208,Brian Dumoulin,D,SEA,32,80,9,10,19
1,8479346,Dillon Dube,C,CGY,25,70,9,10,19
1,8477444,Andre Burakovsky,L,SEA,28,51,6,13,19
1,8481014,Alexander Romanov,D,NYI,23,81,5,14,19
1,8475279,Ben Chiarot,D,DET,32,77,4,15,19
1,8474573,Josh Bailey,R,NYI,34,29,4,15,19
1,8477950,Tony DeAngelo,D,CAR,28,51,3,16,19
1,8474151,Ryan McDonagh,D,NSH,34,75,2,17,19
1,8475690,Chris Tanev,D,CGY,34,79,1,18,19
1,8482111,Justin Barron,D,MTL,22,68,11,7,18
1,8477989,Christian Dvorak,C,MTL,27,52,10,8,18
1,8473453,Trevor Lewis,C,LAK,36,82,10,8,18
1,8481481,Blake Lizotte,C,LAK,26,64,8,10,18
1,8477947,Sonny Milano,L,WSH,27,53,7,11,18
1,8477507,Nikita Zadorov,D,VAN,28,75,5,13,18
1,8482073,Braden Schneider,D,NYR,22,82,5,13,18
1,8478443,Brandon Carlo,D,BOS,27,77,4,14,18
1,8479976,Juuso Valimaki,D,ARI,25,68,2,16,18
1,8480049,Dylan Samberg,D,WPG,24,81,1,17,18
1,8470604,Jeff Carter,C,PIT,38,76,11,6,17
1,8474040,Sam Gagner,C,EDM,34,55,10,7,17
1,8479393,Noah Gregor,C,TOR,25,81,8,9,17
1,8480821,Filip Zadina,R,SJS,24,48,7,10,17
1,8476960,Andreas Athanasiou,C,CHI,29,38,6,11,17
1,8480172,Jan Rutta,D,SJS,33,75,5,12,17
1,8479359,Beck Malenstyn,L,WSH,25,81,5,12,17
1,8481093,Rafael Harvey-Pinard,L,MTL,24,51,4,13,17
1,8479983,Mario Ferraro,D,SJS,25,77,2,15,17
1,8477220,Nate Schmidt,D,WPG,32,75,2,15,17
1,8477365,Connor Clifton,D,BUF,28,79,0,17,17
1,8471274,Alex Goligoski,D,MIN,38,58,0,17,17
1,8479293,Brandon Tanev,L,SEA,32,66,9,7,16
1,8475848,Brendan Gallagher,R,MTL,31,50,8,8,16
1,8474166,Alec Martinez,D,VGK,36,64,7,9,16
1,8477506,Ryan Pulock,D,NYI,29,58,6,10,16
1,8477435,Ryan Graves,D,PIT,28,82,6,10,16
1,8475462,Radko Gudas,D,ANA,33,76,6,10,16
1,8482660,Kent Johnson,C,CBJ,21,36,6,10,16
1,8477944,Jakub Vrana,L,STL,27,49,6,10,16
1,8480035,Henri Jokiharju,D,BUF,24,74,5,11,16
1,8480220,Noah Cates,L,PHI,24,59,5,11,16
1,8480848,Ty Dellandrea,C,DAL,23,53,5,11,16
1,8476889,Radek Faksa,C,DAL,29,74,5,11,16
1,8479980,Nicolas Hague,D,VGK,25,73,4,12,16
1,8477839,Conor Sheary,L,TBL,31,64,4,12,16
1,8474034,Pat Maroon,L,MIN,35,49,4,12,16
