,PlayerID,Player,Team,Position,Headshot,Team Logo,playerStripped,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
28,8479425,Filip Hronek,VAN,D,https://assets.nhle.com/mugs/nhl/20232024/VAN/8479425.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,filiphronek,26,1997-11-02,Hradec Králové,,CZE,CZE,72,190,2016,DET,2,23,53
29,8474716,Jared Spurgeon,MIN,D,https://assets.nhle.com/mugs/nhl/20232024/MIN/8474716.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,jaredspurgeon,34,1989-11-29,Edmonton,AB,CAN,CAN,69,166,2008,NYI,6,5,156
30,8478407,Vince Dunn,SEA,D,https://assets.nhle.com/mugs/nhl/20232024/SEA/8478407.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,vincedunn,27,1996-10-29,Mississauga,ON,CAN,CAN,72,200,2015,STL,2,26,56
31,8477447,Shea Theodore,VGK,D,https://assets.nhle.com/mugs/nhl/20232024/VGK/8477447.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,sheatheodore,28,1995-08-03,Langley,BC,CAN,CAN,74,197,2013,ANA,1,26,26
32,8478420,Mikko Rantanen,COL,R,https://assets.nhle.com/mugs/nhl/20232024/COL/8478420.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,mikkorantanen,27,1996-10-29,Nousiainen,,FIN,FIN,76,215,2015,COL,1,10,10
33,8477986,Brandon Montour,FLA,D,https://assets.nhle.com/mugs/nhl/20232024/FLA/8477986.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,brandonmontour,29,1994-04-11,Brantford,ON,CAN,CAN,72,194,2014,ANA,2,25,55
34,8476457,Adam Larsson,SEA,D,https://assets.nhle.com/mugs/nhl/20232024/SEA/8476457.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,adamlarsson,31,1992-11-12,Skellefteå,,SWE,SWE,75,209,2011,N.J,1,4,4
35,8479323,Adam Fox,NYR,D,https://assets.nhle.com/mugs/nhl/20232024/NYR/8479323.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,adamfox,26,1998-02-17,Jericho,NY,USA,USA,71,182,2016,CGY,3,5,66
36,8477492,Nathan MacKinnon,COL,C,https://assets.nhle.com/mugs/nhl/20232024/COL/8477492.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,nathanmackinnon,28,1995-09-01,Halifax,NS,CAN,CAN,72,200,2013,COL,1,1,1
37,8482105,Jake Sanderson,OTT,D,https://assets.nhle.com/mugs/nhl/20232024/OTT/8482105.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,jakesanderson,21,2002-07-08,Whitefish,MT,USA,USA,75,195,2020,OTT,1,5,5
38,8479983,Mario Ferraro,SJS,D,https://assets.nhle.com/mugs/nhl/20232024/SJS/8479983.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,marioferraro,25,1998-09-17,Toronto,ON,CAN,CAN,72,209,2017,S.J,2,18,49
39,8480803,Evan Bouchard,EDM,D,https://assets.nhle.com/mugs/nhl/20232024/EDM/8480803.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,evanbouchard,24,1999-10-20,Oakville,ON,CAN,CAN,75,194,2018,EDM,1,10,10
40,8479345,Jakob Chychrun,OTT,D,https://assets.nhle.com/mugs/nhl/20232024/OTT/8479345.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,jakobchychrun,25,1998-03-31,Boca Raton,FL,USA,USA,74,220,2016,ARI,1,16,16
41,8479410,Mikhail Sergachev,TBL,D,https://assets.nhle.com/mugs/nhl/20232024/TBL/8479410.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,mikhailsergachev,25,1998-06-25,Nizhnekamsk,,RUS,RUS,73,217,2016,MTL,1,9,9
42,8480434,Sean Durzi,ARI,D,https://assets.nhle.com/mugs/nhl/20232024/ARI/8480434.png,https://assets.nhle.com/logos/nhl/svg/ARI_light.svg,seandurzi,25,1998-10-21,Mississauga,ON,CAN,CAN,72,195,2018,TOR,2,21,52
43,8478500,Ivan Provorov,CBJ,D,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8478500.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,ivanprovorov,27,1997-01-13,Yaroslavl,,RUS,RUS,73,201,2015,PHI,1,7,7
44,8482671,Owen Power,BUF,D,https://assets.nhle.com/mugs/nhl/20232024/BUF/8482671.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,owenpower,21,2002-11-22,Mississauga,ON,CAN,CAN,78,218,2021,BUF,1,1,1
45,8477969,Marcus Pettersson,PIT,D,https://assets.nhle.com/mugs/nhl/20232024/PIT/8477969.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,marcuspettersson,27,1996-05-08,Skellefteå,,SWE,SWE,75,177,2014,ANA,2,8,38
46,8477506,Ryan Pulock,NYI,D,https://assets.nhle.com/mugs/nhl/20232024/NYI/8477506.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,ryanpulock,29,1994-10-06,Dauphin,MB,CAN,CAN,74,216,2013,NYI,1,15,15
47,8477498,Darnell Nurse,EDM,D,https://assets.nhle.com/mugs/nhl/20232024/EDM/8477498.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,darnellnurse,29,1995-02-04,Hamilton,ON,CAN,CAN,76,221,2013,EDM,1,7,7
48,8481542,Moritz Seider,DET,D,https://assets.nhle.com/mugs/nhl/20232024/DET/8481542.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,moritzseider,22,2001-04-06,Zell,,DEU,DEU,76,204,2019,DET,1,6,6
49,8475753,Justin Faulk,STL,D,https://assets.nhle.com/mugs/nhl/20232024/STL/8475753.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,justinfaulk,31,1992-03-20,South St.Paul,MN,USA,USA,72,214,2010,CAR,2,7,37
50,8475181,Nick Leddy,STL,D,https://assets.nhle.com/mugs/nhl/20232024/STL/8475181.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,nickleddy,32,1991-03-20,Eden Prairie,MN,USA,USA,72,205,2009,MIN,1,16,16
51,8478055,Gustav Forsling,FLA,D,https://assets.nhle.com/mugs/nhl/20232024/FLA/8478055.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,gustavforsling,27,1996-06-12,Linkoping,,SWE,SWE,72,186,2014,VAN,5,6,126
52,8477346,MacKenzie Weegar,CGY,D,https://assets.nhle.com/mugs/nhl/20232024/CGY/8477346.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,mackenzieweegar,30,1994-01-07,Ottawa,ON,CAN,CAN,72,206,2013,FLA,7,25,206
53,8481014,Alexander Romanov,NYI,D,https://assets.nhle.com/mugs/nhl/20232024/NYI/8481014.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,alexromanov,24,2000-01-06,Moscow,,RUS,RUS,73,215,2018,MTL,2,7,38
54,8480817,K'Andre Miller,NYR,D,https://assets.nhle.com/mugs/nhl/20232024/NYR/8480817.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,kandremiller,24,2000-01-21,St. Paul,MN,USA,USA,77,215,2018,NYR,1,22,22
55,8476453,Nikita Kucherov,TBL,R,https://assets.nhle.com/mugs/nhl/20232024/TBL/8476453.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,nikitakucherov,30,1993-06-17,Maykop,,RUS,RUS,71,181,2011,T.B,2,28,58
56,8474673,TJ Brodie,TOR,D,https://assets.nhle.com/mugs/nhl/20232024/TOR/8474673.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,tjbrodie,33,1990-06-07,Chatham,ON,CAN,CAN,74,187,2008,CGY,4,23,114
57,8476885,Jacob Trouba,NYR,D,https://assets.nhle.com/mugs/nhl/20232024/NYR/8476885.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,jaketrouba,29,1994-02-26,Rochester,MI,USA,USA,75,203,2012,WPG,1,9,9
58,8470613,Brent Burns,CAR,D,https://assets.nhle.com/mugs/nhl/20232024/CAR/8470613.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,brentburns,38,1985-03-09,Barrie,ON,CAN,CAN,77,230,2003,MIN,1,20,20
59,8477501,Valeri Nichushkin,COL,R,https://assets.nhle.com/mugs/nhl/20232024/COL/8477501.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,valerinichushkin,28,1995-03-04,Chelyabinsk,,RUS,RUS,76,210,2013,DAL,1,10,10
60,8476331,Dylan DeMelo,WPG,D,https://assets.nhle.com/mugs/nhl/20232024/WPG/8476331.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,dylandemelo,30,1993-05-01,London,ON,CAN,CAN,72,195,2011,S.J,6,28,179
61,8476792,Torey Krug,STL,D,https://assets.nhle.com/mugs/nhl/20232024/STL/8476792.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,toreykrug,32,1991-04-12,Livonia,MI,USA,USA,69,194,-,-,-,-,-
62,8481546,Cam York,PHI,D,https://assets.nhle.com/mugs/nhl/20232024/PHI/8481546.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,camyork,23,2001-01-05,Anaheim,CA,USA,USA,71,175,2019,PHI,1,14,14
63,8474151,Ryan McDonagh,NSH,D,https://assets.nhle.com/mugs/nhl/20232024/NSH/8474151.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,ryanmcdonagh,34,1989-06-13,St. Paul,MN,USA,USA,73,215,2007,MTL,1,12,12
64,8481568,Alex Vlasic,CHI,D,https://assets.nhle.com/mugs/nhl/20232024/CHI/8481568.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,alexvlasic,22,2001-06-05,Wilmette,IL,USA,USA,78,199,2019,CHI,2,12,43
65,8480873,Rasmus Sandin,WSH,D,https://assets.nhle.com/mugs/nhl/20232024/WSH/8480873.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,rasmussandin,23,2000-03-07,Uppsala,,SWE,SWE,71,182,2018,TOR,1,29,29
66,8478402,Connor McDavid,EDM,C,https://assets.nhle.com/mugs/nhl/20232024/EDM/8478402.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,connormcdavid,27,1997-01-13,Richmond Hill,ON,CAN,CAN,73,193,2015,EDM,1,1,1
67,8477932,Aaron Ekblad,FLA,D,https://assets.nhle.com/mugs/nhl/20232024/FLA/8477932.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,aaronekblad,28,1996-02-07,Windsor,ON,CAN,CAN,76,215,2014,FLA,1,1,1
68,8478483,Mitchell Marner,TOR,R,https://assets.nhle.com/mugs/nhl/20232024/TOR/8478483.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,mitchellmarner,26,1997-05-05,Markham,ON,CAN,CAN,72,181,2015,TOR,1,4,4
69,8476869,Brady Skjei,CAR,D,https://assets.nhle.com/mugs/nhl/20232024/CAR/8476869.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,bradyskjei,29,1994-03-26,Lakeville,MN,USA,USA,75,210,2012,NYR,1,28,28
70,8480018,Nick Suzuki,MTL,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480018.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,nicksuzuki,24,1999-08-10,London,ON,CAN,CAN,71,208,2017,VGK,1,13,13
71,8479998,Mikey Anderson,LAK,D,https://assets.nhle.com/mugs/nhl/20232024/LAK/8479998.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,michaelyanderson,24,1999-05-25,Fridley,MN,USA,USA,72,195,2017,L.A,4,10,103
72,8476389,Vincent Trocheck,NYR,C,https://assets.nhle.com/mugs/nhl/20232024/NYR/8476389.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,vincenttrocheck,30,1993-07-11,Pittsburgh,PA,USA,USA,71,184,2011,FLA,3,3,64
73,8482684,Luke Hughes,NJD,D,https://assets.nhle.com/mugs/nhl/20232024/NJD/8482684.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,lukehughes,20,2003-09-09,Manchester,NH,USA,USA,74,184,2021,N.J,1,4,4
74,8478507,John Marino,NJD,D,https://assets.nhle.com/mugs/nhl/20232024/NJD/8478507.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,johnmarino,26,1997-05-21,Brockton,MA,USA,USA,73,181,2015,EDM,6,3,154
75,8482166,Shakir Mukhamadullin,SJS,D,https://assets.nhle.com/mugs/nhl/20232024/SJS/8482166.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,shakirmukhamadullin,22,2002-01-10,,,RUS,,76,178,2020,N.J,1,20,20
76,8476958,Jaccob Slavin,CAR,D,https://assets.nhle.com/mugs/nhl/20232024/CAR/8476958.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,jaccobslavin,29,1994-05-01,Denver,CO,USA,USA,75,207,2012,CAR,4,29,120
77,8479318,Auston Matthews,TOR,C,https://assets.nhle.com/mugs/nhl/20232024/TOR/8479318.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,austonmatts,26,1997-09-17,San Ramon,CA,USA,USA,75,208,2016,TOR,1,1,1
78,8482116,Tim Stützle,OTT,C,https://assets.nhle.com/mugs/nhl/20232024/OTT/8482116.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,timstutzle,22,2002-01-15,Viersen,,DEU,DEU,72,193,2020,OTT,1,3,3
79,8478864,Kirill Kaprizov,MIN,L,https://assets.nhle.com/mugs/nhl/20232024/MIN/8478864.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,kirillkaprizov,26,1997-04-26,Novokuznetsk,,RUS,RUS,70,202,2015,MIN,5,14,135
80,8476462,Dougie Hamilton,NJD,D,https://assets.nhle.com/mugs/nhl/20232024/NJD/8476462.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,dougiehamilton,30,1993-06-17,Toronto,ON,CAN,CAN,78,230,2011,BOS,1,9,9
81,8480023,Robert Thomas,STL,C,https://assets.nhle.com/mugs/nhl/20232024/STL/8480023.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,robertthomas,24,1999-07-02,Aurora,ON,CAN,CAN,72,218,2017,STL,1,20,20
82,8482087,Kaiden Guhle,MTL,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482087.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,kaidenguhle,22,2002-01-18,Edmonton,AB,CAN,CAN,74,205,2020,MTL,1,16,16
83,8476881,Tomas Hertl,SJS,C,https://assets.nhle.com/mugs/nhl/20232024/SJS/8476881.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,tomashertl,30,1993-11-12,Praha,,CZE,CZE,75,215,2012,S.J,1,17,17
84,8476923,Damon Severson,CBJ,D,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8476923.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,damonseverson,29,1994-08-07,Melville,SK,CAN,CAN,74,205,2012,N.J,2,30,60
85,8478911,Matt Roy,LAK,D,https://assets.nhle.com/mugs/nhl/20232024/LAK/8478911.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,mattroy,28,1995-03-01,Detroit,MI,USA,USA,73,205,2015,L.A,7,13,194
86,8482245,Artem Zub,OTT,D,https://assets.nhle.com/mugs/nhl/20232024/OTT/8482245.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,artemzub,28,1995-10-03,Khabarovsk,,RUS,RUS,74,200,-,-,-,-,-
87,8475218,Mattias Ekholm,EDM,D,https://assets.nhle.com/mugs/nhl/20232024/EDM/8475218.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,mattiasekholm,33,1990-05-24,Borlange,,SWE,SWE,76,215,2009,NSH,4,11,102
88,8477404,Jake Guentzel,PIT,L,https://assets.nhle.com/mugs/nhl/20232024/PIT/8477404.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,jakeguentzel,29,1994-10-06,Omaha,NE,USA,USA,71,180,2013,PIT,3,16,77
89,8477934,Leon Draisaitl,EDM,C,https://assets.nhle.com/mugs/nhl/20232024/EDM/8477934.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,leondraisaitl,28,1995-10-27,Cologne,,DEU,DEU,74,208,2014,EDM,1,3,3
90,8482655,J.J. Moser,ARI,D,https://assets.nhle.com/mugs/nhl/20232024/ARI/8482655.png,https://assets.nhle.com/logos/nhl/svg/ARI_light.svg,janismoser,23,2000-06-06,Biel,,CHE,CHE,73,173,2021,ARI,2,28,60
91,8480145,Neal Pionk,WPG,D,https://assets.nhle.com/mugs/nhl/20232024/WPG/8480145.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,nealpionk,28,1995-07-29,Hermantown,MN,USA,USA,72,185,-,-,-,-,-
92,8478493,Joel Eriksson Ek,MIN,C,https://assets.nhle.com/mugs/nhl/20232024/MIN/8478493.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,joelerikssonek,27,1997-01-29,Karlstad,,SWE,SWE,75,207,2015,MIN,1,20,20
93,8475906,John Klingberg,TOR,D,https://assets.nhle.com/mugs/nhl/20232024/TOR/8475906.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,johnklingberg,31,1992-08-14,Gothenburg,,SWE,SWE,75,190,2010,DAL,5,11,131
94,8478882,Vladislav Gavrikov,LAK,D,https://assets.nhle.com/mugs/nhl/20232024/LAK/8478882.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,vladislavgavrikov,28,1995-11-21,Yaroslavl,,RUS,RUS,75,221,2015,CBJ,6,8,159
95,8478403,Jack Eichel,VGK,C,https://assets.nhle.com/mugs/nhl/20232024/VGK/8478403.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,jackeichel,27,1996-10-28,North Chelmsford,MA,USA,USA,74,207,2015,BUF,1,2,2
96,8475798,Mikael Granlund,SJS,C,https://assets.nhle.com/mugs/nhl/20232024/SJS/8475798.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,mikaelgranlund,31,1992-02-26,Oulu,,FIN,FIN,70,185,2010,MIN,1,9,9
97,8480807,Mattias Samuelsson,BUF,D,https://assets.nhle.com/mugs/nhl/20232024/BUF/8480807.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,mattiassamuelsson,23,2000-03-14,Philadelphia,PA,USA,USA,76,231,2018,BUF,2,1,32
98,8481559,Jack Hughes,NJD,C,https://assets.nhle.com/mugs/nhl/20232024/NJD/8481559.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,jackhughes,22,2001-05-14,Orlando,FL,USA,USA,71,175,2019,N.J,1,1,1
99,8477496,Elias Lindholm,VAN,C,https://assets.nhle.com/mugs/nhl/20232024/VAN/8477496.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,eliaslindholm,29,1994-12-02,Boden,,SWE,SWE,73,202,2013,CAR,1,5,5
100,8475233,David Savard,MTL,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8475233.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,davidsavard,33,1990-10-22,St. Hyacinthe,QC,CAN,CAN,73,235,2009,CBJ,4,3,94
101,8481581,Thomas Harley,DAL,D,https://assets.nhle.com/mugs/nhl/20232024/DAL/8481581.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,thomasharley,22,2001-08-19,Syracuse,NY,USA,USA,75,205,2019,DAL,1,18,18
102,8476931,Jake McCabe,TOR,D,https://assets.nhle.com/mugs/nhl/20232024/TOR/8476931.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,jakemccabe,30,1993-10-12,Eau Claire,WI,USA,USA,73,204,2012,BUF,2,14,44
103,8471675,Sidney Crosby,PIT,C,https://assets.nhle.com/mugs/nhl/20232024/PIT/8471675.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,sidneycrosby,36,1987-08-07,Cole Harbour,NS,CAN,CAN,71,200,2005,PIT,1,1,1
