,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
706,Christian Fischer,ARI,R,26,1997-04-15,Chicago,IL,USA,USA,74,212,2015,ARI,2,2,32
707,Travis Konecny,PHI,"C, R",26,1997-03-11,London,ON,CAN,CAN,70,175,2015,PHI,1,24,24
708,Dylan Strome,"ARI, CHI",C,26,1997-03-07,Mississauga,ON,CAN,CAN,75,200,2015,ARI,1,3,3
709,Cooper Marody,EDM,C,26,1996-12-20,Brighton,MI,USA,USA,72,184,2015,PHI,6,7,158
710,Brandon Carlo,BOS,D,27,1996-11-26,Colorado Springs,CO,USA,USA,78,218,2015,BOS,2,7,37
711,Brock Boeser,VAN,R,26,1997-02-25,Burnsville,MN,USA,USA,73,208,2015,VAN,1,23,23
712,Mathew Barzal,NYI,C,26,1997-05-26,Coquitlam,BC,CAN,CAN,73,190,2015,NYI,1,16,16
713,Roope Hintz,DAL,L,27,1996-11-17,Tampere,,FIN,FIN,75,215,2015,DAL,2,19,49
714,Caleb Jones,EDM,D,26,1997-06-06,Arlington,TX,USA,USA,73,194,2015,EDM,4,26,117
715,Noah Juulsen,MTL,D,26,1997-04-02,Surrey,BC,CAN,CAN,74,201,2015,MTL,1,26,26
716,Austin Wagner,L.A,L,26,1997-06-23,Calgary,AB,CAN,CAN,73,195,2015,L.A,4,8,99
717,Jack Roslovic,WPG,C,26,1997-01-29,Columbus,OH,USA,USA,73,200,2015,WPG,1,25,25
718,Zach Werenski,CBJ,D,26,1997-07-19,Grosse Pointe,MI,USA,USA,74,213,2015,CBJ,1,8,8
719,Nicolas Roy,CAR,C,26,1997-02-05,Amos,QC,CAN,CAN,76,202,2015,CAR,4,5,96
720,Anthony Beauvillier,NYI,"C, L",26,1997-06-08,Sorel-Tracy,QC,CAN,CAN,71,180,2015,NYI,1,28,28
721,Guillaume Brisebois,VAN,D,26,1997-07-21,Longueuil,QC,CAN,CAN,74,175,2015,VAN,3,5,66
722,Daniel Sprong,"ANA, PIT",R,26,1997-03-17,Amsterdam,,NLD,NLD,72,202,2015,PIT,2,16,46
723,Jeremy Lauzon,BOS,D,26,1997-04-28,Val D'or,QC,CAN,CAN,73,204,2015,BOS,2,22,52
724,Thomas Chabot,OTT,D,26,1997-01-30,Sainte-Marie,QC,CAN,CAN,74,195,2015,OTT,1,18,18
725,Mathieu Joseph,T.B,R,26,1997-02-09,Laval,QC,CAN,CAN,73,187,2015,T.B,4,29,120
726,Lawson Crouse,ARI,L,26,1997-06-23,Mt. Brydges,ON,CAN,CAN,76,215,2015,FLA,1,11,11
727,Kyle Capobianco,ARI,D,26,1997-08-13,Mississauga,ON,CAN,CAN,74,201,2015,ARI,3,2,63
728,Mitchell Marner,TOR,"C, R",26,1997-05-05,Markham,ON,CAN,CAN,72,181,2015,TOR,1,4,4
729,Zach Senyshyn,BOS,R,26,1997-03-30,Ottawa,ON,CAN,CAN,73,205,2015,BOS,1,15,15
730,Filip Chlapik,OTT,C,26,1997-06-03,Prague,,CZE,CZE,73,194,2015,OTT,2,18,48
731,Jacob Larsson,ANA,D,26,1997-04-29,Ljungby,,SWE,SWE,74,193,2015,ANA,1,27,27
732,Joel Eriksson Ek,MIN,C,26,1997-01-29,Karlstad,,SWE,SWE,75,207,2015,MIN,1,20,20
733,Denis Gurianov,DAL,R,26,1997-06-07,Togliatti,,RUS,RUS,75,205,2015,DAL,1,12,12
734,Jake DeBrusk,BOS,L,27,1996-10-17,Edmonton,AB,CAN,CAN,72,197,2015,BOS,1,14,14
735,Ivan Provorov,PHI,D,26,1997-01-13,Yaroslavl,,RUS,RUS,73,201,2015,PHI,1,7,7
736,Dennis Gilbert,CHI,D,27,1996-10-30,Buffalo,NY,USA,USA,74,216,2015,CHI,3,30,91
737,Gabriel Carlsson,CBJ,D,26,1997-01-02,Orebro,,SWE,SWE,77,195,2015,CBJ,1,29,29
738,Austin Czarnik,CGY,C,31,1992-12-12,Detroit,MI,USA,USA,69,170,-,-,-,-,-
739,Anthony Cirelli,T.B,C,26,1997-07-15,Etobicoke,ON,CAN,CAN,72,189,2015,T.B,3,11,72
740,Markus Hannikainen,CBJ,L,30,1993-03-26,Helsinki,,FIN,FIN,73,200,-,-,-,-,-
741,Evan Rodrigues,BUF,L,30,1993-07-28,Toronto,ON,CAN,CAN,71,184,-,-,-,-,-
742,Artemi Panarin,CBJ,L,32,1991-10-30,Korkino,,RUS,RUS,72,173,-,-,-,-,-
743,Andreas Martinsen,CHI,L,33,1990-06-13,Bærum,,NOR,NOR,75,225,-,-,-,-,-
744,Dean Kukan,CBJ,D,30,1993-07-08,Volketswil,,CHE,CHE,74,190,-,-,-,-,-
745,Noel Acciari,BOS,C,32,1991-12-01,Johnston,RI,USA,USA,70,209,-,-,-,-,-
746,Derek Ryan,CGY,C,36,1986-12-29,Spokane,WA,USA,USA,70,185,-,-,-,-,-
747,Kevin Stenlund,CBJ,C,27,1996-09-20,Huddinge,,SWE,SWE,77,215,2015,CBJ,2,28,58
748,William Borgen,BUF,D,26,1996-12-19,Moorhead,MN,USA,USA,75,204,2015,BUF,4,1,92
749,Colton White,N.J,D,26,1997-05-03,London,ON,CAN,CAN,73,187,2015,N.J,4,6,97
750,Denis Malgin,FLA,C,26,1997-01-18,Olten,,CHE,CHE,69,182,2015,FLA,4,11,102
751,Mikhail Vorobyev,PHI,C,26,1997-01-05,Ufa,,RUS,RUS,74,194,2015,PHI,4,13,104
752,Christian Wolanin,OTT,D,28,1995-03-17,Quebec City,QC,CAN,CAN,74,190,2015,OTT,4,16,107
753,Conor Garland,ARI,R,27,1996-03-11,Scituate,MA,USA,USA,70,165,2015,ARI,5,2,123
754,Dominik Simon,PIT,C,29,1994-08-08,Prague,,CZE,CZE,71,190,2015,PIT,5,16,137
755,Christian Jaros,OTT,D,27,1996-04-02,Kosice,,SVK,SVK,75,222,2015,OTT,5,18,139
756,Rudolfs Balcers,OTT,L,26,1997-04-08,Latvia,,LVA,LVA,71,182,2015,S.J,5,21,142
757,Troy Terry,ANA,R,26,1997-09-10,Denver,CO,USA,USA,72,185,2015,ANA,5,27,148
758,Adam Gaudette,VAN,C,27,1996-10-03,Braintree,MA,USA,USA,73,194,2015,VAN,5,28,149
759,Brett Seney,N.J,L,27,1996-02-28,London,ON,CAN,CAN,69,156,2015,N.J,6,6,157
760,Mason Appleton,WPG,C,27,1996-01-15,Green Bay,WI,USA,USA,75,197,2015,WPG,6,17,168
761,Markus Nutivaara,CBJ,D,29,1994-06-06,Oulu,,FIN,FIN,73,187,2015,CBJ,7,8,189
762,Matt Roy,L.A,D,28,1995-03-01,Detroit,MI,USA,USA,73,205,2015,L.A,7,13,194
763,Sami Niku,WPG,D,27,1996-10-10,Haapavesi,,FIN,FIN,73,176,2015,WPG,7,17,198
764,Kole Sherwood,CBJ,R,26,1997-01-22,Columbus,OH,USA,USA,73,212,-,-,-,-,-
765,Philippe Myers,PHI,D,26,1997-01-25,Moncton,NB,CAN,CAN,78,219,-,-,-,-,-
766,Ryan Lomberg,CGY,L,29,1994-09-12,Richmond Hill,ON,CAN,CAN,69,187,-,-,-,-,-
767,Tanner Fritz,NYI,C,32,1991-08-20,Grande Prairie,AB,CAN,CAN,71,192,-,-,-,-,-
768,Nick Lappin,N.J,R,31,1992-11-01,Geneva,IL,USA,USA,73,175,-,-,-,-,-
769,Casey Nelson,BUF,D,31,1992-07-18,Wisconsin Rapids,WI,USA,USA,73,185,-,-,-,-,-
770,Kalle Kossila,ANA,C,30,1993-04-14,Kauniainen,,FIN,FIN,70,182,-,-,-,-,-
771,Kevin Rooney,N.J,C,30,1993-05-21,Canton,MA,USA,USA,74,190,-,-,-,-,-
772,Brandon Tanev,WPG,L,31,1991-12-31,Toronto,ON,CAN,CAN,72,189,-,-,-,-,-
773,Matthew Tkachuk,CGY,L,26,1997-12-11,Scottsdale,AZ,USA,USA,74,201,2016,CGY,1,6,6
774,Joey Anderson,N.J,R,25,1998-06-19,Roseville,MN,USA,USA,72,207,2016,N.J,3,12,73
775,Luke Kunin,MIN,C,26,1997-12-04,Chesterfield,MO,USA,USA,72,197,2016,MIN,1,15,15
776,Auston Matthews,TOR,C,26,1997-09-17,San Ramon,CA,USA,USA,75,208,2016,TOR,1,1,1
777,Maxime Lajoie,OTT,D,26,1997-11-05,Quebec City,QC,CAN,CAN,73,196,2016,OTT,5,12,133
778,Ryan Lindgren,NYR,D,25,1998-02-11,Burnsville,MN,USA,USA,72,190,2016,BOS,2,19,49
779,Charlie McAvoy,BOS,D,25,1997-12-21,Long Beach,NY,USA,USA,73,209,2016,BOS,1,14,14
780,Brandon Gignac,N.J,C,26,1997-11-07,Repentigny,QC,CAN,CAN,71,170,2016,N.J,3,19,80
781,Libor Hajek,NYR,D,25,1998-02-04,Smrcek,,CZE,CZE,74,209,2016,T.B,2,7,37
782,Carl Grundstrom,L.A,R,26,1997-12-01,Umea,,SWE,SWE,72,195,2016,TOR,2,27,57
783,Alex DeBrincat,CHI,"L, R",25,1997-12-18,Farmington Hills,MI,USA,USA,68,178,2016,CHI,2,9,39
784,Patrik Laine,WPG,R,25,1998-04-19,Tampere,,FIN,FIN,77,205,2016,WPG,1,2,2
785,Clayton Keller,ARI,C,25,1998-07-29,Chesterfield,MO,USA,USA,70,178,2016,ARI,1,7,7
786,Jesse Puljujarvi,EDM,R,25,1998-05-07,Alvkarleby,,SWE,FIN,76,201,2016,EDM,1,4,4
787,Jakob Chychrun,ARI,D,25,1998-03-31,Boca Raton,FL,USA,USA,74,220,2016,ARI,1,16,16
788,Dillon Dube,CGY,C,25,1998-07-20,Golden,AB,CAN,CAN,71,185,2016,CGY,2,26,56
789,Sam Steel,ANA,C,25,1998-02-03,Ardrossan,AB,CAN,CAN,71,184,2016,ANA,1,30,30
790,Brett Howden,NYR,C,25,1998-03-29,Calgary,AB,CAN,CAN,74,203,2016,T.B,1,27,27
791,Timothy Gettinger,NYR,L,25,1998-04-14,Cleveland,OH,USA,USA,78,222,2016,NYR,5,20,141
792,Trent Frederic,BOS,C,25,1998-02-11,St. Louis,MO,USA,USA,75,214,2016,BOS,1,29,29
793,Logan Brown,OTT,C,25,1998-03-05,Raleigh,NC,USA,USA,78,218,2016,OTT,1,11,11
794,Max Jones,ANA,L,25,1998-02-17,Rochester,MI,USA,USA,75,216,2016,ANA,1,24,24
795,Tyson Jost,COL,C,25,1998-03-14,St. Albert,AB,CAN,CAN,71,187,2016,COL,1,10,10
796,Dante Fabbro,NSH,D,25,1998-06-20,Coquitlam,BC,CAN,CAN,72,189,2016,NSH,1,17,17
797,Josh Mahura,ANA,D,25,1998-05-05,St. Albert,AB,CAN,CAN,72,185,2016,ANA,3,24,85
798,Victor Mete,MTL,D,25,1998-06-07,Woodbridge,ON,CAN,CAN,69,187,2016,MTL,4,9,100
799,Jordan Kyrou,STL,C,25,1998-05-05,Toronto,ON,CAN,CAN,73,196,2016,STL,2,5,35
800,Riley Stillman,FLA,D,25,1998-03-09,Peterborough,ON,CAN,CAN,73,196,2016,FLA,4,23,114
801,Dennis Cholowski,DET,D,25,1998-02-15,Langley,BC,CAN,CAN,74,210,2016,DET,1,20,20
802,Samuel Girard,COL,D,25,1998-05-12,Roberval,QC,CAN,CAN,70,170,2016,NSH,2,17,47
803,Pierre-Luc Dubois,CBJ,C,25,1998-06-24,Ste-Agathe-Des-Monts,QC,CAN,CAN,76,214,2016,CBJ,1,3,3
804,Jake Bean,CAR,D,25,1998-06-09,Calgary,AB,CAN,CAN,73,196,2016,CAR,1,13,13
805,Henrik Borgstrom,FLA,C,26,1997-08-06,Helsinki,,FIN,FIN,75,199,2016,FLA,1,23,23
806,Jesper Bratt,N.J,L,25,1998-07-30,Stockholm,,SWE,SWE,70,175,2016,N.J,6,11,162
807,Mikhail Sergachev,T.B,D,25,1998-06-25,Nizhnekamsk,,RUS,RUS,73,217,2016,MTL,1,9,9
808,Vitaly Abramov,OTT,R,25,1998-05-08,Chelyabinsk,,RUS,RUS,69,180,2016,CBJ,3,4,65
809,Nathan Bastian,N.J,R,26,1997-12-06,Kitchener,ON,CAN,CAN,76,205,2016,N.J,2,11,41
810,Michael McLeod,N.J,C,25,1998-02-03,Mississauga,ON,CAN,CAN,74,190,2016,N.J,1,12,12
811,Ben Gleason,DAL,D,25,1998-03-25,Ortonville,MI,USA,USA,73,185,-,-,-,-,-
812,Tage Thompson,BUF,"C, R",26,1997-10-30,Phoenix,AZ,USA,USA,78,220,2016,STL,1,26,26
813,Alexander Nylander,BUF,R,25,1998-03-02,Calgary,AB,CAN,CAN,73,192,2016,BUF,1,8,8
814,Filip Hronek,DET,D,26,1997-11-02,Hradec Králové,,CZE,CZE,72,190,2016,DET,2,23,53
815,Jacob MacDonald,FLA,D,30,1993-02-26,Portland,OR,USA,,72,204,-,-,-,-,-
816,Troy Stecher,VAN,D,29,1994-04-07,Richmond,BC,CAN,CAN,70,184,-,-,-,-,-
817,Anthony Greco,FLA,R,30,1993-09-30,Queens,NY,USA,USA,70,179,-,-,-,-,-
818,Nikita Zaitsev,TOR,D,32,1991-10-29,Moscow,,RUS,RUS,74,192,-,-,-,-,-
819,Drake Caggiula,"CHI, EDM","C, L",29,1994-06-20,Pickering,ON,CAN,CAN,70,176,-,-,-,-,-
820,Patrick Russell,EDM,R,30,1993-01-04,Bickenrod,,DNK,DNK,73,203,-,-,-,-,-
821,Michal Kempny,WSH,D,33,1990-09-08,Hodonin,,CZE,CZE,73,192,-,-,-,-,-
822,Janne Kuokkanen,CAR,L,25,1998-05-25,Oulunsalo,,FIN,FIN,73,193,2016,CAR,2,13,43
823,Rem Pitlick,NSH,C,26,1997-04-02,Ottawa,ON,CAN,CAN,71,186,2016,NSH,3,15,76
824,Maxim Mamin,FLA,C,28,1995-01-13,Moscow,,RUS,RUS,74,206,2016,FLA,6,24,175
825,Dylan Gambrell,S.J,C,27,1996-08-26,Bonney Lake,WA,USA,USA,71,185,2016,S.J,2,30,60
826,Matt Luff,L.A,R,26,1997-05-05,Oakville,ON,CAN,CAN,74,196,-,-,-,-,-
827,Alexandre Fortin,CHI,L,26,1997-02-25,Blainville,QC,CAN,CAN,72,184,-,-,-,-,-
828,Trevor Moore,TOR,L,28,1995-03-31,Thousand Oaks,CA,USA,USA,70,195,-,-,-,-,-
829,Zack MacEwen,VAN,C,27,1996-07-08,Charlottetown,PE,CAN,CAN,75,205,-,-,-,-,-
830,Zach Aston-Reese,PIT,C,29,1994-08-10,Staten Island,NY,USA,USA,73,205,-,-,-,-,-
831,Gavin Bayreuther,DAL,D,29,1994-05-12,Canaan,NH,USA,USA,73,196,-,-,-,-,-
832,Vinni Lettieri,NYR,C,28,1995-02-06,Excelsior,MN,USA,USA,70,184,-,-,-,-,-
833,Joseph Gambardella,EDM,C,30,1993-12-01,Staten Island,NY,USA,USA,70,200,-,-,-,-,-
834,Nolan Patrick,PHI,C,25,1998-09-19,Winnipeg,MB,CAN,CAN,74,201,2017,PHI,1,2,2
835,Juuso Valimaki,CGY,D,25,1998-10-06,Tampere,,FIN,FIN,74,205,2017,CGY,1,16,16
836,Kailer Yamamoto,EDM,R,25,1998-09-29,Spokane,WA,USA,USA,68,153,2017,EDM,1,22,22
837,Michael Rasmussen,DET,C,24,1999-04-17,Vancouver,BC,CAN,CAN,78,211,2017,DET,1,9,9
838,Jaret Anderson-Dolan,L.A,C,24,1999-09-12,Calgary,AB,CAN,CAN,71,200,2017,L.A,2,10,41
839,Casey Mittelstadt,BUF,C,25,1998-11-22,Edina,MN,USA,USA,73,195,2017,BUF,1,8,8
840,Urho Vaakanainen,BOS,D,24,1999-01-01,Joensuu,,FIN,FIN,74,200,2017,BOS,1,18,18
841,Nico Hischier,N.J,C,24,1999-01-04,Brig,,CHE,CHE,73,175,2017,N.J,1,1,1
842,Kristian Vesalainen,WPG,L,24,1999-06-01,Helsinki,,FIN,FIN,75,207,2017,WPG,1,24,24
843,Eeli Tolvanen,NSH,R,24,1999-04-22,Vihti,,FIN,FIN,70,191,2017,NSH,1,30,30
844,Elias Pettersson,VAN,C,25,1998-11-12,Sundsvall,,SWE,SWE,74,176,2017,VAN,1,5,5
845,Robert Thomas,STL,C,24,1999-07-02,Aurora,ON,CAN,CAN,72,218,2017,STL,1,20,20
846,Alex Formenton,OTT,L,24,1999-09-13,Barrie,ON,CAN,CAN,75,195,2017,OTT,2,16,47
847,Max Comtois,ANA,L,24,1999-01-08,Longueuil,QC,CAN,CAN,74,210,2017,ANA,2,19,50
848,Henri Jokiharju,CHI,D,24,1999-06-17,Oulu,,FIN,FIN,72,200,2017,CHI,1,29,29
849,Miro Heiskanen,DAL,D,24,1999-07-18,Espoo,,FIN,FIN,73,195,2017,DAL,1,3,3
850,Martin Necas,CAR,C,24,1999-01-15,Nove Mesto na Morave,,CZE,CZE,74,189,2017,CAR,1,12,12
851,Ryan Poehling,MTL,C,24,1999-01-03,Lakeville,MN,USA,USA,74,196,2017,MTL,1,25,25
852,Lias Andersson,NYR,C,25,1998-10-13,Smogen,,SWE,SWE,73,185,2017,NYR,1,7,7
853,Erik Brannstrom,OTT,D,24,1999-09-02,Eksjo,,SWE,SWE,70,185,2017,VGK,1,15,15
854,Alexandre Texier,CBJ,C,24,1999-09-13,St. Martin D'heres,,FRA,FRA,73,186,2017,CBJ,2,14,45
855,Filip Chytil,NYR,C,24,1999-09-05,Kromeriz,,CZE,CZE,74,204,2017,NYR,1,21,21
856,Justin Kloos,ANA,C,30,1993-11-30,Lakeville,MN,USA,USA,69,175,-,-,-,-,-
857,C.J. Smith,BUF,L,29,1994-12-01,Des Moines,IA,USA,USA,71,191,-,-,-,-,-
858,Alex Iafallo,L.A,L,29,1993-12-21,Eden,NY,USA,USA,72,200,-,-,-,-,-
859,Jakub Jerabek,STL,D,32,1991-05-12,Pilsen,,CZE,CZE,71,199,-,-,-,-,-
860,David Kampf,CHI,C,28,1995-01-12,Chomutov,,CZE,CZE,74,197,-,-,-,-,-
861,Neal Pionk,NYR,D,28,1995-07-29,Hermantown,MN,USA,USA,72,185,-,-,-,-,-
862,Oscar Fantenberg,"CGY, L.A",D,32,1991-10-07,Ljunby,,SWE,SWE,72,206,-,-,-,-,-
863,Calle Rosen,TOR,D,29,1994-02-02,Vaxjo,,SWE,SWE,73,188,-,-,-,-,-
864,Radim Simek,S.J,D,31,1992-09-20,Mlada Boleslav,,CZE,CZE,72,204,-,-,-,-,-
865,Libor Sulak,DET,D,29,1994-03-04,Pelhrimov,,CZE,CZE,74,207,-,-,-,-,-
866,Jan Rutta,"CHI, T.B",D,33,1990-07-29,Písek,,CZE,CZE,75,204,-,-,-,-,-
867,Drake Batherson,OTT,R,25,1998-04-27,Fort Wayne,IN,USA,USA,75,200,2017,OTT,4,28,121
868,Max Veronneau,OTT,R,28,1995-12-12,Ottawa,ON,CAN,CAN,73,193,-,-,-,-,-
869,Sheldon Dries,COL,C,29,1994-04-23,Macomb Township,WI,USA,USA,69,180,-,-,-,-,-
870,Sean Walker,L.A,D,29,1994-11-13,Keswick,ON,CAN,CAN,71,195,-,-,-,-,-
871,Adam Johnson,PIT,C,29,1994-06-22,Grand Rapids,MN,USA,USA,72,174,-,-,-,-,-
872,Kiefer Sherwood,ANA,R,28,1995-03-31,Columbus,OH,USA,USA,72,194,-,-,-,-,-
873,Eric Robinson,CBJ,L,28,1995-06-14,BELLMAWR,NJ,USA,USA,74,205,-,-,-,-,-
874,Joel L'Esperance,DAL,C,28,1995-08-18,Brighton,MI,USA,USA,74,210,-,-,-,-,-
875,Daniel Brickley,L.A,D,28,1995-03-30,SANDY,UT,USA,USA,75,203,-,-,-,-,-
876,Sheldon Rempal,L.A,R,28,1995-08-07,Calgary,AB,CAN,CAN,70,165,-,-,-,-,-
877,Lukas Radil,S.J,C,33,1990-08-05,Caslav,,CZE,CZE,74,205,-,-,-,-,-
878,Quinn Hughes,VAN,D,24,1999-10-14,Orlando,FL,USA,USA,70,180,2018,VAN,1,7,7
879,Brady Tkachuk,OTT,L,24,1999-09-16,Scottsdale,AZ,USA,USA,76,221,2018,OTT,1,4,4
880,Evan Bouchard,EDM,D,24,1999-10-20,Oakville,ON,CAN,CAN,75,194,2018,EDM,1,10,10
881,Isac Lundestrom,ANA,C,24,1999-11-06,Gallivare,,SWE,SWE,72,193,2018,ANA,1,23,23
882,Filip Zadina,DET,R,24,1999-11-27,Pardubice,,CZE,CZE,72,190,2018,DET,1,6,6
883,Jesperi Kotkaniemi,MTL,C,23,2000-07-06,Pori,,FIN,FIN,74,201,2018,MTL,1,3,3
884,Andrei Svechnikov,CAR,R,23,2000-03-26,Barnual,,RUS,RUS,74,195,2018,CAR,1,2,2
885,Rasmus Dahlin,BUF,D,23,2000-04-13,Trollhattan,,SWE,SWE,75,202,2018,BUF,1,1,1
886,Karson Kuhlman,BOS,C,28,1995-09-26,Esko,MN,USA,USA,70,184,-,-,-,-,-
887,Lawrence Pilut,BUF,D,27,1995-12-30,Tingsryd,,SWE,SWE,71,194,-,-,-,-,-
888,Igor Ozhiganov,TOR,D,31,1992-10-13,Krasnogorsk,,RUS,RUS,74,210,-,-,-,-,-
889,Par Lindholm,"TOR, WPG",C,32,1991-10-05,Kusmark,,SWE,SWE,72,183,-,-,-,-,-
890,Juuso Riikola,PIT,D,30,1993-11-09,Joensuu,,FIN,,72,189,-,-,-,-,-
891,Dominik Kahun,CHI,C,28,1995-07-02,Plana,,CZE,DEU,71,175,-,-,-,-,-
892,Egor Yakovlev,N.J,D,32,1991-09-17,Magnitogorsk,,RUS,RUS,72,190,-,-,-,-,-
893,Ilya Lyubushkin,ARI,D,29,1994-04-06,Moscow,,RUS,RUS,74,200,-,-,-,-,-
894,Jacob Nilsson,CHI,C,30,1993-10-12,Morrum,,SWE,SWE,70,180,-,-,-,-,-
895,Bogdan Kiselevich,FLA,D,33,1990-02-14,Cherepovets,,RUS,RUS,72,202,-,-,-,-,-
896,Antti Suomela,S.J,C,29,1994-03-17,Espoo,,FIN,FIN,72,180,-,-,-,-,-
897,Logan O'Connor,COL,R,27,1996-08-14,Missouri City,TX,USA,USA,72,175,-,-,-,-,-
898,Josh Teves,VAN,D,28,1995-02-18,CALGARY,AB,CAN,CAN,72,170,-,-,-,-,-
899,Ryan Kuffner,DET,L,27,1996-06-12,OTTAWA,ON,CAN,CAN,72,186,-,-,-,-,-
900,Taro Hirose,DET,L,27,1996-06-30,Calgary,AB,CAN,CAN,70,162,-,-,-,-,-
901,Brady Keeper,FLA,D,27,1996-06-05,Cross Lake,MB,CAN,CAN,74,197,-,-,-,-,-
902,Nico Sturm,MIN,C,28,1995-05-03,Augsburg,,DEU,DEU,75,209,-,-,-,-,-
903,Brogan Rafferty,VAN,D,28,1995-05-28,WEST DUNDEE,IL,USA,USA,72,195,-,-,-,-,-
904,Blake Lizotte,L.A,C,26,1997-12-13,Lindstrom,MN,USA,USA,69,170,-,-,-,-,-
905,Jimmy Schuldt,VGK,D,28,1995-05-11,Minnetonka,MN,USA,USA,73,203,-,-,-,-,-
