,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
16,Sidney Crosby,PIT,C,36,1987-08-07,Cole Harbour,NS,CAN,CAN,71,200,2005,PIT,1,1,1
17,Jack Johnson,"CHI, COL",D,36,1987-01-13,Indianapolis,IN,USA,USA,73,227,2005,CAR,1,3,3
18,Anze Kopitar,L.A,C,36,1987-08-24,Jesenice,,SVN,SVN,75,225,2005,L.A,1,11,11
19,Marc Staal,FLA,D,36,1987-01-13,Thunder Bay,ON,CAN,CAN,76,208,2005,NYR,1,12,12
20,T.J. Oshie,WSH,R,36,1986-12-23,Everett,WA,USA,USA,72,187,2005,STL,1,24,24
21,Andrew Cogliano,COL,C,36,1987-06-14,Toronto,ON,CAN,CAN,70,179,2005,EDM,1,25,25
22,Marc-Edouard Vlasic,S.J,D,36,1987-03-30,Montreal,QC,CAN,CAN,73,205,2005,S.J,2,5,35
23,Kris Letang,PIT,D,36,1987-04-24,Montreal,QC,CAN,CAN,72,201,2005,PIT,3,1,62
24,Darren Helm,COL,C,36,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,DET,5,7,132
25,Ryan Reaves,"MIN, NYR",R,36,1987-01-20,Winnipeg,MB,CAN,CAN,74,225,2005,STL,5,31,156
26,Anton Stralman,BOS,D,37,1986-08-01,Tibro,,SWE,SWE,71,193,2005,TOR,7,22,216
27,Patric Hornqvist,FLA,R,36,1987-01-01,Sollentuna,,SWE,SWE,71,189,2005,NSH,7,36,230
28,Brad Marchand,BOS,L,35,1988-05-11,Halifax,NS,CAN,CAN,69,176,2006,BOS,3,8,71
29,Nick Foligno,BOS,L,36,1987-10-31,Buffalo,NY,USA,USA,72,210,2006,OTT,1,28,28
30,Erik Johnson,COL,D,35,1988-03-21,Bloomington,MN,USA,USA,76,225,2006,STL,1,1,1
31,Kyle Okposo,BUF,R,35,1988-04-16,St. Paul,MN,USA,USA,72,218,2006,NYI,1,7,7
32,Trevor Lewis,CGY,C,36,1987-01-08,Salt Lake City,UT,USA,USA,73,201,2006,L.A,1,17,17
33,Milan Lucic,CGY,L,35,1988-06-07,Vancouver,BC,CAN,CAN,75,240,2006,BOS,2,20,50
34,Cal Clutterbuck,NYI,R,36,1987-11-18,Welland,ON,CAN,CAN,72,212,2006,MIN,3,9,72
35,Jeff Petry,PIT,D,36,1987-12-09,Ann Arbor,MI,USA,USA,75,209,2006,EDM,2,15,45
36,Claude Giroux,OTT,R,35,1988-01-12,Hearst,ON,CAN,CAN,71,190,2006,PHI,1,22,22
37,Jordan Staal,CAR,C,35,1988-09-10,Thunder Bay,ON,CAN,CAN,76,220,2006,PIT,1,2,2
38,Derick Brassard,OTT,C,36,1987-09-22,Hull,QC,CAN,CAN,73,200,2006,CBJ,1,6,6
39,Phil Kessel,VGK,"C, R",36,1987-10-02,Madison,WI,USA,USA,71,208,2006,BOS,1,5,5
40,Nicklas Backstrom,WSH,C,36,1987-11-23,Gävle,,SWE,SWE,73,202,2006,WSH,1,4,4
41,Jonathan Toews,CHI,C,35,1988-04-29,Winnipeg,MB,CAN,CAN,74,201,2006,CHI,1,3,3
42,Alex Killorn,T.B,L,34,1989-09-14,Halifax,NS,CAN,CAN,73,194,2007,T.B,3,16,77
43,Jamie Benn,DAL,L,34,1989-07-18,Victoria,BC,CAN,CAN,74,205,2007,DAL,5,8,129
44,Nick Bonino,"PIT, S.J",C,35,1988-04-20,Hartford,CT,USA,USA,73,195,2007,S.J,6,22,173
45,Ian Cole,T.B,D,34,1989-02-21,Ann Arbor,MI,USA,USA,73,225,2007,STL,1,18,18
46,Justin Braun,PHI,D,36,1987-02-10,Minneapolis,MN,USA,USA,74,205,2007,S.J,7,20,201
47,Kevin Shattenkirk,ANA,D,34,1989-01-29,New Rochelle,NY,USA,USA,72,212,2007,COL,1,14,14
48,Pat Maroon,T.B,L,35,1988-04-23,St. Louis,MO,USA,USA,75,234,2007,PHI,6,10,161
49,James van Riemsdyk,PHI,L,34,1989-05-04,Middletown,NJ,USA,USA,75,208,2007,PHI,1,2,2
50,Sam Gagner,WPG,C,34,1989-08-10,London,ON,CAN,CAN,71,201,2007,EDM,1,6,6
51,Logan Couture,S.J,C,34,1989-03-28,Guelph,ON,CAN,CAN,73,206,2007,S.J,1,9,9
52,Brad Malone,EDM,C,34,1989-05-20,Miramichi,NB,CAN,CAN,74,217,2007,COL,4,14,105
53,Brendan Smith,N.J,D,34,1989-02-08,Mimico,ON,CAN,CAN,74,200,2007,DET,1,27,27
54,David Perron,DET,L,35,1988-05-28,Sherbrooke,QC,CAN,CAN,73,196,2007,STL,1,26,26
55,Patrick Kane,"CHI, NYR",R,35,1988-11-19,Buffalo,NY,USA,USA,70,177,2007,CHI,1,1,1
56,Robert Bortuzzo,STL,D,34,1989-03-18,Thunder Bay,ON,CAN,CAN,76,216,2007,PIT,3,17,78
57,Evgenii Dadonov,"DAL, MTL",R,34,1989-03-12,Chelyabinsk,,RUS,RUS,71,189,2007,FLA,3,10,71
58,Mikael Backlund,CGY,C,34,1989-03-17,Vasteras,,SWE,SWE,72,206,2007,CGY,1,24,24
59,Ryan McDonagh,NSH,D,34,1989-06-13,St. Paul,MN,USA,USA,73,215,2007,MTL,1,12,12
60,Max Pacioretty,CAR,L,35,1988-11-20,New Canaan,CT,USA,USA,74,217,2007,MTL,1,22,22
61,Jakub Voracek,CBJ,R,34,1989-08-15,Kladno,,CZE,CZE,74,216,2007,CBJ,1,7,7
62,Jake Muzzin,TOR,D,34,1989-02-21,Woodstock,ON,CAN,CAN,75,227,2007,PIT,5,20,141
63,Alec Martinez,VGK,D,36,1987-07-26,Rochester Hills,MI,USA,USA,73,210,2007,L.A,4,4,95
64,Lars Eller,"COL, WSH",C,34,1989-05-08,Rodovre,,DNK,DNK,74,205,2007,STL,1,13,13
65,Wayne Simmonds,TOR,R,35,1988-08-26,Scarborough,ON,CAN,CAN,74,184,2007,L.A,2,31,61
66,Nick Holden,OTT,D,36,1987-05-15,St. Albert,AB,CAN,CAN,76,210,-,-,-,-,-
67,Jason Demers,EDM,D,35,1988-06-09,Dorval,QC,CAN,CAN,73,195,2008,S.J,7,5,186
68,Drew Doughty,L.A,D,34,1989-12-08,London,ON,CAN,CAN,73,210,2008,L.A,1,2,2
69,Steven Stamkos,T.B,C,33,1990-02-07,Markham,ON,CAN,CAN,72,182,2008,T.B,1,1,1
70,Alex Pietrangelo,VGK,D,33,1990-01-18,King City,ON,CAN,CAN,75,215,2008,STL,1,4,4
71,Zach Bogosian,T.B,D,33,1990-07-15,Massena,NY,USA,USA,74,222,2008,ATL,1,3,3
72,Luke Schenn,"TOR, VAN",D,34,1989-11-02,Saskatoon,SK,CAN,CAN,74,225,2008,TOR,1,5,5
73,Josh Bailey,NYI,R,34,1989-10-02,Bowmanville,ON,CAN,CAN,73,200,2008,NYI,1,9,9
74,Tyler Myers,VAN,D,33,1990-02-01,Houston,TX,USA,CAN,80,229,2008,BUF,1,12,12
75,Erik Karlsson,S.J,D,33,1990-05-31,Landsbro,,SWE,SWE,72,190,2008,OTT,1,15,15
76,Jordan Eberle,SEA,R,33,1990-05-15,Regina,SK,CAN,CAN,71,190,2008,EDM,1,22,22
77,John Carlson,WSH,D,33,1990-01-10,Natick,MA,USA,USA,75,215,2008,WSH,1,27,27
78,Roman Josi,NSH,D,33,1990-06-01,Bern,,CHE,CHE,73,201,2008,NSH,2,8,38
79,Justin Schultz,SEA,D,33,1990-07-06,Kelowna,BC,CAN,CAN,74,190,2008,ANA,2,13,43
80,Zac Dalpe,FLA,C,34,1989-11-01,Paris,ON,CAN,CAN,74,197,2008,CAR,2,15,45
81,Travis Hamonic,OTT,D,33,1990-08-16,St. Malo,MB,CAN,CAN,73,200,2008,NYI,2,23,53
82,Derek Stepan,CAR,C,33,1990-06-18,Hastings,MN,USA,USA,71,196,2008,NYR,2,21,51
83,Marco Scandella,STL,D,33,1990-02-23,Montreal,QC,CAN,CAN,75,212,2008,MIN,2,25,55
84,Michael Stone,CGY,D,33,1990-06-07,Winnipeg,MB,CAN,CAN,75,210,2008,PHX,3,8,69
85,Adam Henrique,ANA,C,33,1990-02-06,Brantford,ON,CAN,CAN,72,195,2008,N.J,3,21,82
86,TJ Brodie,TOR,D,33,1990-06-07,Chatham,ON,CAN,CAN,74,187,2008,CGY,4,23,114
87,Gustav Nyquist,"CBJ, MIN","C, L",34,1989-09-01,Halmstad,,SWE,SWE,71,180,2008,DET,4,30,121
88,Derek Grant,ANA,C,33,1990-04-20,Abbotsford,BC,CAN,CAN,75,210,2008,OTT,4,28,119
89,Mark Borowiecki,NSH,D,34,1989-07-12,Ottawa,ON,CAN,CAN,74,204,2008,OTT,5,18,139
90,Matt Martin,NYI,L,34,1989-05-08,Windsor,ON,CAN,CAN,75,220,2008,NYI,5,27,148
91,Jared Spurgeon,MIN,D,34,1989-11-29,Edmonton,AB,CAN,CAN,69,166,2008,NYI,6,5,156
92,Jordie Benn,TOR,D,36,1987-07-26,Victoria,BC,CAN,CAN,74,201,-,-,-,-,-
93,Tyler Johnson,CHI,C,33,1990-07-29,Spokane,WA,USA,USA,68,185,-,-,-,-,-
94,Mike Hoffman,MTL,L,34,1989-11-24,Kitchener,ON,CAN,CAN,72,190,2009,OTT,5,9,130
95,Marcus Johansson,"MIN, WSH",L,33,1990-10-06,Landskrona,,SWE,SWE,73,203,2009,WSH,1,24,24
96,Kyle Palmieri,NYI,C,32,1991-02-01,Smithtown,NY,USA,USA,71,198,2009,ANA,1,26,26
97,Ryan O'Reilly,"STL, TOR",C,32,1991-02-07,Clinton,ON,CAN,CAN,73,207,2009,COL,2,3,33
98,Kyle Clifford,TOR,L,32,1991-01-13,Ayr,ON,CAN,CAN,74,217,2009,L.A,2,5,35
99,Alex Chiasson,DET,R,33,1990-10-01,Montreal,QC,CAN,CAN,76,208,2009,DAL,2,8,38
100,Jakob Silfverberg,ANA,R,33,1990-10-13,Gävle,,SWE,SWE,73,207,2009,OTT,2,9,39
101,John Tavares,TOR,C,33,1990-09-20,Mississauga,ON,CAN,CAN,73,216,2009,NYI,1,1,1
102,Victor Hedman,T.B,D,32,1990-12-18,Ornskoldsvik,,SWE,SWE,79,244,2009,T.B,1,2,2
103,Matt Duchene,NSH,C,32,1991-01-16,Haliburton,ON,CAN,CAN,71,195,2009,COL,1,3,3
104,Evander Kane,EDM,L,32,1991-08-02,Vancouver,BC,CAN,CAN,74,210,2009,ATL,1,4,4
105,Brayden Schenn,STL,C,32,1991-08-22,Saskatoon,SK,CAN,CAN,73,199,2009,L.A,1,5,5
106,Oliver Ekman-Larsson,VAN,D,32,1991-07-17,Karlskrona,,SWE,SWE,74,200,2009,PHX,1,6,6
107,Nazem Kadri,CGY,C,33,1990-10-06,London,ON,CAN,CAN,72,185,2009,TOR,1,7,7
108,Calvin de Haan,CAR,D,32,1991-05-09,Carp,ON,CAN,CAN,73,195,2009,NYI,1,12,12
109,Zack Kassian,ARI,R,32,1991-01-24,Windsor,ON,CAN,CAN,75,211,2009,BUF,1,13,13
110,Dmitry Kulikov,"ANA, PIT",D,33,1990-10-29,Lipetsk,,RUS,RUS,73,201,2009,FLA,1,14,14
111,Nick Leddy,STL,D,32,1991-03-20,Eden Prairie,MN,USA,USA,72,205,2009,MIN,1,16,16
112,Chris Kreider,NYR,L,32,1991-04-30,Boxford,MA,USA,USA,75,230,2009,NYR,1,19,19
113,Brayden McNabb,VGK,D,32,1991-01-21,Davidson,SK,CAN,CAN,76,215,2009,BUF,3,5,66
114,Reilly Smith,VGK,R,32,1991-04-01,Toronto,ON,CAN,CAN,73,185,2009,DAL,3,8,69
115,Tomas Tatar,N.J,L,33,1990-12-01,Ilava,,SVK,SVK,70,173,2009,DET,2,30,60
116,Tyson Barrie,"EDM, NSH",D,32,1991-07-26,Victoria,BC,CAN,CAN,71,197,2009,COL,3,3,64
117,Dmitry Orlov,"BOS, WSH",D,32,1991-07-23,Novokuznetsk,,RUS,RUS,71,214,2009,WSH,2,25,55
118,Brian Dumoulin,PIT,D,32,1991-09-06,Biddeford,ME,USA,USA,76,207,2009,CAR,2,21,51
119,Mattias Ekholm,"EDM, NSH",D,33,1990-05-24,Borlange,,SWE,SWE,76,215,2009,NSH,4,11,102
120,Marcus Foligno,MIN,L,32,1991-08-10,Buffalo,NY,USA,CAN,75,226,2009,BUF,4,13,104
121,Craig Smith,"BOS, WSH",C,34,1989-09-05,Madison,WI,USA,USA,72,204,2009,NSH,4,7,98
122,Chris Wideman,MTL,D,33,1990-01-07,St. Louis,MO,USA,USA,70,181,2009,OTT,4,9,100
123,Casey Cizikas,NYI,C,32,1991-02-27,Toronto,ON,CAN,CAN,71,190,2009,NYI,4,1,92
124,David Savard,MTL,D,33,1990-10-22,St. Hyacinthe,QC,CAN,CAN,73,235,2009,CBJ,4,3,94
125,Nicolas Deslauriers,PHI,L,32,1991-02-22,LaSalle,QC,CAN,CAN,73,220,2009,L.A,3,23,84
126,Byron Froese,VGK,C,32,1991-03-12,Winkler,MB,CAN,CAN,73,202,2009,CHI,4,28,119
127,Ben Chiarot,DET,D,32,1991-05-09,Hamilton,ON,CAN,CAN,75,232,2009,ATL,4,29,120
128,Erik Haula,N.J,L,32,1991-03-23,Pori,,FIN,FIN,71,191,2009,MIN,7,1,182
129,Anders Lee,NYI,L,33,1990-07-03,Edina,MN,USA,USA,75,235,2009,NYI,6,1,152
130,Nick Jensen,WSH,D,33,1990-09-21,St. Paul,MN,USA,USA,73,205,2009,DET,5,29,150
131,Nic Dowd,WSH,C,33,1990-05-27,Huntsville,AL,USA,USA,73,193,2009,L.A,7,17,198
132,Brenden Dillon,WPG,D,33,1990-11-13,New Westminster,BC,CAN,CAN,76,224,-,-,-,-,-
133,Andrew Agozzino,S.J,L,32,1991-01-03,Kleinburg,ON,CAN,CAN,70,187,-,-,-,-,-
134,Radko Gudas,FLA,D,33,1990-06-05,Prague,,CZE,CZE,72,208,2010,T.B,3,6,66
135,Matt Irwin,WSH,D,36,1987-11-29,Victoria,BC,CAN,CAN,74,200,-,-,-,-,-
136,Chris Tanev,CGY,D,33,1989-12-20,Toronto,ON,CAN,CAN,74,193,-,-,-,-,-
137,Mats Zuccarello,MIN,R,36,1987-09-01,Oslo,,NOR,NOR,68,181,-,-,-,-,-
138,Calle Jarnkrok,TOR,C,32,1991-09-25,Gävle,,SWE,SWE,72,192,2010,DET,2,21,51
139,Justin Holl,TOR,D,31,1992-01-30,Tonka Bay,MN,USA,USA,75,197,2010,CHI,2,24,54
140,Jason Zucker,PIT,L,31,1992-01-16,Newport Beach,CA,USA,USA,71,192,2010,MIN,2,29,59
141,Tyler Toffoli,CGY,R,31,1992-04-24,Scarborough,ON,CAN,CAN,72,203,2010,L.A,2,17,47
142,Evgeny Kuznetsov,WSH,C,31,1992-05-19,Chelyabinsk,,RUS,RUS,74,207,2010,WSH,1,26,26
143,Charlie Coyle,BOS,C,31,1992-03-02,E. Weymouth,MA,USA,USA,75,223,2010,S.J,1,28,28
144,Patrik Nemeth,ARI,D,31,1992-02-08,Stockholm,,SWE,SWE,76,230,2010,DAL,2,11,41
145,Jon Merrill,MIN,D,31,1992-02-03,Oklahoma City,OK,USA,USA,75,204,2010,N.J,2,8,38
146,Tyler Pitlick,STL,C,32,1991-11-01,Minneapolis,MN,USA,USA,74,200,2010,EDM,2,1,31
147,Justin Faulk,STL,D,31,1992-03-20,South St.Paul,MN,USA,USA,72,214,2010,CAR,2,7,37
148,Brock Nelson,NYI,C,32,1991-10-15,Warroad,MN,USA,USA,76,210,2010,NYI,1,30,30
149,Nick Bjugstad,"ARI, EDM",C,31,1992-07-17,Minneapolis,MN,USA,USA,78,209,2010,FLA,1,19,19
150,Derek Forbort,BOS,D,31,1992-03-04,Duluth,MN,USA,USA,76,208,2010,L.A,1,15,15
151,Kevin Hayes,PHI,C,31,1992-05-08,Dorchester,MA,USA,USA,77,216,2010,CHI,1,24,24
152,Cam Fowler,ANA,D,32,1991-12-05,Windsor,ON,CAN,USA,74,215,2010,ANA,1,12,12
153,Vladimir Tarasenko,"NYR, STL",R,32,1991-12-13,Yaroslavl,,RUS,RUS,73,228,2010,STL,1,16,16
154,Austin Watson,OTT,L,31,1992-01-13,Ann Arbor,MI,USA,USA,76,204,2010,NSH,1,18,18
155,Jaden Schwartz,SEA,C,31,1992-06-25,Wilcox,SK,CAN,CAN,70,185,2010,STL,1,14,14
156,Riley Sheahan,BUF,C,32,1991-12-07,St. Catharines,ON,CAN,CAN,74,214,2010,DET,1,21,21
157,Chris Wagner,BOS,R,32,1991-05-27,Walpole,MA,USA,USA,72,192,2010,ANA,5,2,122
158,Jeff Skinner,BUF,L,31,1992-05-16,Toronto,ON,CAN,CAN,71,197,2010,CAR,1,7,7
159,Zach Hyman,EDM,L,31,1992-06-09,Toronto,ON,CAN,CAN,73,211,2010,FLA,5,3,123
160,Erik Gudbranson,CBJ,D,31,1992-01-07,Ottawa,ON,CAN,CAN,77,222,2010,FLA,1,3,3
161,Taylor Hall,BOS,L,32,1991-11-14,Calgary,AB,CAN,CAN,73,210,2010,EDM,1,1,1
162,Ryan Johansen,NSH,C,31,1992-07-31,Vancouver,BC,CAN,CAN,75,218,2010,CBJ,1,4,4
163,Tyler Seguin,DAL,C,31,1992-01-31,Brampton,ON,CAN,CAN,73,205,2010,BOS,1,2,2
164,Dylan McIlrath,WSH,D,31,1992-04-20,Winnipeg,MB,CAN,CAN,77,232,2010,NYR,1,10,10
165,Jarred Tinordi,CHI,D,31,1992-02-20,Burnsville,MN,USA,USA,78,229,2010,MTL,1,22,22
166,Mikael Granlund,"NSH, PIT",C,31,1992-02-26,Oulu,,FIN,FIN,70,185,2010,MIN,1,9,9
167,Nino Niederreiter,"NSH, WPG",R,31,1992-09-08,Chur,,CHE,CHE,74,218,2010,NYI,1,5,5
168,Bryan Rust,PIT,R,31,1992-05-11,Pontiac,MI,USA,USA,71,192,2010,PIT,3,20,80
169,Jani Hakanpaa,DAL,D,31,1992-03-31,Kirkkonummi,,FIN,FIN,78,225,2010,STL,4,14,104
170,Sam Carrick,ANA,C,31,1992-02-04,Markham,ON,CAN,CAN,72,200,2010,TOR,5,24,144
171,Brendan Gallagher,MTL,R,31,1992-05-06,Edmonton,AB,CAN,CAN,69,186,2010,MTL,5,27,147
172,Jesper Fast,CAR,R,32,1991-12-02,Nassjo,,SWE,SWE,73,191,2010,NYR,6,7,157
173,Kevin Gravel,NSH,D,31,1992-03-06,Kingsford,MI,USA,USA,76,205,2010,L.A,5,28,148
174,John Klingberg,"ANA, MIN",D,31,1992-08-14,Gothenburg,,SWE,SWE,75,190,2010,DAL,5,11,131
175,Mark Stone,VGK,R,31,1992-05-13,Winnipeg,MB,CAN,CAN,75,217,2010,OTT,6,28,178
176,Alex Belzile,MTL,R,32,1991-08-31,Rivière-du-Loup,QC,CAN,CAN,72,196,-,-,-,-,-
177,Taylor Fedun,PIT,D,35,1988-06-04,Edmonton,AB,CAN,CAN,73,200,-,-,-,-,-
178,Colin Blackwell,CHI,C,30,1993-03-28,Lawrence,MA,USA,USA,69,190,2011,S.J,7,13,193
179,Ondrej Palat,N.J,L,32,1991-03-28,Frydek-Mistek,,CZE,CZE,72,194,2011,T.B,7,27,208
180,Lukas Sedlak,"COL, PHI",C,30,1993-02-25,Ceské Budejovice,,CZE,CZE,72,205,2011,CBJ,6,7,158
181,Josh Manson,COL,D,32,1991-10-07,Hinsdale,IL,USA,CAN,75,218,2011,ANA,6,9,160
182,Josh Archibald,PIT,R,31,1992-10-06,Regina,SK,CAN,CAN,70,176,2011,PIT,6,23,174
183,Travis Boyd,ARI,C,30,1993-09-14,Hopkins,MN,USA,USA,72,190,2011,WSH,6,26,177
184,Dylan DeMelo,WPG,D,30,1993-05-01,London,ON,CAN,CAN,72,195,2011,S.J,6,28,179
185,Johnny Gaudreau,CBJ,L,30,1993-08-13,Salem,NJ,USA,USA,69,165,2011,CGY,4,13,104
186,Nick Seeler,PHI,D,30,1993-06-03,Eden Prairie,MN,USA,USA,74,201,2011,MIN,5,10,131
187,Sean Kuraly,CBJ,C,30,1993-01-20,Dublin,OH,USA,USA,74,213,2011,S.J,5,12,133
188,Vincent Trocheck,NYR,C,30,1993-07-11,Pittsburgh,PA,USA,USA,71,184,2011,FLA,3,3,64
189,Joseph Cramarossa,MIN,C,31,1992-10-26,Toronto,ON,CAN,CAN,73,190,2011,ANA,3,4,65
190,Adam Lowry,WPG,C,30,1993-03-29,St. Louis,MO,USA,USA,78,208,2011,WPG,3,6,67
191,Nick Cousins,FLA,C,30,1993-07-20,Belleville,ON,CAN,CAN,71,192,2011,PHI,3,7,68
192,Steven Fogarty,MIN,C,30,1993-04-19,Chambersburg,PA,USA,USA,75,204,2011,NYR,3,11,72
193,Blake Coleman,CGY,C,32,1991-11-28,Plano,TX,USA,USA,71,199,2011,N.J,3,14,75
194,Andy Andreoff,NYI,C,32,1991-05-17,Pickering,ON,CAN,CAN,73,208,2011,L.A,3,19,80
195,Josh Leivo,STL,L,30,1993-05-26,Innisfil,ON,CAN,CAN,74,192,2011,TOR,3,25,86
196,Jean-Gabriel Pageau,NYI,C,31,1992-11-11,Ottawa,ON,CAN,CAN,71,185,2011,OTT,4,5,96
197,Mike Reilly,BOS,D,30,1993-07-13,Chicago,IL,USA,USA,73,196,2011,CBJ,4,7,98
198,Scott Mayfield,NYI,D,31,1992-10-14,St. Louis,MO,USA,USA,77,220,2011,NYI,2,4,34
199,Boone Jenner,CBJ,C,30,1993-06-15,Dorchester,ON,CAN,CAN,74,203,2011,CBJ,2,7,37
200,Brandon Saad,STL,L,31,1992-10-27,Pittsburgh,PA,USA,USA,73,215,2011,CHI,2,13,43
201,Brett Ritchie,"ARI, CGY",R,30,1993-07-01,Orangeville,ON,CAN,CAN,76,215,2011,DAL,2,14,44
202,Joel Edmundson,MTL,D,30,1993-06-28,Brandon,MB,CAN,CAN,77,221,2011,STL,2,16,46
203,Matt Nieto,"COL, S.J",L,31,1992-11-05,Long Beach,CA,USA,USA,71,187,2011,S.J,2,17,47
204,William Karlsson,VGK,C,30,1993-01-08,Marsta,,SWE,SWE,72,190,2011,ANA,2,23,53
205,Scott Harrington,"ANA, S.J",D,30,1993-03-10,Kingston,ON,CAN,CAN,74,204,2011,PIT,2,24,54
206,Nikita Kucherov,T.B,R,30,1993-06-17,Maykop,,RUS,RUS,71,181,2011,T.B,2,28,58
207,Ryan Nugent-Hopkins,EDM,C,30,1993-04-12,Burnaby,BC,CAN,CAN,72,195,2011,EDM,1,1,1
208,Jonathan Huberdeau,CGY,C,30,1993-06-04,Saint-Jerome,QC,CAN,CAN,73,200,2011,FLA,1,3,3
209,Adam Larsson,SEA,D,31,1992-11-12,Skellefteå,,SWE,SWE,75,209,2011,N.J,1,4,4
210,Ryan Strome,ANA,C,30,1993-07-11,Mississauga,ON,CAN,CAN,73,191,2011,NYI,1,5,5
211,Mika Zibanejad,NYR,C,30,1993-04-18,Huddinge,,SWE,SWE,74,202,2011,OTT,1,6,6
212,Mark Scheifele,WPG,C,30,1993-03-15,Kitchener,ON,CAN,CAN,75,198,2011,WPG,1,7,7
213,Dougie Hamilton,N.J,D,30,1993-06-17,Toronto,ON,CAN,CAN,78,230,2011,BOS,1,9,9
214,Jonas Brodin,MIN,D,30,1993-07-12,Karlstad,,SWE,SWE,74,196,2011,MIN,1,10,10
215,Jamie Oleksiak,SEA,D,30,1992-12-21,Toronto,ON,CAN,CAN,79,257,2011,DAL,1,14,14
216,J.T. Miller,VAN,C,30,1993-03-14,East Palestine,OH,USA,USA,73,218,2011,NYR,1,15,15
217,Joel Armia,MTL,R,30,1993-05-31,Pori,,FIN,FIN,75,216,2011,BUF,1,16,16
218,Nathan Beaulieu,ANA,D,31,1992-12-05,Strathroy,ON,CAN,CAN,74,200,2011,MTL,1,17,17
219,Connor Murphy,CHI,D,30,1993-03-26,Dublin,OH,USA,USA,76,212,2011,PHX,1,20,20
220,Stefan Noesen,CAR,R,30,1993-02-12,Plano,TX,USA,USA,73,205,2011,OTT,1,21,21
221,Phillip Danault,L.A,C,30,1993-02-24,Victoriaville,QC,CAN,CAN,73,200,2011,CHI,1,26,26
222,Vladislav Namestnikov,"T.B, WPG",C,31,1992-11-22,Zhukovskiy,,RUS,RUS,72,179,2011,T.B,1,27,27
223,Rickard Rakell,PIT,R,30,1993-05-05,Sundbyberg,,SWE,SWE,73,195,2011,ANA,1,30,30
224,Colin Miller,DAL,D,31,1992-10-29,Sault Ste. Marie,ON,CAN,CAN,73,200,2012,L.A,5,30,151
225,Jonathan Marchessault,VGK,"C, R",32,1990-12-27,Cap-Rouge,QC,CAN,CAN,69,183,-,-,-,-,-
226,Barclay Goodrow,NYR,C,30,1993-02-26,Toronto,ON,CAN,CAN,74,204,-,-,-,-,-
227,Brad Hunt,COL,D,35,1988-08-24,Maple Ridge,BC,CAN,CAN,69,177,-,-,-,-,-
228,Torey Krug,STL,D,32,1991-04-12,Livonia,MI,USA,USA,69,194,-,-,-,-,-
229,Luke Glendening,DAL,C,34,1989-04-28,Grand Rapids,MI,USA,USA,71,190,-,-,-,-,-
230,Yanni Gourde,SEA,C,32,1991-12-15,Saint-Narcisse,QC,CAN,CAN,69,174,-,-,-,-,-
231,Ryan Murray,EDM,D,30,1993-09-27,Regina,SK,CAN,CAN,73,206,2012,CBJ,1,2,2
232,Alex Galchenyuk,COL,C,29,1994-02-12,Milwaukee,WI,USA,USA,73,194,2012,MTL,1,3,3
233,Morgan Rielly,TOR,D,29,1994-03-09,Vancouver,BC,CAN,CAN,73,222,2012,TOR,1,5,5
