,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
469,Anthony Beauvillier,"NYI, VAN",L,26,1997-06-08,Sorel-Tracy,QC,CAN,CAN,71,180,2015,NYI,1,28,28
470,Guillaume Brisebois,VAN,D,26,1997-07-21,Longueuil,QC,CAN,CAN,74,175,2015,VAN,3,5,66
471,Daniel Sprong,SEA,R,26,1997-03-17,Amsterdam,,NLD,NLD,72,202,2015,PIT,2,16,46
472,Jeremy Lauzon,NSH,D,26,1997-04-28,Val D'or,QC,CAN,CAN,73,204,2015,BOS,2,22,52
473,Thomas Chabot,OTT,D,26,1997-01-30,Sainte-Marie,QC,CAN,CAN,74,195,2015,OTT,1,18,18
474,Mathieu Joseph,OTT,R,26,1997-02-09,Laval,QC,CAN,CAN,73,187,2015,T.B,4,29,120
475,Lawson Crouse,ARI,L,26,1997-06-23,Mt. Brydges,ON,CAN,CAN,76,215,2015,FLA,1,11,11
476,Kyle Capobianco,WPG,D,26,1997-08-13,Mississauga,ON,CAN,CAN,74,201,2015,ARI,3,2,63
477,Mitchell Marner,TOR,R,26,1997-05-05,Markham,ON,CAN,CAN,72,181,2015,TOR,1,4,4
478,Jacob Larsson,OTT,D,26,1997-04-29,Ljungby,,SWE,SWE,74,193,2015,ANA,1,27,27
479,Joel Eriksson Ek,MIN,C,26,1997-01-29,Karlstad,,SWE,SWE,75,207,2015,MIN,1,20,20
480,Denis Gurianov,"DAL, MTL",R,26,1997-06-07,Togliatti,,RUS,RUS,75,205,2015,DAL,1,12,12
481,Jake DeBrusk,BOS,L,27,1996-10-17,Edmonton,AB,CAN,CAN,72,197,2015,BOS,1,14,14
482,Ivan Provorov,PHI,D,26,1997-01-13,Yaroslavl,,RUS,RUS,73,201,2015,PHI,1,7,7
483,Dennis Gilbert,CGY,D,27,1996-10-30,Buffalo,NY,USA,USA,74,216,2015,CHI,3,30,91
484,Gabriel Carlsson,WSH,D,26,1997-01-02,Orebro,,SWE,SWE,77,195,2015,CBJ,1,29,29
485,John Marino,N.J,D,26,1997-05-21,Brockton,MA,USA,USA,73,181,2015,EDM,6,3,154
486,Yakov Trenin,NSH,C,26,1997-01-13,Chelyabinsk,,RUS,RUS,74,201,2015,NSH,2,25,55
487,Austin Czarnik,DET,C,31,1992-12-12,Detroit,MI,USA,USA,69,170,-,-,-,-,-
488,Anthony Cirelli,T.B,C,26,1997-07-15,Etobicoke,ON,CAN,CAN,72,189,2015,T.B,3,11,72
489,Evan Rodrigues,COL,C,30,1993-07-28,Toronto,ON,CAN,CAN,71,184,-,-,-,-,-
490,Artemi Panarin,NYR,L,32,1991-10-30,Korkino,,RUS,RUS,72,173,-,-,-,-,-
491,Noel Acciari,"STL, TOR",C,32,1991-12-01,Johnston,RI,USA,USA,70,209,-,-,-,-,-
492,Derek Ryan,EDM,C,36,1986-12-29,Spokane,WA,USA,USA,70,185,-,-,-,-,-
493,Kevin Stenlund,WPG,C,27,1996-09-20,Huddinge,,SWE,SWE,77,215,2015,CBJ,2,28,58
494,Will Borgen,SEA,D,26,1996-12-19,Moorhead,MN,USA,USA,75,204,2015,BUF,4,1,92
495,Colton White,ANA,D,26,1997-05-03,London,ON,CAN,CAN,73,187,2015,N.J,4,6,97
496,Denis Malgin,"COL, TOR",C,26,1997-01-18,Olten,,CHE,CHE,69,182,2015,FLA,4,11,102
497,Christian Wolanin,VAN,D,28,1995-03-17,Quebec City,QC,CAN,CAN,74,190,2015,OTT,4,16,107
498,Alexandre Carrier,NSH,D,27,1996-10-08,Quebec City,QC,CAN,CAN,71,174,2015,NSH,4,24,115
499,Conor Garland,VAN,R,27,1996-03-11,Scituate,MA,USA,USA,70,165,2015,ARI,5,2,123
500,Niko Mikkola,"NYR, STL",D,27,1996-04-27,Finland,,FIN,FIN,76,209,2015,STL,5,6,127
501,Kirill Kaprizov,MIN,L,26,1997-04-26,Novokuznetsk,,RUS,RUS,70,202,2015,MIN,5,14,135
502,Rudolfs Balcers,"FLA, T.B",L,26,1997-04-08,Latvia,,LVA,LVA,71,182,2015,S.J,5,21,142
503,Troy Terry,ANA,R,26,1997-09-10,Denver,CO,USA,USA,72,185,2015,ANA,5,27,148
504,Brett Seney,CHI,L,27,1996-02-28,London,ON,CAN,CAN,69,156,2015,N.J,6,6,157
505,Vladislav Gavrikov,"CBJ, L.A",D,28,1995-11-21,Yaroslavl,,RUS,RUS,75,221,2015,CBJ,6,8,159
506,Mason Appleton,WPG,C,27,1996-01-15,Green Bay,WI,USA,USA,75,197,2015,WPG,6,17,168
507,Steven Lorentz,S.J,C,27,1996-04-13,Kitchener,ON,CAN,CAN,76,206,2015,CAR,7,5,186
508,Matt Roy,L.A,D,28,1995-03-01,Detroit,MI,USA,USA,73,205,2015,L.A,7,13,194
509,Lane Pederson,"CBJ, VAN",C,26,1997-08-04,Saskatoon,SK,CAN,CAN,72,192,-,-,-,-,-
510,Jalen Chatfield,CAR,D,27,1996-05-15,Ypsilanti,MI,USA,USA,73,188,-,-,-,-,-
511,Mason Marchment,DAL,L,28,1995-06-18,Uxbridge,ON,CAN,,76,210,-,-,-,-,-
512,Philippe Myers,T.B,D,26,1997-01-25,Moncton,NB,CAN,CAN,78,219,-,-,-,-,-
513,Ryan Lomberg,FLA,L,29,1994-09-12,Richmond Hill,ON,CAN,CAN,69,187,-,-,-,-,-
514,Dan Renouf,BOS,D,29,1994-06-01,Pickering,ON,CAN,CAN,73,198,-,-,-,-,-
515,Kevin Rooney,CGY,C,30,1993-05-21,Canton,MA,USA,USA,74,190,-,-,-,-,-
516,Brandon Tanev,SEA,L,31,1991-12-31,Toronto,ON,CAN,CAN,72,189,-,-,-,-,-
517,Kyle Criscuolo,S.J,C,31,1992-05-05,Southampton,NJ,USA,USA,69,175,-,-,-,-,-
518,Matthew Tkachuk,FLA,L,26,1997-12-11,Scottsdale,AZ,USA,USA,74,201,2016,CGY,1,6,6
519,Joey Anderson,"CHI, TOR",R,25,1998-06-19,Roseville,MN,USA,USA,72,207,2016,N.J,3,12,73
520,Luke Kunin,S.J,C,26,1997-12-04,Chesterfield,MO,USA,USA,72,197,2016,MIN,1,15,15
521,Auston Matthews,TOR,C,26,1997-09-17,San Ramon,CA,USA,USA,75,208,2016,TOR,1,1,1
522,Maxime Lajoie,CAR,D,26,1997-11-05,Quebec City,QC,CAN,CAN,73,196,2016,OTT,5,12,133
523,Lucas Johansen,WSH,D,26,1997-11-16,Vancouver,BC,CAN,CAN,74,176,2016,WSH,1,28,28
524,Wade Allison,PHI,R,26,1997-10-14,Carman,MB,CAN,CAN,74,205,2016,PHI,2,22,52
525,Adam Fox,NYR,D,25,1998-02-17,Jericho,NY,USA,USA,71,182,2016,CGY,3,5,66
526,Ryan Lindgren,NYR,D,25,1998-02-11,Burnsville,MN,USA,USA,72,190,2016,BOS,2,19,49
527,Charlie McAvoy,BOS,D,25,1997-12-21,Long Beach,NY,USA,USA,73,209,2016,BOS,1,14,14
528,Julien Gauthier,"NYR, OTT",R,26,1997-10-15,Pointe-aux-Trembles,QC,CAN,CAN,76,224,2016,CAR,1,21,21
529,Frederic Allard,MTL,D,25,1997-12-27,St. Sauveur,QC,CAN,CAN,73,179,2016,NSH,3,17,78
530,Libor Hajek,NYR,D,25,1998-02-04,Smrcek,,CZE,CZE,74,209,2016,T.B,2,7,37
531,Rasmus Asplund,"BUF, NSH",C,26,1997-12-03,Filipstad,,SWE,SWE,71,185,2016,BUF,2,3,33
532,Carl Grundstrom,L.A,R,26,1997-12-01,Umea,,SWE,SWE,72,195,2016,TOR,2,27,57
533,Alex DeBrincat,OTT,R,25,1997-12-18,Farmington Hills,MI,USA,USA,68,178,2016,CHI,2,9,39
534,Markus Niemelainen,EDM,D,25,1998-06-08,Kuopio,,FIN,FIN,78,190,2016,EDM,3,2,63
535,Patrik Laine,CBJ,L,25,1998-04-19,Tampere,,FIN,FIN,77,205,2016,WPG,1,2,2
536,Clayton Keller,ARI,R,25,1998-07-29,Chesterfield,MO,USA,USA,70,178,2016,ARI,1,7,7
537,Jesse Puljujarvi,"CAR, EDM",R,25,1998-05-07,Alvkarleby,,SWE,FIN,76,201,2016,EDM,1,4,4
538,Jakob Chychrun,"ARI, OTT",D,25,1998-03-31,Boca Raton,FL,USA,USA,74,220,2016,ARI,1,16,16
539,Dillon Dube,CGY,C,25,1998-07-20,Golden,AB,CAN,CAN,71,185,2016,CGY,2,26,56
540,Tyler Benson,EDM,L,25,1998-03-15,Edmonton,AB,CAN,CAN,72,190,2016,EDM,2,2,32
541,Kale Clague,BUF,D,25,1998-06-05,Regina,SK,CAN,CAN,72,190,2016,L.A,2,21,51
542,Sam Steel,MIN,C,25,1998-02-03,Ardrossan,AB,CAN,CAN,71,184,2016,ANA,1,30,30
543,Brett Howden,VGK,C,25,1998-03-29,Calgary,AB,CAN,CAN,74,203,2016,T.B,1,27,27
544,Kieffer Bellows,"NYI, PHI",L,25,1998-06-10,Edina,MN,USA,USA,73,195,2016,NYI,1,19,19
545,Beck Malenstyn,WSH,L,25,1998-02-04,Delta,BC,CAN,CAN,75,200,2016,WSH,5,24,145
546,Riley Tufte,DAL,L,25,1998-04-10,Coon Rapids,MN,USA,USA,78,230,2016,DAL,1,25,25
547,Trent Frederic,BOS,C,25,1998-02-11,St. Louis,MO,USA,USA,75,214,2016,BOS,1,29,29
548,Logan Brown,STL,C,25,1998-03-05,Raleigh,NC,USA,USA,78,218,2016,OTT,1,11,11
549,William Lockwood,VAN,R,25,1998-06-20,Royal Oak,MI,USA,USA,71,172,2016,VAN,3,3,64
550,Max Jones,ANA,L,25,1998-02-17,Rochester,MI,USA,USA,75,216,2016,ANA,1,24,24
551,Andrew Peeke,CBJ,D,25,1998-03-17,Parkland,FL,USA,USA,75,210,2016,CBJ,2,4,34
552,Tyson Jost,"BUF, MIN",C,25,1998-03-14,St. Albert,AB,CAN,CAN,71,187,2016,COL,1,10,10
553,Dante Fabbro,NSH,D,25,1998-06-20,Coquitlam,BC,CAN,CAN,72,189,2016,NSH,1,17,17
554,Josh Mahura,FLA,D,25,1998-05-05,St. Albert,AB,CAN,CAN,72,185,2016,ANA,3,24,85
555,William Bitten,STL,C,25,1998-07-10,Ottawa,ON,CAN,CAN,71,180,2016,MTL,3,9,70
556,Victor Mete,TOR,D,25,1998-06-07,Woodbridge,ON,CAN,CAN,69,187,2016,MTL,4,9,100
557,Logan Stanley,WPG,D,25,1998-05-26,Waterloo,ON,CAN,CAN,79,242,2016,WPG,1,18,18
558,Givani Smith,"DET, FLA",R,25,1998-02-28,Thornhill,ON,CAN,CAN,74,214,2016,DET,2,16,46
559,Boris Katchouk,CHI,L,25,1998-06-18,Waterloo,ON,CAN,CAN,74,206,2016,T.B,2,14,44
560,Jordan Kyrou,STL,C,25,1998-05-05,Toronto,ON,CAN,CAN,73,196,2016,STL,2,5,35
561,Riley Stillman,"BUF, VAN",D,25,1998-03-09,Peterborough,ON,CAN,CAN,73,196,2016,FLA,4,23,114
562,Taylor Raddysh,CHI,R,25,1998-02-18,Caledon,ON,CAN,CAN,75,198,2016,T.B,2,28,58
563,Noah Gregor,S.J,C,25,1998-07-28,Beaumont,AB,CAN,CAN,72,190,2016,S.J,4,20,111
564,Dennis Cholowski,NYI,D,25,1998-02-15,Langley,BC,CAN,CAN,74,210,2016,DET,1,20,20
565,Samuel Girard,COL,D,25,1998-05-12,Roberval,QC,CAN,CAN,70,170,2016,NSH,2,17,47
566,Pierre-Luc Dubois,WPG,L,25,1998-06-24,Ste-Agathe-Des-Monts,QC,CAN,CAN,76,214,2016,CBJ,1,3,3
567,Jake Bean,CBJ,D,25,1998-06-09,Calgary,AB,CAN,CAN,73,196,2016,CAR,1,13,13
568,Henrik Borgstrom,WSH,C,26,1997-08-06,Helsinki,,FIN,FIN,75,199,2016,FLA,1,23,23
569,Jesper Bratt,N.J,L,25,1998-07-30,Stockholm,,SWE,SWE,70,175,2016,N.J,6,11,162
570,Mikhail Sergachev,T.B,D,25,1998-06-25,Nizhnekamsk,,RUS,RUS,73,217,2016,MTL,1,9,9
571,Nathan Bastian,N.J,R,26,1997-12-06,Kitchener,ON,CAN,CAN,76,205,2016,N.J,2,11,41
572,Michael McLeod,N.J,C,25,1998-02-03,Mississauga,ON,CAN,CAN,74,190,2016,N.J,1,12,12
573,Tage Thompson,BUF,"C, R",26,1997-10-30,Phoenix,AZ,USA,USA,78,220,2016,STL,1,26,26
574,Jacob Moverare,L.A,D,25,1998-08-31,Ostersund,,SWE,SWE,75,210,2016,L.A,4,21,112
575,Alex Nylander,PIT,L,25,1998-03-02,Calgary,AB,CAN,CAN,73,192,2016,BUF,1,8,8
576,Filip Hronek,"DET, VAN",D,26,1997-11-02,Hradec Králové,,CZE,CZE,72,190,2016,DET,2,23,53
577,Jacob MacDonald,"COL, S.J",D,30,1993-02-26,Portland,OR,USA,,72,204,-,-,-,-,-
578,Troy Stecher,"ARI, CGY",D,29,1994-04-07,Richmond,BC,CAN,CAN,70,184,-,-,-,-,-
579,Nikita Zaitsev,"CHI, OTT",D,32,1991-10-29,Moscow,,RUS,RUS,74,192,-,-,-,-,-
580,Drake Caggiula,PIT,C,29,1994-06-20,Pickering,ON,CAN,CAN,70,176,-,-,-,-,-
581,Rem Pitlick,MTL,C,26,1997-04-02,Ottawa,ON,CAN,CAN,71,186,2016,NSH,3,15,76
582,Fredrik Karlstrom,DAL,C,25,1998-01-12,Stockholm,,SWE,SWE,75,200,2016,DAL,3,29,90
583,Brandon Duhaime,MIN,R,26,1997-05-22,Coral Springs,FL,USA,USA,74,200,2016,MIN,4,15,106
584,Lucas Carlsson,FLA,D,26,1997-07-05,Gävle,,SWE,SWE,72,189,2016,CHI,4,19,110
585,Ross Colton,T.B,C,27,1996-09-11,Robbinsville,NJ,USA,USA,72,194,2016,T.B,4,27,118
586,Otto Koivula,NYI,L,25,1998-09-01,Nokia,,FIN,FIN,77,225,2016,NYI,4,29,120
587,Joona Koppanen,BOS,L,25,1998-02-25,Tampere,,FIN,FIN,77,216,2016,BOS,5,14,135
588,Axel Jonsson-Fjallby,WPG,L,25,1998-02-10,Stockholm,,SWE,SWE,73,189,2016,WSH,5,26,147
589,Brandon Hagel,T.B,L,25,1998-08-27,Saskatoon,SK,CAN,CAN,74,179,2016,BUF,6,8,159
590,Michael Pezzetta,MTL,L,25,1998-03-13,Toronto,ON,CAN,CAN,73,210,2016,MTL,6,9,160
591,Oskar Steen,BOS,C,25,1998-03-09,Karlstad,,SWE,SWE,70,193,2016,BOS,6,14,165
592,Matthew Phillips,CGY,C,25,1998-04-06,Calgary,AB,CAN,CAN,67,140,2016,CGY,6,15,166
593,Tanner Laczynski,PHI,C,26,1997-06-01,Minooka,IL,USA,USA,73,190,2016,PHI,6,18,169
594,Mikhail Maltsev,COL,L,25,1998-03-12,St. Petersburg,,RUS,RUS,75,198,2016,N.J,4,11,102
595,Vincent Desharnais,EDM,D,27,1996-05-29,Laval,QC,CAN,CAN,78,215,2016,EDM,7,2,183
596,Casey Fitzgerald,"BUF, FLA",D,26,1997-02-25,North Reading,MA,USA,USA,71,188,2016,BUF,3,25,86
597,Dylan Gambrell,OTT,C,27,1996-08-26,Bonney Lake,WA,USA,USA,71,185,2016,S.J,2,30,60
598,Michael Eyssimont,"S.J, T.B, WPG",C,27,1996-09-09,Littleton,CO,USA,USA,72,180,2016,L.A,5,21,142
599,Jeremy Davies,BUF,D,27,1996-12-04,St-Anne-de-Bellevue,QC,CAN,CAN,71,180,2016,N.J,7,11,192
600,Michael Carcone,ARI,L,27,1996-05-19,Ajax,ON,CAN,CAN,69,170,-,-,-,-,-
601,Dylan Coghlan,CAR,D,25,1998-02-19,Duncan,BC,CAN,CAN,74,208,-,-,-,-,-
602,Matt Luff,DET,R,26,1997-05-05,Oakville,ON,CAN,CAN,74,196,-,-,-,-,-
603,Tanner Jeannot,"NSH, T.B",L,26,1997-05-29,Estevan,SK,CAN,CAN,74,208,-,-,-,-,-
604,Mathieu Olivier,CBJ,R,26,1997-02-11,Biloxi,MS,USA,USA,73,217,-,-,-,-,-
605,Trevor Moore,L.A,"C, L",28,1995-03-31,Thousand Oaks,CA,USA,USA,70,195,-,-,-,-,-
606,Jeffrey Viel,S.J,L,26,1997-01-28,Rimouski,QC,CAN,CAN,74,205,-,-,-,-,-
607,Alex Barré-Boulet,T.B,C,26,1997-05-21,Montmagny,QC,CAN,CAN,70,180,-,-,-,-,-
608,Zack MacEwen,"L.A, PHI",C,27,1996-07-08,Charlottetown,PE,CAN,CAN,75,205,-,-,-,-,-
609,Justin Danforth,CBJ,R,30,1993-03-15,Oshawa,ON,CAN,CAN,69,190,-,-,-,-,-
610,Zach Aston-Reese,TOR,C,29,1994-08-10,Staten Island,NY,USA,USA,73,205,-,-,-,-,-
611,Gavin Bayreuther,CBJ,D,29,1994-05-12,Canaan,NH,USA,USA,73,196,-,-,-,-,-
612,Vinni Lettieri,BOS,C,28,1995-02-06,Excelsior,MN,USA,USA,70,184,-,-,-,-,-
613,Mason Shaw,MIN,C,25,1998-11-03,Lloydminster,AB,CAN,CAN,70,184,2017,MIN,4,4,97
614,Juuso Valimaki,ARI,D,25,1998-10-06,Tampere,,FIN,FIN,74,205,2017,CGY,1,16,16
615,Kailer Yamamoto,EDM,R,25,1998-09-29,Spokane,WA,USA,USA,68,153,2017,EDM,1,22,22
616,Nicolas Hague,VGK,D,25,1998-12-05,Kitchener,ON,CAN,CAN,78,230,2017,VGK,2,3,34
617,Jonah Gadjovich,S.J,L,25,1998-10-12,Whitby,ON,CAN,CAN,74,209,2017,VAN,2,24,55
618,Conor Timmins,"ARI, TOR",D,25,1998-09-18,St. Catharines,ON,CAN,CAN,74,202,2017,COL,2,1,32
619,Mario Ferraro,S.J,D,25,1998-09-17,Toronto,ON,CAN,CAN,72,209,2017,S.J,2,18,49
620,Cal Foote,"NSH, T.B",D,25,1998-12-13,Denver,CO,USA,USA,77,224,2017,T.B,1,14,14
621,Cale Fleury,SEA,D,25,1998-11-19,Carlyle,SK,CAN,CAN,73,204,2017,MTL,3,25,87
622,Morgan Geekie,SEA,C,25,1998-07-20,Strathclair,MB,CAN,CAN,75,200,2017,CAR,3,5,67
623,Jake Leschyshyn,"NYR, VGK",C,24,1999-03-10,Raleigh,NC,USA,USA,71,195,2017,VGK,2,31,62
624,Michael Rasmussen,DET,C,24,1999-04-17,Vancouver,BC,CAN,CAN,78,211,2017,DET,1,9,9
625,Jaret Anderson-Dolan,L.A,C,24,1999-09-12,Calgary,AB,CAN,CAN,71,200,2017,L.A,2,10,41
626,Cody Glass,NSH,C,24,1999-04-01,Winnipeg,MB,CAN,CAN,75,206,2017,VGK,1,6,6
627,Mikey Anderson,L.A,D,24,1999-05-25,Fridley,MN,USA,USA,72,195,2017,L.A,4,10,103
628,Casey Mittelstadt,BUF,C,25,1998-11-22,Edina,MN,USA,USA,73,195,2017,BUF,1,8,8
629,Urho Vaakanainen,ANA,D,24,1999-01-01,Joensuu,,FIN,FIN,74,200,2017,BOS,1,18,18
630,Nico Hischier,N.J,C,24,1999-01-04,Brig,,CHE,CHE,73,175,2017,N.J,1,1,1
631,Jesper Boqvist,N.J,C,25,1998-10-30,Falun,,SWE,SWE,72,180,2017,N.J,2,5,36
632,Jonas Rondbjerg,VGK,R,24,1999-03-31,Horsholm,,DNK,DNK,74,203,2017,VGK,3,3,65
633,Adam Ruzicka,CGY,C,24,1999-05-11,Bratislava,,SVK,SVK,76,215,2017,CGY,4,16,109
634,Eeli Tolvanen,"NSH, SEA",R,24,1999-04-22,Vihti,,FIN,FIN,70,191,2017,NSH,1,30,30
635,Klim Kostin,EDM,C,24,1999-05-05,Penza,,RUS,RUS,75,215,2017,STL,1,31,31
636,Elias Pettersson,VAN,C,25,1998-11-12,Sundsvall,,SWE,SWE,74,176,2017,VAN,1,5,5
637,Gabriel Vilardi,L.A,"C, R",24,1999-08-16,Kingston,ON,CAN,CAN,75,215,2017,L.A,1,11,11
638,Owen Tippett,PHI,R,24,1999-02-16,Peterborough,ON,CAN,CAN,73,207,2017,FLA,1,10,10
639,Nick Suzuki,MTL,C,24,1999-08-10,London,ON,CAN,CAN,71,208,2017,VGK,1,13,13
640,Jack Studnicka,"BOS, VAN",C,24,1999-02-18,Windsor,ON,CAN,CAN,73,187,2017,BOS,2,22,53
641,Robert Thomas,STL,C,24,1999-07-02,Aurora,ON,CAN,CAN,72,218,2017,STL,1,20,20
642,MacKenzie Entwistle,CHI,R,24,1999-07-14,Georgetown,ON,CAN,CAN,75,184,2017,ARI,3,7,69
643,Jason Robertson,DAL,L,24,1999-07-22,Arcadia,CA,USA,USA,75,200,2017,DAL,2,8,39
644,Morgan Frost,PHI,C,24,1999-05-14,Aurora,ON,CAN,CAN,71,170,2017,PHI,1,27,27
645,Max Comtois,ANA,L,24,1999-01-08,Longueuil,QC,CAN,CAN,74,210,2017,ANA,2,19,50
646,Shane Bowers,COL,C,24,1999-07-30,Halifax,NS,CAN,CAN,74,186,2017,OTT,1,28,28
647,Joel Teasdale,MTL,L,24,1999-03-11,Repentigny,QC,CAN,CAN,72,212,-,-,-,-,-
648,Henri Jokiharju,BUF,D,24,1999-06-17,Oulu,,FIN,FIN,72,200,2017,CHI,1,29,29
649,Miro Heiskanen,DAL,D,24,1999-07-18,Espoo,,FIN,FIN,73,195,2017,DAL,1,3,3
650,Aleksi Heponiemi,FLA,C,24,1999-01-09,Tampere,,FIN,FIN,70,155,2017,FLA,2,9,40
651,Martin Necas,CAR,C,24,1999-01-15,Nove Mesto na Morave,,CZE,CZE,74,189,2017,CAR,1,12,12
652,Dmitri Samorukov,STL,D,24,1999-06-16,Volgograd,,RUS,RUS,75,188,2017,EDM,3,22,84
653,Timothy Liljegren,TOR,D,24,1999-04-30,Kristianstad,,SWE,SWE,73,192,2017,TOR,1,17,17
654,Dylan Samberg,WPG,D,24,1999-01-24,Saginaw,MN,USA,USA,76,219,2017,WPG,2,12,43
655,Jack Rathbone,VAN,D,24,1999-05-20,Boston,MA,USA,USA,70,177,2017,VAN,4,2,95
656,Pierre-Olivier Joseph,PIT,D,24,1999-07-01,Laval,QC,CAN,CAN,74,185,2017,ARI,1,23,23
657,Josh Norris,OTT,C,24,1999-05-05,Oxford,MI,USA,USA,74,195,2017,S.J,1,19,19
658,Ryan Poehling,PIT,C,24,1999-01-03,Lakeville,MN,USA,USA,74,196,2017,MTL,1,25,25
659,Cale Makar,COL,D,25,1998-10-30,Calgary,AB,CAN,CAN,71,187,2017,COL,1,4,4
660,Ian Mitchell,CHI,D,24,1999-01-18,St. Albert,AB,CAN,CAN,71,193,2017,CHI,2,26,57
661,Robin Salo,NYI,D,25,1998-10-13,Espoo,,FIN,FIN,74,190,2017,NYI,2,15,46
662,Lias Andersson,L.A,C,25,1998-10-13,Smogen,,SWE,SWE,73,185,2017,NYR,1,7,7
663,Erik Brannstrom,OTT,D,24,1999-09-02,Eksjo,,SWE,SWE,70,185,2017,VGK,1,15,15
664,Filip Chytil,NYR,C,24,1999-09-05,Kromeriz,,CZE,CZE,74,204,2017,NYR,1,21,21
665,Nick DeSimone,CGY,D,29,1994-11-21,East Amherst,NY,USA,USA,74,185,-,-,-,-,-
666,Alex Iafallo,L.A,L,29,1993-12-21,Eden,NY,USA,USA,72,200,-,-,-,-,-
667,David Kampf,TOR,C,28,1995-01-12,Chomutov,,CZE,CZE,74,197,-,-,-,-,-
668,Neal Pionk,WPG,D,28,1995-07-29,Hermantown,MN,USA,USA,72,185,-,-,-,-,-
669,Calle Rosen,STL,D,29,1994-02-02,Vaxjo,,SWE,SWE,73,188,-,-,-,-,-
670,Radim Simek,S.J,D,31,1992-09-20,Mlada Boleslav,,CZE,CZE,72,204,-,-,-,-,-
671,Jan Rutta,PIT,D,33,1990-07-29,Písek,,CZE,CZE,75,204,-,-,-,-,-
672,Gustav Lindstrom,DET,D,25,1998-10-20,Ostervala,,SWE,SWE,74,186,2017,DET,2,7,38
673,Eetu Luostarinen,FLA,C,25,1998-09-02,Siilinjarvi,,FIN,FIN,75,190,2017,CAR,2,11,42
674,Fabian Zetterlund,"N.J, S.J",L,24,1999-08-25,Karlstad,,SWE,SWE,71,220,2017,N.J,3,1,63
675,Johnathan Kovacevic,MTL,D,26,1997-07-12,Niagara Falls,ON,CAN,CAN,76,208,2017,WPG,3,12,74
676,Jacob Bryson,BUF,D,26,1997-11-18,London,ON,CAN,CAN,69,176,2017,BUF,4,6,99
677,Emil Bemstrom,CBJ,R,24,1999-06-01,Nykoping,,SWE,SWE,72,195,2017,CBJ,4,24,117
678,Drake Batherson,OTT,R,25,1998-04-27,Fort Wayne,IN,USA,USA,75,200,2017,OTT,4,28,121
679,Jacob Peterson,"DAL, S.J",C,24,1999-07-19,Lidkoping,,SWE,SWE,73,180,2017,DAL,5,8,132
680,Noah Cates,PHI,L,24,1999-02-05,Stillwater,MN,USA,USA,73,165,2017,PHI,5,13,137
681,Sebastian Aho,NYI,D,27,1996-02-17,Umea,,SWE,SWE,70,186,2017,NYI,5,15,139
682,Marián Studenic,DAL,L,25,1998-10-28,Skalica,,SVK,SVK,73,190,2017,N.J,5,19,143
683,Arnaud Durandeau,NYI,L,24,1999-01-14,Montreal,QC,CAN,CAN,72,185,2017,NYI,6,10,165
684,Olle Lycksell,PHI,R,24,1999-08-24,Oskarshamn,,SWE,SWE,70,163,2017,PHI,6,13,168
685,Nick Perbix,T.B,D,25,1998-06-15,Minneapolis,MN,USA,USA,74,191,2017,T.B,6,14,169
686,Cole Guttman,CHI,C,24,1999-04-06,Northridge,CA,USA,USA,69,167,2017,T.B,6,25,180
687,Sammy Walker,MIN,C,24,1999-06-07,Edina,MN,USA,USA,70,180,2017,T.B,7,14,200
688,Nick Swaney,MIN,R,26,1997-09-09,Burnsville,MN,USA,USA,70,178,2017,MIN,7,23,209
689,Alexey Toropchenko,STL,R,24,1999-06-25,Moscow,,RUS,RUS,78,222,2017,STL,4,20,113
690,Morgan Barron,WPG,C,25,1998-12-02,Halifax,NS,CAN,CAN,76,220,2017,NYR,6,19,174
691,Carson Meyer,CBJ,R,26,1997-08-18,Powell,OH,USA,USA,71,184,-,-,-,-,-
692,Sheldon Dries,VAN,C,29,1994-04-23,Macomb Township,WI,USA,USA,69,180,-,-,-,-,-
693,David Gust,CHI,R,29,1994-02-21,Orland Park,IL,USA,USA,70,177,-,-,-,-,-
694,Sean Walker,L.A,D,29,1994-11-13,Keswick,ON,CAN,CAN,71,195,-,-,-,-,-
695,Mark Kastelic,OTT,C,24,1999-03-11,Phoenix,AZ,USA,,75,233,2019,OTT,5,1,125
696,Sean Durzi,L.A,D,25,1998-10-21,Mississauga,ON,CAN,CAN,72,195,2018,TOR,2,21,52
697,Mac Hollowell,TOR,D,25,1998-09-26,Niagara Falls,ON,CAN,CAN,69,170,2018,TOR,4,25,118
698,Trey Fix-Wolansky,CBJ,R,24,1999-05-26,Edmonton,AB,CAN,CAN,67,191,2018,CBJ,7,18,204
699,Kristian Reichel,WPG,C,25,1998-06-11,Most,,CZE,CZE,72,168,-,-,-,-,-
700,Parker Kelly,OTT,L,24,1999-05-14,Camrose,AB,CAN,CAN,72,190,-,-,-,-,-
701,Pius Suter,DET,C,27,1996-05-24,Zurich,,CHE,CHE,71,179,-,-,-,-,-
702,Austin Strand,ANA,D,26,1997-02-17,Calgary,AB,CAN,,75,215,-,-,-,-,-
703,James Hamblin,EDM,L,24,1999-04-27,Edmonton,AB,CAN,CAN,69,176,-,-,-,-,-
704,Zach Whitecloud,VGK,D,27,1996-11-28,Brandon,MB,CAN,CAN,74,207,-,-,-,-,-
