,PlayerID,Player,Team,Position,Headshot,Team Logo,Jersey Number,playerStripped,GP,TOI,TOI/GP,CF/60,CA/60,CF%,FF/60,FA/60,FF%,SF/60,SA/60,SF%,GF/60,GA/60,GF%,xGF/60,xGA/60,xGF%,SCF/60,SCA/60,SCF%,HDCF/60,HDCA/60,HDCF%,HDGF/60,HDGA/60,HDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts/60,Neu. Zone Starts/60,Def. Zone Starts/60,On The Fly Starts/60,Off. Zone Start %,Off. Zone Faceoffs/60,Neu. Zone Faceoffs/60,Def. Zone Faceoffs/60,Off. Zone Faceoff %
10,8482122,Brock Faber,MIN,D,https://assets.nhle.com/mugs/nhl/20252026/MIN/8482122.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,7,brockfaber,75.0,1851:58,24:41,58.74,64.83,47.54,43.48,46.65,48.24,29.84,31.46,48.68,3.53,3.21,52.40,3.27,3.33,49.58,28.83,31.07,48.13,12.21,13.32,47.84,1.85,1.56,54.29,11.83,89.8,1.016,5.6,11.02,10.95,36.42,33.86,18.24,18.99,25.79,41.43
11,8480803,Evan Bouchard,EDM,D,https://assets.nhle.com/mugs/nhl/20252026/EDM/8480803.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,2,evanbouchard,76.0,1874:21,24:39,68.98,50.83,57.57,52.69,38.61,57.71,36.49,25.96,58.43,5.22,3.23,61.74,4.69,3.32,58.55,39.21,26.83,59.38,16.97,11.4,59.82,2.53,1.76,58.96,14.30,87.55,1.018,9.0,9.25,8.03,35.72,52.82,25.26,15.05,15.62,61.79
12,8485366,Matthew Schaefer,NYI,D,https://assets.nhle.com/mugs/nhl/20252026/NYI/8485366.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,48,mattschaefer,77.0,1894:49,24:36,64.85,55.29,53.98,47.69,40.25,54.23,32.3,25.05,56.32,3.7,2.53,59.39,3.86,3.54,52.2,32.96,27.17,54.82,14.25,12.76,52.75,1.46,0.92,61.33,11.47,89.89,1.014,8.74,10.45,6.49,40.28,57.38,21.72,15.8,13.96,60.87
13,8479325,Charlie McAvoy,BOS,D,https://assets.nhle.com/mugs/nhl/20252026/BOS/8479325.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg?season=20252026,73,charliemcavoy,64.0,1562:37,24:24,60.28,60.78,49.79,44.77,45.23,49.74,28.64,29.76,49.05,4.57,3.57,56.13,3.77,4.07,48.09,29.83,30.56,49.4,13.55,14.21,48.82,2.15,1.61,57.14,15.95,88.0,1.04,10.18,11.25,11.94,33.52,46.01,25.42,17.93,24.65,50.77
14,8480839,Rasmus Dahlin,BUF,D,https://assets.nhle.com/mugs/nhl/20252026/BUF/8480839.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,26,rasmusdahlin,72.0,1751:33,24:19,65.8,51.97,55.88,48.95,38.71,55.84,32.89,25.18,56.64,4.18,2.74,60.40,3.98,2.96,57.35,31.31,24.46,56.14,13.63,10.48,56.53,1.95,1.3,60.00,12.71,89.12,1.018,10.28,13.09,8.56,36.04,54.55,24.36,18.98,16.55,59.55
15,8481605,Jackson LaCombe,ANA,D,https://assets.nhle.com/mugs/nhl/20252026/ANA/8481605.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,2,jacksonlacombe,76.0,1846:00,24:17,66.92,54.93,54.92,49.73,41.25,54.66,33.02,26.65,55.34,3.67,3.67,50.00,4.04,3.54,53.3,32.63,29.32,52.68,14.98,13.2,53.17,1.66,1.63,50.50,11.12,86.22,0.973,10.14,12.06,11.83,33.74,46.15,22.82,18.72,21.58,51.39
16,8479410,Mikhail Sergachev,UTA,D,https://assets.nhle.com/mugs/nhl/20252026/UTA/8479410.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg?season=20252026,98,mikhailsergachev,71.0,1725:22,24:18,62.84,58.6,51.75,45.56,42.95,51.47,30.53,28.1,52.08,3.69,3.27,53.00,3.54,3.87,47.79,29.11,29.8,49.41,12.52,13.74,47.68,1.5,1.56,48.86,12.07,88.37,1.004,10.81,12.31,12.97,35.92,45.47,25.87,18.43,25.77,50.1
17,8476875,Mike Matheson,MTL,D,https://assets.nhle.com/mugs/nhl/20252026/MTL/8476875.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,8,michaelmatheson,72.0,1748:37,24:17,48.83,73.19,40.02,36.2,52.33,40.89,23.98,34.04,41.34,2.92,3.91,42.71,2.9,4.38,39.78,22.96,37.44,38.01,9.09,16.64,35.33,1.03,1.96,34.48,12.16,88.51,1.007,4.53,11.98,12.9,34.96,25.98,12.52,18.29,30.02,29.44
18,8477948,Travis Sanheim,PHI,D,https://assets.nhle.com/mugs/nhl/20252026/PHI/8477948.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,6,travissanheim,76.0,1842:43,24:14,48.87,59.59,45.06,36.47,41.91,46.53,24.26,26.41,47.88,2.93,3.32,46.88,3.09,3.17,49.34,25.46,29.37,46.44,11.82,11.72,50.21,1.07,1.3,45.21,12.08,87.42,0.995,5.96,12.44,12.54,42.98,32.22,14.29,19.41,25.89,35.58
19,8478882,Vladislav Gavrikov,NYR,D,https://assets.nhle.com/mugs/nhl/20252026/NYR/8478882.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,44,vladislavgavrikov,76.0,1804:40,23:44,52.33,60.58,46.35,37.47,45.55,45.13,23.31,30.62,43.22,2.39,3.29,42.11,2.77,3.66,43.07,24.8,28.99,46.11,10.97,11.64,48.53,1.0,1.6,38.46,10.27,89.25,0.995,7.98,13.37,10.84,37.44,42.40,19.82,19.08,22.97,46.31
20,8474578,Erik Karlsson,PIT,D,https://assets.nhle.com/mugs/nhl/20252026/PIT/8474578.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,65,erikkarlsson,71.0,1685:39,23:44,66.53,52.72,55.79,49.33,40.33,55.02,33.14,25.2,56.8,4.24,3.03,58.33,4.04,3.41,54.2,35.84,27.83,56.29,15.45,12.03,56.22,1.99,1.25,61.54,12.78,87.99,1.008,10.79,10.29,8.54,30.86,55.80,26.66,17.26,18.69,58.79
21,8479323,Adam Fox,NYR,D,https://assets.nhle.com/mugs/nhl/20252026/NYR/8479323.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,23,adamfox,49.0,1158:48,23:38,71.61,48.31,59.72,51.47,36.14,58.75,31.12,24.54,55.91,4.09,2.64,60.77,4.31,2.67,61.74,36.3,22.26,61.98,16.15,8.28,66.1,2.02,1.19,62.90,13.14,89.24,1.024,10.61,13.31,8.39,34.95,55.86,28.43,19.99,17.97,61.27
22,8477495,Seth Jones,FLA,D,https://assets.nhle.com/mugs/nhl/20252026/FLA/8477495.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,3,sethjones,49.0,1155:18,23:34,67.62,50.53,57.23,48.82,38.12,56.15,30.9,24.2,56.08,3.43,2.7,55.93,4.17,3.24,56.3,34.28,23.32,59.51,15.53,10.49,59.68,1.77,1.45,54.84,11.09,88.84,0.999,10.33,12.36,9.97,36.25,50.90,22.9,18.33,17.76,56.32
23,8483457,Lane Hutson,MTL,D,https://assets.nhle.com/mugs/nhl/20252026/MTL/8483457.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,48,lanehutson,75.0,1764:07,23:31,63.53,47.28,57.34,47.0,33.23,58.58,29.93,21.39,58.32,4.8,2.28,67.79,4.01,2.77,59.14,33.36,22.21,60.04,13.88,9.83,58.54,1.9,1.26,60.22,16.02,89.35,1.054,10.65,9.08,3.91,38.74,73.13,25.34,16.16,10.61,70.48
24,8479345,Jakob Chychrun,WSH,D,https://assets.nhle.com/mugs/nhl/20252026/WSH/8479345.png,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,6,jakobchychrun,74.0,1740:27,23:31,69.22,51.19,57.49,51.5,38.06,57.51,32.68,24.89,56.77,3.83,2.48,60.66,4.23,3.1,57.7,35.09,25.68,57.74,15.69,10.89,59.01,1.69,1.03,62.03,11.71,90.03,1.017,9.79,8.76,4.59,34.72,68.11,26.75,15.17,12.38,68.37
25,8481598,Philip Broberg,STL,D,https://assets.nhle.com/mugs/nhl/20252026/STL/8481598.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg?season=20252026,6,philipbroberg,74.0,1735:40,23:27,46.43,60.63,43.36,34.67,44.42,43.84,22.75,30.52,42.7,2.49,2.87,46.45,2.68,3.28,44.99,24.2,29.97,44.67,9.54,12.13,44.02,1.0,1.59,38.67,10.94,90.6,1.015,7.12,11.13,12.27,39.65,36.72,15.66,15.9,23.78,39.7
26,8476902,Esa Lindell,DAL,D,https://assets.nhle.com/mugs/nhl/20252026/DAL/8476902.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,23,esalindell,76.0,1773:52,23:20,43.67,58.52,42.73,32.17,41.43,43.7,21.38,26.92,44.26,2.67,2.84,48.47,2.87,3.37,45.98,22.59,29.02,43.77,9.94,12.04,45.23,1.35,1.12,54.79,12.50,89.45,1.019,5.41,11.5,11.33,33.62,32.32,13.83,17.25,24.12,36.45
27,8474590,John Carlson,ANA,D,https://assets.nhle.com/mugs/nhl/20252026/ANA/8474590.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,74,johncarlson,65.0,1506:25,23:10,65.72,58.43,52.94,49.11,43.73,52.9,31.51,28.32,52.66,4.14,3.74,52.53,4.07,3.84,51.46,32.74,29.67,52.46,14.14,12.67,52.75,1.91,1.71,52.75,13.15,86.78,0.999,8.2,8.09,8.64,38.75,48.70,22.42,15.41,19.68,53.26
28,8478397,Rasmus Andersson,VGK,D,https://assets.nhle.com/mugs/nhl/20252026/VGK/8478397.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,4,rasmusandersson,75.0,1737:58,23:10,57.07,60.35,48.6,41.19,44.78,47.91,27.51,29.45,48.3,3.28,3.07,51.63,3.14,3.45,47.64,25.2,30.04,45.63,11.81,12.5,48.58,1.59,1.66,48.94,11.92,89.57,1.015,10.5,12.12,12.32,49.06,45.99,23.41,17.78,23.58,49.82
29,8477447,Shea Theodore,VGK,D,https://assets.nhle.com/mugs/nhl/20252026/VGK/8477447.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,27,sheatheodore,64.0,1476:25,23:04,60.19,53.85,52.78,43.4,38.81,52.79,29.99,24.06,55.49,3.33,2.76,54.67,3.3,2.9,53.2,29.63,25.6,53.64,12.88,9.83,56.71,1.71,1.14,60.00,11.11,88.51,0.996,8.82,11.7,11.14,42.22,44.20,21.62,16.95,21.09,50.62
30,8474563,Drew Doughty,LAK,D,https://assets.nhle.com/mugs/nhl/20252026/LAK/8474563.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,8,drewdoughty,65.0,1495:34,23:00,60.82,52.15,53.84,43.49,38.83,52.83,28.0,25.64,52.21,2.57,3.09,45.39,3.37,2.78,54.82,28.16,25.19,52.78,12.44,10.87,53.36,1.32,1.04,55.93,9.17,87.95,0.971,6.74,12.72,8.59,38.63,43.98,18.61,19.46,18.7,49.89
31,8481581,Thomas Harley,DAL,D,https://assets.nhle.com/mugs/nhl/20252026/DAL/8481581.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,55,thomasharley,64.0,1472:30,23:00,51.63,57.58,47.28,37.37,41.72,47.24,25.14,26.93,48.28,2.97,3.06,49.32,3.09,3.1,49.87,27.14,28.44,48.83,12.43,11.78,51.35,1.67,1.3,56.16,11.83,88.65,1.005,6.68,11.04,7.74,39.97,46.33,17.24,16.18,17.32,49.88
32,8480807,Mattias Samuelsson,BUF,D,https://assets.nhle.com/mugs/nhl/20252026/BUF/8480807.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,23,mattiassamuelsson,73.0,1677:21,22:58,49.58,69.57,41.61,37.02,50.83,42.14,25.15,32.23,43.83,3.43,3.4,50.26,2.87,3.97,41.95,23.22,33.2,41.15,10.12,13.95,42.05,1.65,1.54,51.69,13.66,89.46,1.031,5.79,13.74,13.27,36.45,30.39,14.52,19.42,26.97,35.0
33,8478402,Connor McDavid,EDM,C,https://assets.nhle.com/mugs/nhl/20252026/EDM/8478402.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,97,connormcdavid,76.0,1745:46,22:58,72.11,49.8,59.15,55.47,37.74,59.51,37.19,25.16,59.65,5.43,3.2,62.95,5.21,3.14,62.42,41.66,26.81,60.84,18.46,10.45,63.85,2.72,1.55,63.71,14.60,87.3,1.019,10.1,9.11,5.29,33.65,65.63,25.85,14.09,10.89,70.35
34,8482684,Luke Hughes,NJD,D,https://assets.nhle.com/mugs/nhl/20252026/NJD/8482684.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,43,lukehughes,65.0,1489:46,22:55,66.53,52.56,55.87,47.12,39.03,54.7,31.7,25.86,55.07,2.9,2.82,50.70,3.57,3.17,53.02,33.51,27.27,55.14,14.06,12.93,52.09,1.45,1.69,46.15,9.15,89.1,0.982,10.31,11.08,9.63,34.48,51.72,24.37,17.32,17.4,58.34
35,8476885,Jacob Trouba,ANA,D,https://assets.nhle.com/mugs/nhl/20252026/ANA/8476885.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,65,jaketrouba,75.0,1715:13,22:52,59.26,67.34,46.81,43.66,49.39,46.92,28.61,32.32,46.96,2.76,3.81,42.02,3.09,4.09,43.05,27.08,35.72,43.12,11.82,15.74,42.89,1.29,1.96,39.78,9.66,88.2,0.979,6.65,12.31,14.38,40.75,31.61,17.88,19.24,27.11,39.74
36,8478178,Darren Raddysh,TBL,D,https://assets.nhle.com/mugs/nhl/20252026/TBL/8478178.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,43,darrenraddysh,68.0,1556:31,22:53,73.28,45.72,61.58,54.35,34.92,60.88,34.89,22.97,60.29,4.82,2.39,66.84,4.67,2.73,63.12,37.89,22.24,63.01,16.88,9.75,63.39,2.27,1.16,66.29,13.81,89.6,1.034,9.33,9.14,6.71,36.16,58.17,24.48,15.15,14.46,62.87
37,8480145,Neal Pionk,WPG,D,https://assets.nhle.com/mugs/nhl/20252026/WPG/8480145.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,4,nealpionk,47.0,1067:57,22:43,56.29,60.9,48.03,41.69,44.55,48.34,26.57,29.16,47.68,2.53,3.03,45.45,3.01,3.74,44.63,26.74,32.14,45.42,11.35,14.1,44.59,1.4,1.12,55.56,9.51,89.6,0.991,7.19,10.96,10.79,43.77,40.00,18.48,16.69,20.17,47.82
38,8477346,MacKenzie Weegar,UTA,D,https://assets.nhle.com/mugs/nhl/20252026/UTA/8477346.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg?season=20252026,52,mackenzieweegar,73.0,1658:07,22:42,63.65,58.37,52.16,44.51,41.69,51.64,30.54,28.55,51.68,2.35,3.51,40.12,3.08,3.25,48.67,27.57,30.36,47.6,11.83,12.92,47.81,1.09,1.56,41.10,7.70,87.71,0.954,8.47,12.59,10.49,50.73,44.66,22.07,19.54,19.32,53.32
39,8478055,Gustav Forsling,FLA,D,https://assets.nhle.com/mugs/nhl/20252026/FLA/8478055.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,42,gustavforsling,74.0,1675:19,22:38,55.8,58.99,48.61,40.94,44.7,47.8,26.65,29.22,47.69,2.79,3.8,42.39,3.09,3.63,46.01,26.32,29.58,47.09,12.18,14.29,46.01,1.65,1.97,45.54,10.48,87.01,0.975,6.37,10.96,11.07,43.19,36.55,17.44,17.08,22.24,43.95
40,8477986,Brandon Montour,SEA,D,https://assets.nhle.com/mugs/nhl/20252026/SEA/8477986.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,62,brandonmontour,56.0,1265:51,22:36,59.77,57.12,51.14,44.41,42.0,51.4,28.2,26.26,51.78,2.51,2.7,48.18,3.16,3.19,49.8,27.06,24.88,52.1,10.52,10.62,49.78,1.14,1.09,51.06,8.91,89.71,0.986,8.58,8.91,5.78,39.91,59.74,22.32,13.41,15.03,59.77
41,8478396,Noah Hanifin,VGK,D,https://assets.nhle.com/mugs/nhl/20252026/VGK/8478396.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,15,noahhanifin,65.0,1469:10,22:36,57.83,54.23,51.6,41.37,39.53,51.14,27.81,25.2,52.47,2.7,2.94,47.83,2.9,2.89,50.1,28.14,25.89,52.08,12.82,10.5,54.99,1.31,1.51,46.38,9.69,88.33,0.98,9.84,11.39,7.51,45.29,56.71,21.28,16.38,15.6,57.7
42,8481546,Cam York,PHI,D,https://assets.nhle.com/mugs/nhl/20252026/PHI/8481546.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,8,camyork,69.0,1557:54,22:34,49.34,57.31,46.26,37.2,39.98,48.2,24.57,25.42,49.15,2.97,3.47,46.11,3.03,3.15,49.08,25.84,28.77,47.32,11.25,11.09,50.34,1.12,1.42,43.94,12.07,86.36,0.984,7.39,12.36,11.75,45.79,38.63,16.91,19.8,23.69,41.65
43,8478469,Thomas Chabot,OTT,D,https://assets.nhle.com/mugs/nhl/20252026/OTT/8478469.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,72,thomaschabot,55.0,1241:33,22:34,62.92,52.0,54.75,46.39,37.74,55.14,30.59,24.31,55.72,3.82,3.62,51.30,3.59,2.94,54.96,33.15,24.89,57.12,14.16,11.31,55.6,1.79,1.69,51.39,12.48,85.09,0.976,7.68,8.94,6.77,49.15,53.18,19.43,15.03,14.35,57.51
44,8476869,Brady Skjei,NSH,D,https://assets.nhle.com/mugs/nhl/20252026/NSH/8476869.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,76,bradyskjei,75.0,1692:01,22:33,51.74,62.09,45.45,38.44,48.55,44.19,25.82,32.77,44.07,2.84,3.76,43.01,3.0,3.91,43.39,24.79,31.74,43.85,11.21,15.0,42.76,1.56,2.16,41.90,10.99,88.53,0.995,5.67,12.02,12.34,41.84,31.50,15.32,18.97,27.77,35.56
45,8480865,Noah Dobson,MTL,D,https://assets.nhle.com/mugs/nhl/20252026/MTL/8480865.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,53,noahdobson,75.0,1691:13,22:32,57.54,63.4,47.58,42.79,43.21,49.75,27.57,28.17,49.46,3.3,3.02,52.25,3.31,3.69,47.33,27.0,31.86,45.87,10.75,14.4,42.74,1.21,1.77,40.48,11.97,89.29,1.013,7.95,12.35,8.87,41.05,47.26,19.76,18.66,20.22,49.42
46,8477932,Aaron Ekblad,FLA,D,https://assets.nhle.com/mugs/nhl/20252026/FLA/8477932.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,5,aaronekblad,72.0,1618:24,22:28,59.39,58.02,50.58,43.12,43.75,49.64,27.55,29.33,48.44,3.0,3.63,45.25,3.4,3.81,47.16,28.44,28.95,49.55,13.31,13.98,48.78,1.56,1.78,46.67,10.90,87.61,0.985,8.16,11.31,11.53,42.78,41.43,20.02,17.54,21.76,47.91
47,8481524,Bowen Byram,BUF,D,https://assets.nhle.com/mugs/nhl/20252026/BUF/8481524.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,4,bowenbyram,76.0,1707:16,22:27,55.04,58.87,48.32,42.63,43.44,49.53,26.99,28.78,48.39,3.41,2.95,53.59,3.31,3.48,48.7,26.53,28.57,48.15,11.49,13.85,45.35,1.58,1.58,50.00,12.63,89.74,1.024,7.52,11.32,10.68,41.58,41.31,16.55,17.12,20.56,44.6
48,8482762,Simon Edvinsson,DET,D,https://assets.nhle.com/mugs/nhl/20252026/DET/8482762.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg?season=20252026,77,simonedvinsson,65.0,1460:04,22:27,55.02,59.01,48.25,40.93,40.77,50.1,25.93,25.89,50.04,2.79,2.79,50.00,3.0,3.06,49.48,24.78,29.01,46.07,10.6,12.0,46.91,0.95,1.52,38.33,10.78,89.21,1.0,4.4,12.04,11.18,44.46,28.23,13.6,18.33,22.15,38.05
49,8480817,K'Andre Miller,CAR,D,https://assets.nhle.com/mugs/nhl/20252026/CAR/8480817.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,19,kandremiller,67.0,1504:48,22:27,68.78,46.05,59.9,49.4,33.29,59.74,31.1,22.17,58.38,2.95,3.03,49.33,3.57,2.75,56.46,34.25,25.0,57.81,13.88,11.24,55.24,1.67,1.83,47.73,9.49,86.33,0.958,8.61,11.16,8.53,43.46,50.23,20.89,17.66,18.34,53.25
50,8476931,Jake McCabe,TOR,D,https://assets.nhle.com/mugs/nhl/20252026/TOR/8476931.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,22,jakemccabe,74.0,1661:52,22:27,45.56,68.78,39.85,33.87,50.29,40.24,23.79,32.2,42.49,2.92,3.29,47.09,2.67,3.7,41.92,22.96,35.67,39.16,10.0,14.08,41.53,1.59,1.48,51.76,12.29,89.8,1.021,4.73,11.26,15.78,48.2,23.06,11.37,17.62,28.81,28.3
51,8476892,Colton Parayko,STL,D,https://assets.nhle.com/mugs/nhl/20252026/STL/8476892.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg?season=20252026,55,coltonparayko,70.0,1565:28,22:21,46.41,63.16,42.36,33.65,45.15,42.7,21.96,30.16,42.13,2.03,3.22,38.69,2.5,3.08,44.78,23.19,30.09,43.53,9.05,11.54,43.95,0.96,1.72,35.71,9.25,89.33,0.986,6.44,11.69,14.03,43.27,31.46,14.37,17.21,26.33,35.31
52,8478864,Kirill Kaprizov,MIN,L,https://assets.nhle.com/mugs/nhl/20252026/MIN/8478864.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,97,kirillkaprizov,73.0,1624:58,22:15,71.26,48.37,59.57,54.24,36.11,60.03,34.97,24.33,58.97,4.58,2.55,64.25,4.72,2.61,64.4,38.14,23.41,61.97,16.28,9.82,62.38,2.25,1.26,64.21,13.09,89.53,1.026,12.74,10.78,4.5,28.69,73.88,29.43,17.5,13.11,69.18
